null_kind,draw,rmse_M1,rmse_M1P,rmse_M2,gain_M2_vs_M1,gain_M2_vs_M1P
cible,38,1.4641085810693613,4.585075997606022,1.5090830367861732,-0.030717978364666942,0.6708706600339663
cible,39,1.7536434983433462,1.7456844067183745,1.8013600108375682,-0.0272099275247788,-0.031893281457360034
cible,40,1.7587215479725753,2.053609408415996,3.604380857159371,-1.0494323625672526,-0.755144304651159
cible,41,1.843854971996917,2.3840112699190197,1.979213626497172,-0.07341068389649963,0.1697968665372953
cible,42,1.8512453423877013,2.4614331720134595,2.79979005206719,-0.5123819560599534,-0.13746336236175516
cible,43,1.5760624933934415,2.09088523147236,1.5186215482920546,0.03644585499760866,0.2736944498753423
cible,44,1.3188052994825696,1.6410567317992153,2.2346463215749366,-0.6944474839854642,-0.36171180329940444
cible,45,1.5951413987099823,1.9523843848159033,5.801567850408157,-2.637024188012412,-1.971529528472031
cible,46,1.5486551310910415,1.9070032407057151,2.3521537905859295,-0.5188364041572096,-0.2334293620368888
cible,47,1.8080598933005265,1.8675397216611291,1.9128908586285356,-0.05797980792364421,-0.024283894174453202
cible,48,1.7524657901623633,1.6249151687233643,1.8070713161037377,-0.031159253577392354,-0.11210194285003006
cible,49,1.856533863235789,2.0056978394141245,1.8792020287493527,-0.012209939157293404,0.06306822901186449
cible,50,1.795430518520714,2.097455067431711,3.1101828974855072,-0.732276947173673,-0.4828364839747723
cible,51,1.7382851531175085,2.3846524407656537,2.603647784911653,-0.4978254748607669,-0.09183533013124756
cible,52,1.8052712397248025,1.901902981465226,1.9193024019757485,-0.06316566715388938,-0.009148426959780132
cible,53,1.6602563548351186,1.796597038088074,1.7531535067317443,-0.055953498763057885,0.02418101022951813
cible,54,1.4202211019972986,1.8085803649851888,2.859831711603885,-1.0136524570589889,-0.5812577461147574
cible,55,3.113177694453565,2.387825395510678,6.946719235641282,-1.2313918180827108,-1.9092241202818792
cible,56,1.8462297294203456,3.41300572576193,7.7905291732530735,-3.2196965248192813,-1.2826006749560581
cible,57,1.8215955181096486,1.5014461566794703,1.603194230503463,0.11989560000280985,-0.06776671502427645
cible,58,1.8933762622501225,3.1944823507054037,3.7673819696443847,-0.9897693051074592,-0.17934036129906117
cible,59,1.9852376965038447,2.1264389840688382,2.0048373183723345,-0.009872682703439661,0.057185588962362255
forcage,0,2.0997802005455535,1.552665872208702,1.7987864366316577,0.1433453672130508,-0.1585148284819604
forcage,1,2.054909914272504,1.535284481589102,1.7808898299516942,0.1333489523884167,-0.15997383632014395
forcage,2,2.0635614613680513,1.5327966477892316,1.7526640412671672,0.15066060590934505,-0.14344198481582837
forcage,3,2.1070299194113535,1.5559971626527702,1.7858444579476116,0.15243516881500774,-0.14771704011528008
forcage,4,2.098208009584953,1.6251435352810777,1.7873381331860483,0.1481597034130081,-0.09980324468811808
forcage,5,2.0694287153602713,1.532174699103192,1.7617198203648756,0.14869267673316588,-0.14981654598267435
forcage,6,2.1167164250943853,1.5676337676656478,2.126620431597831,-0.004678948198270971,-0.3565798820247197
forcage,7,2.082155168296729,1.5211811846997032,1.776563577921438,0.14676696291817437,-0.16788427032257158
forcage,8,2.1105081457519135,1.566120768768164,2.0948763599581324,0.007406645563176384,-0.3376212114253885
forcage,9,2.0563798669676223,1.5552343641196245,1.7524804511552488,0.14778369536388702,-0.12682724326714578
forcage,10,2.083490076922204,1.642185269144369,1.7954921752692174,0.13822859289948042,-0.0933554264585057
forcage,11,2.0532574817335463,1.5518901771960167,1.76659714766752,0.1396124629357257,-0.13835191022308013
forcage,12,2.0673056816419804,1.5086149028418765,1.7652497294369185,0.1461109282905616,-0.17011288043860784
forcage,13,2.063490584055251,1.654427576957584,1.7796869764691328,0.13753569305287383,-0.07571162452568347
forcage,14,2.0913418979948655,1.528849321750632,1.7785791847199712,0.14955121091140788,-0.16334498070966363
forcage,15,2.1024364906029365,1.5347005222282664,1.7837995492115215,0.1515560364441907,-0.16231116323697004
forcage,16,2.066676168236231,1.5092596866657977,1.7606376428721762,0.14808247662004925,-0.16655712627010777
forcage,17,2.0825589697749542,1.638601691120591,1.7478245641305432,0.1607322580068804,-0.0666561456648187
forcage,18,2.092293863006727,1.581137973863701,1.7915222018192738,0.14375211173980595,-0.13305874087728942
forcage,19,2.0905873151432526,1.5571733730450792,1.7850352036598027,0.14615611090250613,-0.14633041802476732
forcage,20,2.0747281928580312,1.5276410578686999,1.7637006891644458,0.1499124100999134,-0.1545255870676101
forcage,21,2.0748605146654033,1.5391786514645396,1.7714840817699296,0.14621533869441672,-0.15092817853492813
forcage,22,2.1140826601923783,1.574450401627456,1.811645606376446,0.14305829166983053,-0.15065270046221158
forcage,23,2.1323777428069137,1.5681249313042624,1.8033779008154933,0.15428778653370667,-0.15002182850033696
forcage,24,2.0606195588883893,1.5356669113596833,1.7614265166126766,0.14519567233318598,-0.14701078963347936
forcage,25,2.020297886479287,1.4815680803756242,2.037049675646949,-0.008291742163258453,-0.37492816066237933
forcage,26,2.1481718135372896,1.5791834990651739,2.0692265511016603,0.036749975927499956,-0.3103141923193702
forcage,27,2.128757704705469,1.7604402602106437,1.8016863138819754,0.15364425462819242,-0.023429396954598447
forcage,28,2.085801759212891,1.5929397369407776,2.0649010133960743,0.01002048527598498,-0.2962831960998682
forcage,29,2.1006293432998633,1.5737945567700211,1.7982920149217612,0.14392702327158902,-0.14264724527481376
forcage,30,2.1589900661635824,1.6056755897570765,1.823034255013603,0.15560785406806255,-0.13536897904103462
forcage,31,2.0375248838167264,1.4877411457931353,1.7367708798984705,0.1476075243581214,-0.1673878112529945
forcage,32,2.107272701451383,1.600472220556584,1.7346511035179166,0.17682647228183768,-0.08383705836185662
forcage,33,2.165391083335485,1.637383511238485,1.8238840339760796,0.15771148777123478,-0.11390155174857552
forcage,34,2.0782997487997585,1.5138119699152404,1.7732957514718934,0.1467565001169866,-0.17141084012645358
forcage,35,2.199100684379192,1.5582876882754098,1.792975733354019,0.18467774300194095,-0.150606365464097
forcage,36,2.0921717268649593,1.5554469472421495,1.786110669100034,0.1462886883685912,-0.1482941750387936
forcage,37,2.105949282965885,1.541302934413307,2.043998847363547,0.029416869676505586,-0.3261499746262342
forcage,38,2.0860080746027334,1.5575672370352578,1.7837537089353326,0.14489606696511148,-0.14521778997522317
forcage,39,2.082769842616642,1.5752879719379278,1.7819058718261669,0.14445377719339902,-0.13116198661382317
forcage,40,2.1230499857250744,1.5348143713021565,2.067040372142865,0.026381674458352822,-0.3467689714093314
forcage,41,2.1706680751482703,1.5946745880213105,2.131948222441242,0.017837758407343585,-0.3369174115244329
forcage,42,2.1095951799935433,1.5553823901041066,2.116951212087019,-0.0034869401310910764,-0.36104872059489157
forcage,43,2.059149362200697,1.9166544807890853,1.7656991305939955,0.14251041570538592,0.0787598138882818
forcage,44,2.08691697517394,1.5436481380985159,1.7827316180686115,0.1457582456436607,-0.15488210951013848
forcage,45,2.098284371436933,1.548267153988101,1.7923037213660944,0.14582420487710102,-0.1576191594256795
forcage,46,2.079532561408158,1.9500563875949346,1.7724217317828326,0.14768262605004134,0.09109206120505287
forcage,47,2.0835660498941513,1.5230203330069014,1.7433351392138763,0.16329259669860685,-0.14465651011500746
forcage,48,2.0460077088048023,1.5185357514480553,1.7486720202491999,0.1453248134286328,-0.15155143274150107
forcage,49,2.085607412350254,1.5367250217514796,1.7732924898832672,0.14974770449009944,-0.15394261483564575
forcage,50,2.13888950858159,1.5539399032016687,1.8067725681433766,0.15527540768501757,-0.16270427474111626
forcage,51,2.136382181881607,1.596866562171673,1.7856834687012961,0.16415541945375844,-0.11824213181146437
forcage,52,2.075139805445454,1.5255049857028942,1.7701727308662243,0.14696218239318326,-0.16038475616688763
forcage,53,2.0631804129861147,1.5124388114804532,1.7611890558200083,0.14637176432332621,-0.16446962511895968
forcage,54,2.08209959589163,1.5549628374054492,1.782002514355528,0.14413195321119576,-0.14600971257223638
forcage,55,2.1192478396103414,1.534244171506526,1.7927322369780836,0.15407145711296,-0.1684790923583821
forcage,56,2.0609518952390995,1.5708852994601248,1.7734512724354337,0.13949894874684188,-0.1289501996389717
forcage,57,2.052228761911741,1.7318305166666248,1.740938368404203,0.1516840613897047,-0.005259089529793481
forcage,58,2.1226911142167757,1.5473490311486096,2.1262150032934644,-0.0016601045027642147,-0.3741017446562511
forcage,59,2.046720707537111,1.4453714618004796,2.0523687457239075,-0.002759554914355089,-0.4199593668241517
