model,replicate,variable,absolute_delta_A_B
classic,31,carbon_memory,0.0
classic,31,co2_ppm,2.1096302020851e-06
classic,31,ice_fraction,4.021283306343548e-11
classic,31,productivity,1.4123539560095821e-09
classic,31,regolith_fraction,0.0
classic,31,temperature_k,9.806941481116382e-09
classic,32,carbon_memory,0.0
classic,32,co2_ppm,2.1096302020851e-06
classic,32,ice_fraction,4.021283306343548e-11
classic,32,productivity,1.4123539560095821e-09
classic,32,regolith_fraction,0.0
classic,32,temperature_k,9.806941481116382e-09
classic,33,carbon_memory,0.0
classic,33,co2_ppm,2.1096302020851e-06
classic,33,ice_fraction,4.021283306343548e-11
classic,33,productivity,1.4123539560095821e-09
classic,33,regolith_fraction,0.0
classic,33,temperature_k,9.806941481116382e-09
classic,34,carbon_memory,0.0
classic,34,co2_ppm,2.1096302020851e-06
classic,34,ice_fraction,4.021283306343548e-11
classic,34,productivity,1.4123539560095821e-09
classic,34,regolith_fraction,0.0
classic,34,temperature_k,9.806941481116382e-09
classic,35,carbon_memory,0.0
classic,35,co2_ppm,2.1096302020851e-06
classic,35,ice_fraction,4.021283306343548e-11
classic,35,productivity,1.4123539560095821e-09
classic,35,regolith_fraction,0.0
classic,35,temperature_k,9.806941481116382e-09
classic,36,carbon_memory,0.0
classic,36,co2_ppm,2.1096302020851e-06
classic,36,ice_fraction,4.021283306343548e-11
classic,36,productivity,1.4123539560095821e-09
classic,36,regolith_fraction,0.0
classic,36,temperature_k,9.806941481116382e-09
classic,37,carbon_memory,0.0
classic,37,co2_ppm,2.1096302020851e-06
classic,37,ice_fraction,4.021283306343548e-11
classic,37,productivity,1.4123539560095821e-09
classic,37,regolith_fraction,0.0
classic,37,temperature_k,9.806941481116382e-09
classic,38,carbon_memory,0.0
classic,38,co2_ppm,2.1096302020851e-06
classic,38,ice_fraction,4.021283306343548e-11
classic,38,productivity,1.4123539560095821e-09
classic,38,regolith_fraction,0.0
classic,38,temperature_k,9.806941481116382e-09
classic,39,carbon_memory,0.0
classic,39,co2_ppm,2.1096302020851e-06
classic,39,ice_fraction,4.021283306343548e-11
classic,39,productivity,1.4123539560095821e-09
classic,39,regolith_fraction,0.0
classic,39,temperature_k,9.806941481116382e-09
