source,expedition,site,hole,physical_sample_id,nrm_intensite,inclinaison_nrm,declinaison_nrm,profondeur_m,n_etapes_ablation,dose_min,dose_max,intensite_finale,fraction_restante,rho_ablation,n_etapes_inscription,rho_inscription,data_kind
iodp_remanence_368_14606711,368,U1501,C,CUBE8743051,0.0002936,0.0,0.0,235.29,6,5,50,5.28e-05,0.179837,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8743451,0.0003978,0.0,0.0,239.82,6,5,50,0.0001313,0.330065,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8743461,0.0006098,0.0,0.0,242.02,6,5,50,0.0001533,0.251394,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8743471,0.0003545,0.0,0.0,244.85,6,5,50,8.29e-05,0.23385,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8743961,0.0008637,-9.9,151.8,247.03,6,5,50,0.0001959,0.226815,-0.9429,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8743971,0.000667,-11.3,171.0,251.38,6,5,50,0.0001669,0.250225,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8744321,0.0009499,-10.5,166.4,256.08,6,5,50,0.0002403,0.252974,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8744361,0.0002936,24.6,166.8,257.86,6,5,50,0.000101,0.344005,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8744371,0.0004183,3.0,169.0,261.39,6,5,50,0.0001442,0.344729,-0.9429,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8744381,0.0002364,3.0,177.2,263.2,6,5,50,7.14e-05,0.30203,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8744821,0.0004785,0.0,159.4,264.13,6,5,50,0.0001527,0.319122,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8744831,0.0006298,-15.8,172.0,267.26,6,5,50,0.0002362,0.37504,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8744841,0.0006014,-4.5,161.3,271.08,6,5,50,0.0001686,0.280346,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8744851,0.003029,5.5,159.8,273.39,6,5,50,0.0011861,0.391581,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8745641,0.0004941,-1.6,154.8,274.53,7,5,50,0.00012,0.242866,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8745651,0.0005874,-9.7,163.4,277.23,6,5,50,0.0001437,0.244637,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8745661,0.0007702,-9.6,182.0,281.03,6,5,50,0.0001661,0.215658,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8745671,0.0006375,1.1,185.0,282.9,7,5,50,0.0001909,0.299451,-0.9643,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8745921,0.0007587,-13.4,158.8,284.58,7,5,50,0.0002227,0.293528,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8745931,0.0005531,-4.8,181.4,287.71,7,5,50,9.81e-05,0.177364,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8745941,0.0003411,-3.7,164.5,289.82,5,5,50,6.02e-05,0.176488,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8745951,0.0002008,-3.3,182.8,292.1,5,5,50,6.08e-05,0.302789,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8746341,0.000596,-1.9,175.7,293.77,6,5,50,0.000115,0.192953,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8746351,0.000201,-4.5,186.1,296.54,7,5,50,5.47e-05,0.272139,-0.9643,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8746371,0.0001556,1.9,166.7,301.42,6,5,50,1.95e-05,0.125321,-0.9429,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8746381,0.0001326,6.1,154.6,300.37,6,5,50,5.74e-05,0.432881,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8746741,0.0002462,-3.5,193.4,303.56,6,5,50,9.23e-05,0.374898,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8746751,0.0003422,-13.3,186.2,306.69,8,5,50,9.23e-05,0.269725,-0.9762,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8746761,0.0002995,23.8,169.1,308.81,5,5,40,0.0001156,0.385977,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8747801,0.000236,-17.9,179.3,313.1,6,5,50,0.0001102,0.466949,-0.9429,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8747811,0.0002556,-27.0,143.0,315.6,6,5,50,0.0001576,0.616588,-0.9429,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8747821,0.0002234,-11.9,201.8,318.89,6,5,40,0.0001034,0.462847,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8747831,0.0001,0.0,180.0,320.99,6,5,50,9.5e-05,0.95,-0.7714,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8748101,0.0001081,11.7,177.8,321.98,5,5,50,4.01e-05,0.370953,-0.9000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8748111,0.0002158,-14.2,147.3,325.06,6,5,50,9.64e-05,0.44671,-0.7714,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8748121,0.0001675,7.2,175.4,328.21,6,5,50,3.49e-05,0.208358,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749001,0.0002111,5.2,140.4,332.07,6,5,50,9.23e-05,0.437234,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749011,0.0002729,16.8,171.0,335.9,6,5,50,9.48e-05,0.34738,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749021,0.0003087,5.9,162.0,339.38,6,5,50,8.73e-05,0.282799,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749151,0.0005383,-15.6,336.9,340.97,6,5,50,0.0001805,0.335315,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749161,0.0003715,-35.4,215.1,344.32,6,5,50,0.0003686,0.992194,-0.1429,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749171,0.0004157,-17.1,155.6,347.93,6,5,50,0.000152,0.365648,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749181,0.0002819,-27.7,173.9,349.88,6,5,50,0.0001163,0.412558,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749271,0.0002124,-37.7,168.0,352.93,6,5,50,0.0001276,0.600753,-0.9429,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749281,0.0002092,-15.7,189.6,355.57,6,5,50,7.98e-05,0.381453,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749291,0.0003261,-21.4,192.0,358.3,5,5,50,0.0001219,0.373812,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749361,0.0003022,-0.2,144.2,361.07,6,5,50,0.0001504,0.497684,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749371,0.0002824,-20.5,195.4,364.38,6,5,50,0.0001341,0.474858,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749381,0.0002542,-30.5,150.2,366.45,6,5,50,0.0001418,0.557828,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749391,0.0003781,23.7,167.5,369.14,6,5,50,0.0001325,0.350436,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749491,0.0002987,6.7,183.7,369.85,6,5,50,8.47e-05,0.283562,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749501,0.000789,7.9,168.9,372.88,6,5,50,0.0001731,0.219392,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749511,0.0005177,-0.4,147.8,376.93,6,5,50,0.0002372,0.45818,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749521,0.0006044,16.3,252.4,378.66,7,5,50,0.0001479,0.244705,-0.9643,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749651,0.0010214,-6.6,175.8,379.36,6,5,50,0.0002806,0.274721,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749661,0.0010444,-13.6,176.2,383.95,6,5,50,0.0003371,0.322769,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749741,0.0011383,10.2,183.6,388.99,6,5,50,0.000356,0.312747,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749751,0.0009503,-20.9,174.1,392.48,6,5,50,0.0003812,0.401136,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749761,0.0008581,-8.4,136.4,396.07,6,5,50,0.0004851,0.565319,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749771,0.0019726,-1.5,183.6,398.23,6,5,50,0.0006166,0.312582,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749851,0.0009076,7.6,169.3,399.18,6,5,50,0.0002579,0.284156,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749861,0.0009856,-8.1,144.3,401.6,6,5,50,0.0004137,0.419744,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749871,0.000735,7.2,176.7,405.0,6,5,50,0.0002203,0.299728,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749881,0.0017172,-8.7,155.9,407.685,6,5,50,0.0004605,0.268169,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749961,0.0015341,-11.2,175.3,409.24,6,5,50,0.0004157,0.270973,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8749981,0.0011929,1.9,169.2,415.1,6,5,50,0.0003577,0.299857,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8750001,0.0011696,11.6,182.1,411.235,6,5,50,0.0002884,0.24658,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8750191,0.0010951,-24.6,168.9,418.26,6,5,50,0.0004347,0.39695,-0.9429,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8750201,0.0010694,-1.1,152.0,420.75,6,5,50,0.0003735,0.349261,-0.9429,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8750211,0.0011598,-4.5,155.3,423.97,6,5,50,0.0003868,0.333506,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8750221,0.0005578,-21.3,173.3,426.7,6,5,50,0.0002483,0.445142,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8750341,0.0007329,-2.9,150.8,427.55,6,5,50,0.0002604,0.355301,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8750351,0.0005557,10.4,167.6,430.42,6,5,50,5.91e-05,0.106352,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8750361,0.0013764,-9.1,184.5,433.35,6,5,50,0.0003716,0.26998,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8750371,0.0009437,2.9,189.7,436.59,6,5,50,0.0003179,0.336866,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8750481,0.0006351,-12.2,162.5,437.27,6,5,50,0.0002747,0.43253,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8750491,0.0008019,-10.5,202.6,440.1,6,5,50,0.0003047,0.379973,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8750571,0.001103,-2.2,169.9,447.31,6,5,50,0.0003018,0.273617,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8750621,0.0008113,-10.7,146.9,448.67,6,5,50,0.0004103,0.505732,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8750631,0.0004281,22.2,190.2,451.43,6,5,50,0.0001476,0.344779,-0.9429,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,C,CUBE8750701,0.0035499,-18.2,171.0,455.04,6,5,50,0.002272,0.640018,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,D,CUBE8752221,0.0004104,12.7,205.0,434.19,6,5,50,0.000292,0.711501,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,D,CUBE8752231,0.0005195,-32.0,133.3,437.85,6,5,50,0.0003083,0.593455,-0.9429,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,D,CUBE8752451,0.0002894,-4.6,205.7,443.67,6,5,50,0.000196,0.677263,-0.9429,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,D,CUBE8752461,0.0015969,-29.6,223.9,446.81,6,5,50,0.0014718,0.921661,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,D,CUBE8753801,0.0007915,25.4,160.6,491.24,6,5,50,0.0004686,0.59204,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,D,CUBE8753811,0.0004335,-12.5,193.8,500.88,6,5,50,0.0002166,0.499654,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,D,CUBE8755181,0.0033394,-29.6,165.4,579.46,6,5,50,0.0024068,0.720728,-1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1501,D,CUBE8755191,0.001828,-30.9,182.4,582.1,6,5,50,0.0013219,0.72314,-0.9429,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8760571,0.0002707,-25.1,174.6,442.85,12,5,120,2.5e-05,0.0923532,-0.5944,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8761821,0.0002346,32.3,184.0,478.41,12,5,120,4.15e-05,0.176897,-0.0629,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8762101,0.0002265,-35.3,192.1,481.04,11,5,120,2.56e-05,0.113024,-0.1545,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8762461,0.0002354,-20.9,209.7,493.4,13,5,120,3.15e-05,0.133815,-0.1978,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8762471,0.0002325,-15.3,224.5,493.43,10,250,700,0.101819,437.93,0.8788,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8762591,0.0006062,-21.0,204.6,500.2,8,250,700,0.0050602,8.34741,0.6905,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8762601,0.0008287,-25.0,178.6,519.34,8,250,700,0.0144472,17.4336,0.4524,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8762701,0.0004394,15.4,173.8,531.9,12,5,120,3.96e-05,0.0901229,-0.4615,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8762711,0.0002677,-28.5,164.7,532.0,8,250,700,0.0012012,4.48711,-0.0476,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8763921,0.0009831,8.8,135.5,586.99,8,250,700,0.0284341,28.9229,0.4524,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8764231,0.0003388,-9.8,310.1,597.59,8,250,700,0.151912,448.383,0.2857,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8764241,0.0004669,-15.7,150.6,600.44,8,250,700,0.0229343,49.1204,0.7381,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8764941,0.0001868,72.4,182.2,605.68,8,250,700,0.0554637,296.915,0.9286,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8765301,0.0006152,-26.3,147.0,624.4,8,250,700,0.16674,271.034,0.9762,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8765311,0.0003002,-21.5,229.4,626.46,8,250,700,0.0734685,244.732,0.9762,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8766081,0.0003936,5.8,203.5,635.59,8,250,700,0.0007238,1.83892,0.5476,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8766091,0.0008295,-10.7,156.1,636.65,8,250,700,0.0029942,3.60964,0.6667,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8766571,0.0011352,-35.3,188.6,648.88,8,250,700,0.0840403,74.0313,0.9762,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8766581,0.0003283,48.1,162.9,649.57,8,250,700,0.0025031,7.62443,0.8810,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8767391,0.0010109,17.7,162.5,654.765,8,250,700,0.178623,176.697,0.8333,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8767401,0.0006737,25.1,359.4,660.4,9,250,700,0.0016011,2.37658,0.8333,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8768111,0.0012673,-41.5,48.2,670.93,8,250,700,0.0267976,21.1454,0.8095,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8768121,0.0006081,-30.9,188.4,668.33,7,250,600,0.0022218,3.65368,0.8571,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8768501,0.0013929,-22.5,11.6,674.11,8,250,700,0.360286,258.659,0.8333,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8768871,0.0012867,-17.5,188.2,684.12,8,250,700,0.139625,108.514,0.7143,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8769211,0.004405,18.7,121.1,695.57,8,250,700,0.0001339,0.0303973,-0.8571,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8769441,0.0030088,28.1,156.3,703.75,9,250,700,0.0010955,0.364099,-0.2000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8769561,0.0003708,-27.2,154.2,712.81,8,250,700,0.0030371,8.19067,0.5952,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8769571,0.0015302,43.0,162.2,717.63,8,250,700,0.0070333,4.59633,0.7857,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8769821,2.74e-05,7.0,186.4,747.48,8,250,700,0.285409,10416.4,1.0000,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8769921,0.0014402,8.0,139.3,726.4,8,250,700,0.0018914,1.31329,0.5952,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8770111,0.0015438,-15.9,135.8,730.25,13,5,120,0.000464,0.300557,-0.9945,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8770121,0.0016622,-17.2,134.1,730.27,8,250,700,0.0010009,0.602154,0.6905,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8770201,0.000183,-39.5,114.6,742.98,13,5,120,6.06e-05,0.331148,-0.3242,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8770211,0.000188,-23.9,141.2,743.0,8,250,700,0.0065571,34.8782,0.9762,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8770341,0.0031526,-9.6,147.4,750.39,8,250,700,0.0028915,0.917179,0.6190,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8773661,0.00774,-29.6,157.7,761.22,13,5,120,0.0003551,0.0458786,-0.9286,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8773681,0.0381117,-30.8,223.9,765.27,13,5,120,0.0065884,0.172871,-0.9396,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8773801,0.0025379,10.9,211.7,767.73,13,5,120,0.0003052,0.120257,-0.9945,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8773811,0.0033654,35.2,270.0,770.19,12,5,120,0.0004323,0.128454,-0.9790,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8773861,0.0056777,-48.8,175.4,778.91,12,5,120,0.0003588,0.0631946,-1.0000,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8773871,0.0157451,-9.5,154.3,786.74,12,5,120,0.0003167,0.0201142,-0.9930,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8773881,0.0158194,-3.0,207.4,786.93,12,5,120,0.0012334,0.0779676,-0.9930,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8773891,0.0679266,57.5,165.4,787.52,12,5,120,0.0076614,0.112789,-0.9930,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8773911,0.0065236,-26.7,205.3,788.76,12,5,120,0.0033129,0.507833,-0.6364,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8774291,0.0060873,21.4,166.0,794.36,12,5,120,0.0002432,0.039952,-0.9860,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8774311,0.0090284,-8.7,146.7,797.92,12,5,120,0.0005324,0.0589695,-1.0000,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8775751,0.0016419,-28.3,221.6,801.84,12,5,120,5.2e-05,0.0316706,-0.9231,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8775761,0.0172008,57.8,193.9,803.41,12,5,120,0.0003703,0.0215281,-1.0000,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8775771,0.0046231,-38.7,211.4,804.29,12,5,120,0.000207,0.0447752,-0.9441,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8775781,0.0079022,-3.8,175.5,807.8,12,95,575,0.048427,6.12829,0.5105,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8775791,0.0055668,-0.6,167.8,808.66,13,5,120,0.0010287,0.184792,-0.7582,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8775801,0.0140384,-13.7,213.9,811.04,12,95,575,0.0596237,4.24719,0.1818,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8776151,0.007392,-11.6,203.1,811.84,11,5,120,6.63e-05,0.00896916,-0.9182,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8776181,0.0022506,11.5,139.2,814.1,12,5,120,0.0002965,0.131743,-0.9930,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8776191,0.002588,-4.2,340.3,815.58,12,5,120,0.0002155,0.0832689,-0.8601,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8776201,0.02745,34.8,189.5,819.1,12,5,120,0.0019118,0.0696466,-0.9930,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8776241,0.0407676,-18.6,169.6,821.33,12,5,120,0.0017002,0.0417047,-1.0000,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8776251,0.0893753,-11.9,186.4,823.41,12,5,120,0.0017815,0.0199328,-1.0000,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8777201,1.46614,-7.9,174.3,825.29,12,5,120,0.0090058,0.00614252,-1.0000,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8777221,0.0146086,-4.1,206.1,826.66,12,5,120,0.0013579,0.0929521,-1.0000,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8777291,0.0969258,-8.5,178.1,836.86,12,5,120,0.0010143,0.0104647,-0.9720,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8777311,3.06681,-6.0,179.6,837.56,12,5,120,0.0079584,0.00259501,-1.0000,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8778201,0.0213825,19.7,206.9,851.57,13,5,120,0.0013563,0.0634304,-0.9890,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8778221,0.0071643,3.0,212.6,851.99,12,5,120,0.0009217,0.128652,-1.0000,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8779671,0.0017201,-0.5,179.8,857.01,13,5,120,5.6e-05,0.0325562,-0.9286,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8779701,0.0016833,-3.8,183.7,858.44,13,5,120,0.000114,0.0677241,-0.9725,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8779741,0.0447522,-13.4,211.3,867.34,12,5,120,0.0011671,0.0260792,-0.9301,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8782681,0.0007727,-2.3,150.2,443.53,12,5,120,0.0001668,0.215866,-0.9860,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8782691,0.0005186,26.1,200.3,599.83,13,5,120,6.98e-05,0.134593,-0.5495,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,A,CUBE8782701,0.0027848,25.9,148.2,705.9,12,5,120,0.000926,0.332519,0.0210,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1502,B,CUBE8782721,1.19203,-4.6,174.7,902.49,13,5,120,0.0046592,0.00390862,-0.8956,1,,mesure_experimentale
iodp_remanence_368_14606711,368,U1504,A,CUBE8786481,0.0117996,33.7,227.2,19.61,15,5,120,0.0005604,0.0474931,-0.9750,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1504,A,CUBE8786641,0.0181831,7.5,221.6,29.77,13,5,120,0.0012808,0.070439,-0.8901,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1504,A,CUBE8786871,0.0063013,-38.5,165.2,38.09,14,5,120,0.0010841,0.172044,-0.8593,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1504,A,CUBE8786991,0.0038184,-10.9,279.4,46.84,14,5,120,0.0008322,0.217945,0.0769,0,,mesure_experimentale
iodp_remanence_368_14606711,368,U1504,A,CUBE8787001,0.0046878,-19.7,220.2,49.78,14,5,120,0.0009233,0.196958,-0.6659,0,,mesure_experimentale
