age_ka_bp,temp_anomaly_C,sea_level_m,ice_volume_eurasia_sle,ice_volume_na_sle,ice_volume_total_sle,insolation_65N_jul_Wm2,eccentricity,obliquity_deg,precession,isotope_total
505.0,-6.2957,-52.316,-25.18,-19.896,-45.076,470.5,0.032752,23.403,-0.02929,0.6884
506.0,-6.2623,-57.954,-27.738,-22.196,-49.934,467.02,0.032302,23.31,-0.03184,0.7469
507.0,-6.7064,-62.41,-29.471,-24.48,-53.951,461.22,0.031811,23.214,-0.03156,0.7967
508.0,-7.192,-66.227,-30.461,-26.902,-57.363,453.64,0.031279,23.118,-0.02856,0.8361
509.0,-7.0734,-68.554,-30.885,-28.65,-59.535,444.98,0.030707,23.024,-0.02318,0.8717
510.0,-7.8238,-68.961,-30.647,-29.364,-60.010999999999996,435.98,0.030095,22.935,-0.016,0.8927
511.0,-7.7801,-68.573,-30.155,-29.599,-59.754000000000005,427.42,0.029445,22.851,-0.00773,0.9343
512.0,-8.1312,-67.183,-29.371,-29.223,-58.593999999999994,419.94,0.028758,22.776,0.00084,0.9557
513.0,-9.5152,-65.251,-28.392,-28.601,-56.992999999999995,414.09,0.028035,22.712,0.00892,0.9491
514.0,-10.485,-61.689,-27.053,-26.955,-54.007999999999996,410.23,0.027278,22.66,0.0158,0.9019
515.0,-9.3868,-58.134,-25.716,-25.109,-50.825,408.53,0.026489,22.623,0.02093,0.8429
516.0,-8.8961,-55.647,-24.657,-23.974,-48.631,408.98,0.025669,22.601,0.02396,0.8126
517.0,-8.7378,-53.031,-23.664,-22.617,-46.281000000000006,411.39,0.02482,22.596,0.02475,0.782
518.0,-8.1252,-51.294,-23.091,-21.632,-44.723,415.42,0.023946,22.609,0.02341,0.7663
519.0,-8.1459,-49.894,-22.616,-20.893,-43.509,420.64,0.02305,22.639,0.02023,0.7529
520.0,-8.5168,-47.875,-22.064,-19.721,-41.785,426.54,0.022133,22.687,0.01567,0.7106
521.0,-8.1422,-46.549,-21.625,-18.943,-40.568,432.62,0.021201,22.752,0.01027,0.6824
522.0,-7.2676,-45.799,-21.379,-18.49,-39.869,438.41,0.020257,22.833,0.00458,0.6677
523.0,-6.717,-45.716,-21.418,-18.323,-39.741,443.54,0.019306,22.927,-0.00088,0.6699
524.0,-7.3126,-45.777,-21.514,-18.283,-39.797,447.75,0.018354,23.033,-0.00567,0.6786
525.0,-7.2017,-45.851,-21.617,-18.237,-39.854,450.91,0.017408,23.149,-0.00949,0.6958
526.0,-6.9047,-46.414,-21.84,-18.467,-40.307,453.02,0.016474,23.271,-0.01219,0.723
527.0,-7.9946,-46.971,-22.119,-18.693,-40.812,454.18,0.015563,23.397,-0.01374,0.7345
528.0,-8.536,-47.394,-22.442,-18.733,-41.175,454.57,0.014686,23.524,-0.01424,0.7302
529.0,-8.0055,-48.457,-23.059,-18.978,-42.037000000000006,454.38,0.013854,23.648,-0.01385,0.7266
530.0,-7.5256,-51.071,-24.397,-19.731,-44.128,453.82,0.013084,23.766,-0.01281,0.742
531.0,-7.9674,-54.483,-26.11,-20.89,-47.0,453.07,0.012392,23.876,-0.01134,0.7622
532.0,-7.3003,-59.783,-28.508,-22.93,-51.438,452.22,0.011798,23.975,-0.00964,0.8253
533.0,-7.1905,-67.088,-31.163,-26.462,-57.625,451.35,0.011323,24.06,-0.00787,0.9198
534.0,-8.0665,-75.527,-33.771,-31.259,-65.03,450.43,0.010984,24.13,-0.00611,1.0426
535.0,-9.3788,-81.277,-35.523,-34.738,-70.261,449.43,0.010799,24.182,-0.00438,1.1368
536.0,-10.243,-85.711,-36.809,-37.462,-74.271,448.25,0.010778,24.215,-0.00265,1.2141
537.0,-11.215,-88.105,-37.607,-38.859,-76.46600000000001,446.83,0.010922,24.228,-0.00086,1.2652
538.0,-12.245,-88.903,-37.892,-39.396,-77.28800000000001,445.11,0.011226,24.22,0.00108,1.2745
539.0,-12.274,-89.357,-38.15,-39.556,-77.70599999999999,443.08,0.011676,24.192,0.00321,1.2804
540.0,-12.303,-89.529,-38.456,-39.402,-77.858,440.8,0.012255,24.144,0.00555,1.2719
541.0,-12.006,-89.24,-38.784,-38.906,-77.69,438.38,0.012943,24.077,0.00806,1.2597
542.0,-12.264,-88.843,-38.869,-38.363,-77.232,436.0,0.013721,23.993,0.01062,1.2388
543.0,-11.663,-89.535,-38.866,-38.964,-77.83,433.86,0.014571,23.892,0.01304,1.223
544.0,-11.294,-90.513,-39.031,-39.651,-78.682,432.21,0.015479,23.778,0.01507,1.2261
545.0,-11.046,-91.087,-39.141,-40.086,-79.227,431.24,0.01643,23.653,0.01643,1.2473
546.0,-10.726,-91.954,-39.417,-40.58,-79.997,431.15,0.017414,23.519,0.01684,1.2819
547.0,-11.607,-91.755,-39.55,-40.295,-79.845,432.03,0.018422,23.381,0.01605,1.3014
548.0,-12.54,-90.274,-39.38,-39.287,-78.667,433.89,0.019445,23.241,0.01391,1.2993
549.0,-12.307,-88.421,-39.212,-37.877,-77.089,436.6,0.020477,23.103,0.01038,1.293
550.0,-12.401,-86.595,-38.932,-36.534,-75.46600000000001,439.95,0.021512,22.97,0.00556,1.2865
551.0,-13.097,-84.489,-38.55,-35.099,-73.649,443.59,0.022546,22.846,-0.00028,1.2654
552.0,-13.035,-81.727,-38.056,-33.276,-71.332,447.09,0.023575,22.734,-0.00675,1.2229
553.0,-12.547,-79.368,-37.505,-31.735,-69.24000000000001,450.0,0.024595,22.637,-0.01329,1.1707
554.0,-12.517,-77.271,-36.907,-30.48,-67.387,451.86,0.025604,22.557,-0.01931,1.1233
555.0,-11.463,-75.372,-36.285,-29.371,-65.65599999999999,452.29,0.0266,22.496,-0.02417,1.0964
556.0,-10.461,-74.359,-35.985,-28.81,-64.795,451.02,0.027579,22.455,-0.02729,1.0937
557.0,-11.138,-72.417,-35.343,-27.849,-63.19200000000001,447.98,0.02854,22.436,-0.02824,1.0738
558.0,-11.765,-69.57,-33.814,-26.962,-60.775999999999996,443.29,0.029482,22.437,-0.02674,1.0134
559.0,-10.719,-67.027,-31.616,-26.876,-58.492000000000004,437.27,0.030403,22.46,-0.02275,0.9691
560.0,-9.6163,-64.733,-29.643,-26.876,-56.519000000000005,430.4,0.031302,22.503,-0.01648,0.9492
561.0,-9.483,-62.78,-27.901,-26.92,-54.821,423.3,0.032178,22.564,-0.00838,0.9453
562.0,-10.079,-59.901,-26.114,-26.295,-52.409000000000006,416.63,0.03303,22.641,0.00091,0.918
563.0,-10.204,-56.171,-24.128,-25.066,-49.194,411.07,0.033858,22.733,0.0106,0.8633
564.0,-9.6329,-52.523,-22.698,-23.325,-46.022999999999996,407.2,0.034661,22.837,0.01982,0.7955
565.0,-9.1662,-48.294,-21.197,-21.215,-42.412,405.51,0.035439,22.949,0.02773,0.7298
566.0,-8.2324,-44.1,-19.749,-18.956,-38.705,406.3,0.03619,23.067,0.03357,0.7097
567.0,-7.1331,-40.013,-18.432,-16.705,-35.137,409.71,0.036916,23.188,0.03675,0.7364
568.0,-8.2002,-35.934,-17.138,-14.507,-31.645000000000003,415.66,0.037616,23.309,0.03692,0.7537
569.0,-10.957,-29.986,-14.983,-11.673,-26.656,423.87,0.038289,23.428,0.03396,0.7226
570.0,-10.735,-24.062,-12.613,-8.6251,-21.2381,433.87,0.038936,23.542,0.02805,0.6506
571.0,-10.286,-21.017,-11.692,-6.8027,-18.4947,444.98,0.039556,23.649,0.01961,0.5645
572.0,-10.428,-18.411,-11.142,-5.1137,-16.255699999999997,456.42,0.04015,23.747,0.0093,0.4799
573.0,-8.0461,-15.393,-10.677,-2.8301,-13.5071,467.3,0.040718,23.834,-0.00206,0.391
574.0,-5.8734,-15.024,-10.595,-2.4639,-13.058900000000001,476.74,0.04126,23.908,-0.01355,0.3427
575.0,-6.0887,-15.188,-10.681,-2.4983,-13.1793,483.93,0.041776,23.97,-0.02421,0.2878
576.0,-4.8421,-15.731,-10.956,-2.6439,-13.5999,488.22,0.042266,24.017,-0.03315,0.2346
577.0,-2.648,-18.284,-12.183,-3.3799,-15.562899999999999,489.2,0.04273,24.05,-0.03959,0.2538
578.0,-2.1064,-23.419,-14.939,-4.831,-19.77,486.76,0.043168,24.069,-0.04294,0.3201
579.0,-2.472,-31.714,-18.888,-7.9382,-26.8262,481.07,0.043581,24.072,-0.04287,0.4319
580.0,-4.0277,-41.459,-22.852,-12.227,-35.079,472.62,0.043968,24.062,-0.03933,0.5686
581.0,-4.4995,-54.816,-27.08,-19.471,-46.551,462.11,0.044329,24.038,-0.03252,0.753
582.0,-5.9682,-65.725,-30.067,-26.402,-56.469,450.43,0.044665,24.0,-0.02296,0.9261
583.0,-8.7508,-70.093,-30.829,-30.05,-60.879000000000005,438.52,0.044975,23.951,-0.01137,1.0232
584.0,-10.199,-70.108,-30.308,-30.77,-61.078,427.33,0.04526,23.89,0.00132,1.0528
585.0,-10.961,-68.44,-29.034,-30.719,-59.753,417.72,0.045519,23.82,0.01408,1.0247
586.0,-11.387,-65.778,-27.596,-29.947,-57.543,410.41,0.045752,23.742,0.02584,0.9773
587.0,-10.565,-62.329,-26.088,-28.392,-54.480000000000004,405.9,0.045958,23.656,0.03562,0.9246
588.0,-9.3363,-59.82,-24.987,-27.29,-52.277,404.5,0.046138,23.566,0.04256,0.9006
589.0,-9.5707,-56.796,-23.772,-25.943,-49.715,406.28,0.046292,23.472,0.04602,0.8861
590.0,-9.8015,-53.064,-22.483,-23.978,-46.461,411.08,0.046418,23.376,0.04567,0.8547
591.0,-9.6437,-49.644,-21.383,-22.092,-43.474999999999994,418.47,0.046517,23.28,0.04148,0.8288
592.0,-9.7877,-46.207,-20.33,-20.117,-40.447,427.84,0.046587,23.186,0.03376,0.7893
593.0,-9.8334,-43.186,-19.444,-18.326,-37.769999999999996,438.37,0.04663,23.096,0.02314,0.7357
594.0,-9.3928,-40.992,-18.816,-16.982,-35.798,449.09,0.046643,23.011,0.01052,0.6919
595.0,-8.4578,-39.244,-18.462,-15.778,-34.24,458.99,0.046627,22.934,-0.00304,0.6536
596.0,-7.9422,-38.445,-18.31,-15.153,-33.463,467.09,0.046581,22.865,-0.01635,0.6535
597.0,-7.721,-38.092,-18.203,-14.917,-33.12,472.57,0.046504,22.806,-0.02824,0.6886
598.0,-7.713,-38.275,-18.222,-15.068,-33.29,474.83,0.046395,22.759,-0.03766,0.7461
599.0,-9.1134,-38.273,-18.199,-15.117,-33.316,473.62,0.046255,22.724,-0.04377,0.799
600.0,-10.872,-37.756,-18.081,-14.818,-32.899,469.04,0.046082,22.702,-0.04606,0.805
601.0,-11.302,-36.907,-17.896,-14.303,-32.199,461.54,0.045876,22.695,-0.04432,0.7725
602.0,-11.208,-35.637,-17.57,-13.556,-31.125999999999998,451.86,0.045637,22.701,-0.03874,0.7012
603.0,-10.373,-34.292,-17.214,-12.75,-29.964,440.93,0.045363,22.721,-0.02986,0.6232
604.0,-8.5822,-33.232,-16.742,-12.25,-28.992,429.79,0.045054,22.754,-0.01851,0.5785
605.0,-6.7958,-32.851,-16.583,-12.031,-28.613999999999997,419.43,0.04471,22.8,-0.00573,0.5727
606.0,-6.9203,-32.478,-16.457,-11.862,-28.319000000000003,410.78,0.044329,22.858,0.00732,0.5753
607.0,-7.6099,-31.536,-16.23,-11.325,-27.555,404.52,0.043913,22.926,0.01948,0.5479
608.0,-7.277,-29.964,-15.86,-10.378,-26.238,401.17,0.04346,23.003,0.02972,0.4808
609.0,-6.7213,-28.14,-15.449,-9.207,-24.656,400.97,0.04297,23.086,0.03718,0.3958
610.0,-5.2288,-26.696,-15.077,-8.2439,-23.3209,403.91,0.042442,23.175,0.04129,0.3224
611.0,-3.1135,-26.008,-14.951,-7.6865,-22.6375,409.75,0.041878,23.266,0.04181,0.289
612.0,-2.1323,-26.412,-15.075,-7.8276,-22.9026,418.02,0.041276,23.358,0.03881,0.2943
613.0,-2.1497,-27.18,-15.328,-8.2158,-23.543799999999997,428.05,0.040637,23.448,0.03268,0.3128
614.0,-2.4,-28.271,-15.697,-8.7506,-24.4476,439.03,0.03996,23.534,0.02405,0.3406
615.0,-2.6362,-29.904,-16.325,-9.5001,-25.8251,450.08,0.039247,23.614,0.01377,0.3854
616.0,-3.0002,-32.556,-17.271,-10.752,-28.023000000000003,460.31,0.038497,23.686,0.00277,0.4529
617.0,-3.7559,-36.855,-18.557,-13.039,-31.595999999999997,468.88,0.037711,23.749,-0.00799,0.5407
618.0,-5.0439,-43.647,-20.243,-16.951,-37.194,475.16,0.03689,23.801,-0.01763,0.6398
619.0,-6.2593,-52.415,-22.558,-22.199,-44.757000000000005,478.7,0.036034,23.84,-0.0254,0.7477
620.0,-6.9596,-62.482,-25.912,-27.53,-53.442,479.34,0.035145,23.867,-0.03075,0.867
621.0,-7.4663,-72.658,-28.98,-33.366,-62.346000000000004,477.19,0.034223,23.879,-0.03337,0.9992
622.0,-8.1856,-82.012,-31.7,-38.836,-70.536,472.59,0.03327,23.878,-0.03321,1.1377
623.0,-9.4306,-90.867,-34.262,-43.981,-78.243,466.09,0.032287,23.862,-0.03045,1.2785
624.0,-10.506,-100.19,-37.139,-49.295,-86.434,458.36,0.031277,23.833,-0.02547,1.4301
625.0,-11.889,-108.36,-39.082,-54.527,-93.60900000000001,450.1,0.03024,23.792,-0.01884,1.5648
626.0,-13.403,-114.79,-40.298,-59.1,-99.398,441.99,0.02918,23.739,-0.01121,1.6654
627.0,-14.661,-120.08,-41.101,-62.937,-104.038,434.64,0.028098,23.675,-0.00328,1.7336
628.0,-15.103,-124.06,-41.485,-66.123,-107.608,428.5,0.026999,23.604,0.00427,1.7847
629.0,-15.099,-126.37,-41.765,-68.028,-109.793,423.89,0.025884,23.525,0.01087,1.8265
630.0,-15.707,-127.57,-42.106,-68.802,-110.90800000000002,420.94,0.024758,23.443,0.01607,1.8429
631.0,-16.491,-127.17,-42.207,-68.519,-110.726,419.65,0.023626,23.358,0.01958,1.8255
632.0,-16.181,-125.61,-41.997,-67.407,-109.404,419.87,0.022491,23.274,0.02131,1.793
633.0,-15.395,-123.82,-41.806,-65.993,-107.79899999999999,421.36,0.021361,23.192,0.02132,1.7694
634.0,-15.405,-122.5,-41.693,-64.946,-106.639,423.77,0.020241,23.116,0.01983,1.753
635.0,-15.627,-120.7,-41.3,-63.838,-105.138,426.77,0.019141,23.046,0.01716,1.7288
636.0,-15.216,-119.01,-40.808,-62.803,-103.61099999999999,430.0,0.018069,22.986,0.01368,1.7016
637.0,-15.141,-117.27,-40.528,-61.635,-102.163,433.18,0.017036,22.936,0.0098,1.6803
638.0,-15.111,-115.66,-40.286,-60.409,-100.695,436.06,0.016056,22.899,0.00587,1.6765
639.0,-14.712,-113.91,-40.162,-59.023,-99.185,438.53,0.015145,22.874,0.00218,1.6824
640.0,-15.165,-112.27,-40.054,-57.752,-97.80600000000001,440.54,0.01432,22.863,-0.0011,1.6741
641.0,-16.394,-109.86,-39.532,-56.25,-95.782,442.11,0.013601,22.866,-0.00386,1.6202
642.0,-15.951,-106.65,-38.902,-54.075,-92.977,443.33,0.013009,22.882,-0.00612,1.5399
643.0,-14.382,-104.41,-38.487,-52.452,-90.939,444.31,0.012565,22.911,-0.00792,1.4879
644.0,-13.538,-103.43,-38.356,-51.639,-89.995,445.15,0.012286,22.952,-0.00937,1.4754
645.0,-13.329,-103.14,-38.36,-51.32,-89.68,445.89,0.012184,23.002,-0.01056,1.4841
646.0,-13.497,-103.15,-38.394,-51.288,-89.68199999999999,446.56,0.012263,23.062,-0.01156,1.5008
647.0,-13.924,-103.02,-38.493,-51.125,-89.618,447.1,0.012517,23.128,-0.01236,1.5107
648.0,-14.233,-102.81,-38.569,-50.857,-89.426,447.41,0.012934,23.198,-0.01293,1.5087
649.0,-14.358,-102.46,-38.601,-50.548,-89.149,447.35,0.013495,23.271,-0.01313,1.5066
650.0,-14.205,-102.09,-38.648,-50.148,-88.796,446.8,0.014178,23.345,-0.01282,1.5177
651.0,-14.038,-101.86,-38.803,-49.828,-88.631,445.63,0.014963,23.417,-0.01184,1.5403
652.0,-14.742,-101.42,-38.95,-49.282,-88.232,443.8,0.015829,23.485,-0.01004,1.5551
653.0,-15.526,-100.36,-38.976,-48.418,-87.394,441.32,0.016757,23.549,-0.00733,1.5413
654.0,-15.603,-98.731,-38.928,-47.041,-85.969,438.32,0.017733,23.605,-0.00372,1.4917
655.0,-15.285,-97.599,-38.801,-46.148,-84.94900000000001,435.0,0.018743,23.654,0.00068,1.4279
656.0,-14.343,-97.664,-38.5,-46.403,-84.90299999999999,431.66,0.019774,23.693,0.00565,1.3728
657.0,-12.902,-99.311,-38.368,-47.835,-86.203,428.65,0.020819,23.723,0.01084,1.3496
658.0,-11.809,-101.26,-38.52,-49.432,-87.952,426.33,0.021868,23.742,0.01584,1.3636
659.0,-11.693,-102.41,-38.804,-50.126,-88.93,425.03,0.022916,23.75,0.02017,1.3979
660.0,-11.828,-103.05,-39.152,-50.561,-89.713,425.05,0.023956,23.747,0.02335,1.4549
661.0,-12.605,-101.35,-39.309,-48.996,-88.305,426.56,0.024983,23.734,0.02495,1.4949
662.0,-13.882,-98.829,-38.917,-47.258,-86.17500000000001,429.62,0.025992,23.712,0.02466,1.4915
663.0,-15.436,-95.079,-37.95,-45.089,-83.039,434.13,0.026981,23.679,0.02228,1.4335
664.0,-15.017,-90.573,-36.639,-42.495,-79.134,439.82,0.027946,23.639,0.01784,1.3577
665.0,-13.224,-87.583,-36.042,-40.291,-76.333,446.29,0.028884,23.59,0.01154,1.3258
666.0,-13.041,-85.915,-35.826,-38.972,-74.798,452.98,0.029793,23.536,0.0038,1.3357
667.0,-13.639,-84.534,-35.629,-37.978,-73.607,459.25,0.03067,23.477,-0.0048,1.3443
668.0,-14.104,-83.24,-35.47,-36.995,-72.465,464.45,0.031514,23.414,-0.01353,1.3292
669.0,-14.643,-82.064,-35.186,-36.302,-71.488,467.94,0.032322,23.349,-0.02159,1.2959
670.0,-14.276,-80.824,-34.845,-35.547,-70.392,469.23,0.033095,23.283,-0.02821,1.2616
671.0,-13.099,-80.534,-34.572,-35.422,-69.994,467.99,0.033829,23.217,-0.0327,1.2514
672.0,-12.998,-81.738,-34.682,-36.255,-70.93700000000001,464.16,0.034524,23.154,-0.03451,1.2587
673.0,-13.519,-82.751,-34.749,-37.207,-71.956,457.93,0.03518,23.094,-0.03334,1.2498
674.0,-13.115,-83.16,-34.567,-37.79,-72.357,449.76,0.035796,23.039,-0.02916,1.2254
675.0,-12.479,-82.501,-34.383,-37.469,-71.852,440.32,0.03637,22.989,-0.02222,1.191
676.0,-12.089,-81.48,-34.076,-36.9,-70.976,430.41,0.036903,22.947,-0.01307,1.1425
677.0,-11.589,-79.391,-33.26,-36.085,-69.345,420.89,0.037395,22.912,-0.00246,1.0817
678.0,-10.581,-75.89,-31.587,-34.769,-66.356,412.59,0.037845,22.885,0.00865,1.0208
679.0,-9.3744,-72.137,-29.351,-33.78,-63.131,406.26,0.038253,22.868,0.01926,0.9786
680.0,-9.1889,-68.259,-26.895,-32.828,-59.723,402.44,0.038619,22.86,0.02837,0.9463
681.0,-9.3114,-64.182,-24.816,-31.337,-56.153,401.52,0.038944,22.862,0.0351,0.9158
682.0,-9.0018,-60.274,-23.126,-29.632,-52.758,403.61,0.039227,22.874,0.03879,0.8918
683.0,-9.0386,-55.959,-21.469,-27.602,-49.071,408.62,0.03947,22.896,0.03904,0.8748
684.0,-9.4775,-50.865,-19.584,-25.095,-44.679,416.17,0.039672,22.928,0.0358,0.8649
685.0,-9.6103,-45.619,-17.984,-22.111,-40.095,425.71,0.039834,22.969,0.02933,0.8629
686.0,-10.325,-40.646,-16.738,-19.035,-35.772999999999996,436.46,0.039957,23.018,0.02021,0.8506
687.0,-11.698,-34.964,-15.331,-15.57,-30.901,447.52,0.040041,23.075,0.00925,0.792
688.0,-12.162,-28.955,-13.65,-11.904,-25.554000000000002,457.94,0.040088,23.139,-0.00255,0.6831
689.0,-11.056,-25.414,-12.957,-9.3517,-22.3087,466.79,0.040097,23.209,-0.01412,0.5809
690.0,-9.3318,-23.39,-12.568,-7.8716,-20.4396,473.3,0.040069,23.282,-0.02443,0.5141
691.0,-7.4133,-22.614,-12.412,-7.2919,-19.7039,476.91,0.040007,23.359,-0.03257,0.4852
692.0,-6.8909,-22.56,-12.434,-7.1886,-19.6226,477.35,0.039909,23.436,-0.03782,0.4676
693.0,-7.0978,-22.505,-12.488,-7.1072,-19.5952,474.67,0.039778,23.514,-0.03976,0.4329
694.0,-6.4408,-22.599,-12.547,-7.0886,-19.6356,469.25,0.039615,23.59,-0.03826,0.3812
695.0,-5.4483,-23.104,-12.708,-7.3507,-20.0587,461.67,0.039419,23.662,-0.03349,0.3344
696.0,-4.2116,-24.087,-13.001,-7.8646,-20.8656,452.75,0.039193,23.729,-0.02592,0.311
697.0,-2.9618,-26.033,-13.548,-8.8907,-22.4387,443.36,0.038936,23.789,-0.01625,0.3208
698.0,-2.654,-28.742,-14.379,-10.386,-24.765,434.36,0.038651,23.841,-0.00535,0.3556
699.0,-3.0705,-32.031,-15.272,-12.339,-27.611,426.55,0.038337,23.883,0.00583,0.3973
700.0,-3.4464,-35.337,-15.951,-14.533,-30.484,420.57,0.037996,23.915,0.01631,0.4438
701.0,-3.7796,-38.54,-16.727,-16.549,-33.275999999999996,416.87,0.037629,23.935,0.02522,0.4938
702.0,-4.3092,-41.429,-17.4,-18.41,-35.81,415.71,0.037237,23.943,0.03184,0.5414
703.0,-5.0384,-43.652,-18.091,-19.729,-37.82,417.11,0.03682,23.937,0.03563,0.5828
704.0,-5.4819,-45.188,-18.621,-20.57,-39.191,420.91,0.036379,23.918,0.03635,0.6253
705.0,-5.786,-46.776,-19.181,-21.35,-40.531000000000006,426.72,0.035915,23.886,0.034,0.6747
706.0,-6.6076,-48.296,-19.867,-21.999,-41.866,434.0,0.035429,23.841,0.02884,0.722
707.0,-7.6214,-49.305,-20.552,-22.225,-42.777,442.06,0.034921,23.783,0.02138,0.7534
708.0,-8.1077,-50.335,-21.305,-22.333,-43.638,450.14,0.034392,23.714,0.0123,0.7687
709.0,-8.4531,-52.23,-22.427,-22.766,-45.193,457.47,0.033843,23.635,0.00244,0.7721
710.0,-8.5506,-54.851,-23.921,-23.529,-47.45,463.32,0.033274,23.547,-0.00734,0.7721
711.0,-7.9594,-59.055,-25.708,-25.119,-50.827,467.1,0.032686,23.452,-0.01618,0.7983
712.0,-7.1583,-66.359,-28.35,-28.619,-56.969,468.43,0.03208,23.353,-0.02333,0.8733
713.0,-7.3584,-74.64,-30.576,-33.6,-64.176,467.15,0.031455,23.251,-0.0282,0.9784
714.0,-8.2117,-83.832,-32.673,-39.439,-72.112,463.38,0.030812,23.149,-0.03042,1.1075
715.0,-8.9899,-93.095,-35.209,-45.018,-80.227,457.46,0.030153,23.049,-0.02986,1.252
716.0,-10.156,-100.78,-37.396,-49.794,-87.19,449.96,0.029476,22.954,-0.02665,1.3828
717.0,-12.175,-104.37,-38.942,-51.703,-90.64500000000001,441.57,0.028783,22.867,-0.02117,1.4578
718.0,-13.356,-105.02,-39.651,-51.725,-91.376,433.03,0.028075,22.789,-0.01402,1.4799
719.0,-13.692,-104.26,-39.778,-50.989,-90.767,425.08,0.02735,22.723,-0.00591,1.4754
720.0,-13.887,-102.82,-39.657,-49.987,-89.644,418.38,0.026611,22.671,0.00235,1.4551
721.0,-13.864,-100.15,-39.175,-48.246,-87.42099999999999,413.42,0.025857,22.633,0.00997,1.4179
722.0,-13.533,-96.412,-38.513,-45.701,-84.214,410.55,0.025089,22.612,0.01624,1.3689
723.0,-13.153,-91.429,-37.704,-42.293,-79.997,409.9,0.024308,22.608,0.02063,1.3073
724.0,-12.99,-84.996,-36.405,-38.093,-74.498,411.43,0.023513,22.62,0.0228,1.2246
725.0,-12.507,-78.512,-35.046,-33.741,-68.787,414.9,0.022707,22.65,0.02266,1.1398
726.0,-11.719,-72.791,-33.522,-30.202,-63.724000000000004,419.91,0.021888,22.694,0.02036,1.0689
727.0,-11.019,-68.212,-32.023,-27.607,-59.63,425.94,0.021059,22.754,0.01626,1.0132
728.0,-10.852,-64.736,-30.735,-25.791,-56.525999999999996,432.42,0.02022,22.826,0.01088,0.9657
729.0,-10.527,-62.296,-29.81,-24.502,-54.312,438.73,0.019372,22.91,0.00486,0.9241
730.0,-9.854,-60.696,-29.074,-23.805,-52.879000000000005,444.35,0.018517,23.002,-0.00115,0.8885
731.0,-9.5284,-59.805,-28.542,-23.508,-52.05,448.81,0.017655,23.101,-0.00653,0.8623
732.0,-9.1293,-59.468,-28.142,-23.535,-51.677,451.84,0.016789,23.203,-0.01078,0.854
733.0,-8.4621,-60.432,-28.375,-24.024,-52.399,453.32,0.01592,23.307,-0.01355,0.8756
734.0,-8.5195,-62.284,-28.988,-25.014,-54.001999999999995,453.32,0.01505,23.41,-0.01465,0.9187
735.0,-9.3329,-63.581,-29.381,-25.808,-55.189,452.06,0.014183,23.51,-0.01412,0.9531
736.0,-9.8624,-64.415,-29.558,-26.397,-55.955,449.9,0.013322,23.604,-0.01214,0.9718
737.0,-10.241,-64.943,-29.621,-26.834,-56.455,447.26,0.01247,23.691,-0.00905,0.972
738.0,-10.381,-65.309,-29.671,-27.118,-56.789,444.57,0.011632,23.769,-0.0053,0.9513
739.0,-10.132,-65.597,-29.617,-27.416,-57.033,442.23,0.010815,23.836,-0.00137,0.9235
740.0,-9.2907,-66.571,-29.483,-28.27,-57.753,440.56,0.010026,23.891,0.00226,0.9102
741.0,-8.4481,-69.299,-29.958,-29.998,-59.956,439.78,0.009274,23.934,0.00517,0.9374
742.0,-8.3682,-74.209,-31.246,-32.806,-64.05199999999999,439.95,0.008573,23.964,0.00706,1.0157
743.0,-8.5201,-80.866,-33.248,-36.526,-69.774,441.03,0.007935,23.98,0.00776,1.1361
744.0,-9.7542,-86.605,-34.79,-40.101,-74.89099999999999,442.84,0.007381,23.983,0.00724,1.2644
745.0,-11.632,-89.257,-35.598,-41.908,-77.506,445.08,0.00693,23.974,0.00566,1.3573
746.0,-13.267,-89.584,-36.08,-41.822,-77.902,447.42,0.006602,23.952,0.00327,1.3968
747.0,-14.525,-89.204,-36.203,-41.422,-77.625,449.47,0.006417,23.919,0.00045,1.3957
748.0,-14.895,-88.763,-36.133,-41.071,-77.20400000000001,450.88,0.006385,23.875,-0.00238,1.3752
749.0,-14.161,-88.719,-35.915,-41.237,-77.152,451.38,0.006505,23.821,-0.00482,1.3592
750.0,-13.814,-88.755,-35.906,-41.308,-77.214,450.78,0.006766,23.76,-0.00647,1.3367
751.0,-14.006,-88.407,-35.884,-41.057,-76.941,449.06,0.007149,23.692,-0.00709,1.3046
752.0,-13.283,-87.497,-35.715,-40.456,-76.171,446.33,0.00763,23.619,-0.00652,1.2888
753.0,-11.987,-87.448,-35.794,-40.233,-76.02699999999999,442.82,0.008187,23.541,-0.0048,1.3111
754.0,-12.579,-87.551,-35.908,-40.301,-76.209,438.9,0.008801,23.462,-0.0021,1.3375
755.0,-14.115,-86.048,-35.581,-39.481,-75.06200000000001,434.97,0.009456,23.381,0.00126,1.3164
756.0,-13.913,-83.356,-34.978,-37.785,-72.763,431.46,0.010137,23.301,0.00484,1.2549
757.0,-13.142,-80.33,-34.0,-36.15,-70.15,428.77,0.010835,23.223,0.00817,1.1828
758.0,-12.536,-76.499,-32.461,-34.458,-66.919,427.18,0.011541,23.149,0.01078,1.1123
759.0,-11.186,-72.206,-30.26,-32.925,-63.185,426.89,0.012247,23.079,0.01224,1.0615
760.0,-10.332,-68.09,-27.801,-31.731,-59.532,427.92,0.012949,23.014,0.01229,1.0295
761.0,-10.761,-63.951,-25.425,-30.568,-55.993,430.16,0.013641,22.956,0.0108,0.9974
