age_ka_bp,temp_anomaly_C,sea_level_m,ice_volume_eurasia_sle,ice_volume_na_sle,ice_volume_total_sle,insolation_65N_jul_Wm2,eccentricity,obliquity_deg,precession,isotope_total
1017.0,-6.3948,-32.672,-14.695,-13.753,-28.448,426.82,0.016334,22.847,0.01378,0.5467
1018.0,-6.1716,-32.485,-14.612,-13.661,-28.273,430.1,0.015877,22.898,0.01149,0.5688
1019.0,-7.0383,-31.92,-14.51,-13.306,-27.816,433.46,0.015614,22.961,0.00908,0.5668
1020.0,-7.4322,-31.257,-14.389,-12.84,-27.229,436.9,0.015558,23.034,0.00657,0.5177
1021.0,-7.4556,-30.352,-14.309,-12.17,-26.479,440.45,0.015714,23.114,0.0039,0.4416
1022.0,-5.8021,-29.92,-14.321,-11.682,-26.003,444.14,0.016076,23.2,0.00101,0.3886
1023.0,-3.3797,-30.843,-14.618,-12.03,-26.648,447.94,0.016631,23.288,-0.00216,0.4004
1024.0,-3.0864,-33.704,-15.44,-13.583,-29.023,451.77,0.017359,23.377,-0.00564,0.4693
1025.0,-4.1392,-36.676,-16.396,-15.27,-31.666,455.49,0.018237,23.463,-0.00938,0.5448
1026.0,-5.3313,-38.874,-17.259,-16.375,-33.634,458.86,0.019242,23.544,-0.01322,0.5993
1027.0,-6.5104,-40.827,-18.189,-17.154,-35.343,461.59,0.020352,23.619,-0.01694,0.6323
1028.0,-7.0957,-43.019,-19.43,-17.727,-37.157,463.38,0.021546,23.686,-0.02021,0.65
1029.0,-6.981,-46.921,-21.86,-18.568,-40.428,463.91,0.022806,23.742,-0.02266,0.6793
1030.0,-7.0,-51.498,-24.337,-20.004,-44.341,462.95,0.024117,23.788,-0.02391,0.7303
1031.0,-6.8682,-58.411,-27.284,-22.812,-50.096000000000004,460.36,0.025465,23.822,-0.02362,0.8122
1032.0,-7.2889,-66.789,-30.003,-27.497,-57.5,456.14,0.02684,23.843,-0.02154,0.9137
1033.0,-8.5974,-73.212,-32.001,-31.143,-63.144,450.48,0.02823,23.852,-0.01755,0.9964
1034.0,-8.8418,-80.008,-34.774,-34.312,-69.086,443.71,0.029628,23.848,-0.01172,1.0704
1035.0,-9.6243,-84.968,-36.943,-36.624,-73.56700000000001,436.33,0.031027,23.833,-0.0043,1.1255
1036.0,-10.195,-87.517,-38.398,-37.625,-76.023,428.94,0.03242,23.806,0.00425,1.1717
1037.0,-9.845,-88.998,-39.467,-37.867,-77.334,422.18,0.033801,23.769,0.01331,1.215
1038.0,-10.7,-88.904,-39.933,-37.509,-77.44200000000001,416.69,0.035166,23.722,0.02213,1.224
1039.0,-12.165,-87.026,-39.53,-36.431,-75.961,413.07,0.03651,23.667,0.02989,1.1744
1040.0,-11.665,-83.308,-38.198,-34.586,-72.78399999999999,411.74,0.037828,23.605,0.03577,1.0968
1041.0,-9.6911,-80.521,-37.257,-32.976,-70.233,413.01,0.039119,23.537,0.03907,1.0616
1042.0,-9.2,-78.789,-36.692,-31.96,-68.652,416.92,0.040377,23.465,0.03927,1.0694
1043.0,-9.7413,-76.544,-35.76,-30.993,-66.753,423.33,0.041601,23.39,0.03608,1.0809
1044.0,-10.274,-74.521,-35.063,-29.863,-64.926,431.82,0.042788,23.314,0.02955,1.0821
1045.0,-10.892,-72.613,-34.532,-28.787,-63.318999999999996,441.74,0.043935,23.238,0.02004,1.0708
1046.0,-11.261,-69.653,-33.622,-27.143,-60.765,452.23,0.04504,23.163,0.00821,1.0465
1047.0,-10.824,-67.334,-32.688,-25.992,-58.68000000000001,462.28,0.046102,23.091,-0.00499,1.0325
1048.0,-10.824,-66.303,-32.391,-25.291,-57.682,470.83,0.047118,23.023,-0.01839,1.0238
1049.0,-11.381,-65.82,-32.473,-24.803,-57.275999999999996,476.88,0.048086,22.961,-0.03079,1.0078
1050.0,-11.206,-65.493,-32.58,-24.369,-56.949,479.64,0.049006,22.905,-0.04096,0.9984
1051.0,-10.299,-66.126,-33.031,-24.406,-57.437,478.62,0.049877,22.856,-0.04786,1.0144
1052.0,-10.509,-67.536,-33.687,-24.954,-58.641,473.72,0.050696,22.815,-0.05069,1.0328
1053.0,-11.46,-68.315,-34.025,-25.398,-59.423,465.27,0.051464,22.784,-0.04905,1.0198
1054.0,-11.193,-68.839,-34.105,-25.76,-59.864999999999995,453.98,0.05218,22.762,-0.04291,0.9827
1055.0,-10.192,-69.769,-33.973,-26.633,-60.605999999999995,440.9,0.052842,22.75,-0.03271,0.9533
1056.0,-9.3677,-70.777,-33.377,-28.152,-61.529,427.23,0.053451,22.749,-0.01929,0.9449
1057.0,-8.6993,-69.859,-31.331,-29.7,-61.031,414.23,0.054005,22.759,-0.00382,0.9437
1058.0,-8.498,-66.42,-28.263,-29.993,-58.256,403.08,0.054506,22.781,0.01232,0.9438
1059.0,-9.0148,-59.575,-24.462,-28.143,-52.605000000000004,394.8,0.054952,22.814,0.02762,0.9204
1060.0,-9.6111,-49.629,-19.474,-24.667,-44.141000000000005,390.12,0.055344,22.858,0.04066,0.8597
1061.0,-10.339,-38.464,-14.187,-20.26,-34.447,389.51,0.055682,22.913,0.0502,0.7696
1062.0,-10.408,-27.334,-9.3393,-15.353,-24.6923,393.12,0.055967,22.978,0.05534,0.6655
1063.0,-9.9258,-17.734,-5.4133,-10.73,-16.1433,400.77,0.056197,23.052,0.05558,0.5587
1064.0,-9.7644,-9.8794,-2.3736,-6.7773,-9.1509,411.96,0.056375,23.135,0.05088,0.4372
1065.0,-9.2282,-3.9607,-0.5798,-3.2083,-3.7881,425.9,0.056501,23.225,0.04166,0.3123
1066.0,-7.0819,-1.3746,-0.1423,-1.1639,-1.3062,441.51,0.056574,23.32,0.02876,0.2236
1067.0,-4.9071,-0.2301,-0.1231,-0.1026,-0.2257,457.51,0.056596,23.419,0.01336,0.1691
1068.0,-3.9997,-0.1704,-0.1246,-0.0333,-0.1579,472.56,0.056568,23.52,-0.00317,0.1283
1069.0,-3.3258,-0.1754,-0.1292,-0.0323,-0.1615,485.33,0.056491,23.62,-0.01935,0.093
