lineage_id,cycle,mic,lag_time,growth_rate,survival,persister_fraction,fitness
W_ENDPOINT_AMK12p5_N0p25_R19,,2.0,,,,0.000581667,
W_ENDPOINT_AMK12p5_N0p25_R20,,2.0,,,,0.056527333,
W_ENDPOINT_AMK12p5_N0p5_R01,,2.0,,,,0.166,
W_ENDPOINT_AMK12p5_N0p5_R02,,2.0,,,,0.183211,
W_ENDPOINT_AMK12p5_N0p5_R03,,2.0,,,,0.135517,
W_ENDPOINT_AMK12p5_N0p5_R04,,8.0,,,,0.005178333,
W_ENDPOINT_AMK12p5_N0p5_R05,,8.0,,,,0.1148975,
W_ENDPOINT_AMK12p5_N0p5_R06,,2.0,,,,0.001163333,
W_ENDPOINT_AMK12p5_N0p5_R07,,4.0,,,,0.335494667,
W_ENDPOINT_AMK12p5_N0p5_R08,,4.0,,,,0.008899,
W_ENDPOINT_AMK12p5_N0p5_R09,,4.0,,,,0.202933667,
W_ENDPOINT_AMK12p5_N0p5_R10,,4.0,,,,0.016436667,
W_ENDPOINT_AMK12p5_N0p5_R11,,4.0,,,,0.061981333,
W_ENDPOINT_AMK12p5_N0p5_R12,,1.0,,,,0.000954333,
W_ENDPOINT_AMK12p5_N0p5_R13,,2.0,,,,0.020650333,
W_ENDPOINT_AMK12p5_N0p5_R14,,16.0,,,,0.210639667,
W_ENDPOINT_AMK12p5_N0p5_R15,,2.0,,,,0.286156,
W_ENDPOINT_AMK12p5_N0p5_R16,,2.0,,,,0.030479333,
W_ENDPOINT_AMK12p5_N0p5_R17,,2.0,,,,0.000651,
W_ENDPOINT_AMK12p5_N0p5_R18,,1.0,,,,0.268468667,
W_ENDPOINT_AMK12p5_N0p5_R19,,2.0,,,,0.021848,
W_ENDPOINT_AMK12p5_N0p8_R01,,8.0,,,,0.000274987,
W_ENDPOINT_AMK12p5_N0p8_R02,,1.0,,,,0.0010595,
W_ENDPOINT_AMK12p5_N0p8_R03,,2.0,,,,0.000590667,
W_ENDPOINT_AMK12p5_N0p8_R04,,32.0,,,,0.000219933,
W_ENDPOINT_AMK12p5_N0p8_R05,,4.0,,,,0.00169,
W_ENDPOINT_AMK12p5_N0p8_R06,,16.0,,,,0.0013855,
W_ENDPOINT_AMK12p5_N0p8_R07,,8.0,,,,0.002764333,
W_ENDPOINT_AMK12p5_N0p8_R08,,16.0,,,,0.000306833,
W_ENDPOINT_AMK12p5_N0p8_R09,,8.0,,,,0.000537667,
W_ENDPOINT_AMK12p5_N0p8_R10,,4.0,,,,0.000147368,
W_ENDPOINT_AMK12p5_N0p8_R11,,32.0,,,,0.0032819,
W_ENDPOINT_AMK12p5_N0p8_R12,,8.0,,,,0.0001042,
W_ENDPOINT_AMK12p5_N0p8_R13,,8.0,,,,0.0015,
W_ENDPOINT_AMK12p5_N0p8_R14,,32.0,,,,0.0023745,
W_ENDPOINT_AMK25p0_N0p25_R01,,1.0,,,,0.145875779,
W_ENDPOINT_AMK25p0_N0p25_R02,,2.0,,,,0.129555561,
W_ENDPOINT_AMK25p0_N0p25_R03,,2.0,,,,0.085255439,
W_ENDPOINT_AMK25p0_N0p25_R04,,4.0,,,,0.446377128,
W_ENDPOINT_AMK25p0_N0p25_R05,,8.0,,,,1.063833672,
W_ENDPOINT_AMK25p0_N0p5_R01,,1.0,,,,0.01289736,
W_ENDPOINT_AMK25p0_N0p5_R02,,8.0,,,,0.535340611,
W_ENDPOINT_AMK25p0_N0p5_R03,,16.0,,,,0.079682607,
W_ENDPOINT_AMK25p0_N0p5_R04,,16.0,,,,0.163727778,
W_ENDPOINT_AMK25p0_N0p5_R05,,0.5,,,,0.071968376,
W_ENDPOINT_AMK25p0_N0p5_R06,,4.0,,,,0.122571618,
W_ENDPOINT_AMK25p0_N0p5_R07,,8.0,,,,0.168385439,
W_ENDPOINT_AMK25p0_N0p5_R08,,8.0,,,,0.257477707,
W_ENDPOINT_AMK25p0_N0p5_R09,,8.0,,,,0.09346779,
W_ENDPOINT_AMK25p0_N0p5_R10,,8.0,,,,0.020359059,
W_ENDPOINT_AMK25p0_N0p5_R11,,16.0,,,,0.275759056,
W_ENDPOINT_AMK25p0_N0p5_R12,,8.0,,,,0.198496747,
W_ENDPOINT_AMK25p0_N0p5_R13,,8.0,,,,0.085390909,
W_ENDPOINT_AMK25p0_N0p5_R14,,8.0,,,,0.05644304,
W_ENDPOINT_AMK25p0_N0p5_R15,,2.0,,,,0.008008368,
W_ENDPOINT_AMK25p0_N0p5_R16,,4.0,,,,0.077664451,
W_ENDPOINT_AMK25p0_N0p5_R17,,2.0,,,,0.015653383,
W_ENDPOINT_AMK25p0_N0p5_R18,,4.0,,,,0.178652308,
W_ENDPOINT_AMK25p0_N0p5_R19,,4.0,,,,0.18141051,
W_ENDPOINT_AMK25p0_N0p5_R20,,16.0,,,,0.466104874,
W_ENDPOINT_AMK25p0_N0p5_R21,,8.0,,,,0.019616285,
W_ENDPOINT_AMK25p0_N0p5_R22,,2.0,,,,0.442105898,
W_ENDPOINT_AMK25p0_N0p5_R23,,8.0,,,,0.124293053,
W_ENDPOINT_AMK25p0_N0p5_R24,,4.0,,,,0.206734554,
W_ENDPOINT_AMK25p0_N0p8_R01,,32.0,,,,0.000241467,
W_ENDPOINT_AMK25p0_N0p8_R02,,64.0,,,,0.000674,
W_ENDPOINT_AMK50p0_N0p25_R01,,4.0,,,,0.016179433,
W_ENDPOINT_AMK50p0_N0p25_R02,,4.0,,,,0.218537333,
W_ENDPOINT_AMK50p0_N0p25_R03,,4.0,,,,0.264102333,
W_ENDPOINT_AMK50p0_N0p25_R04,,8.0,,,,0.278980333,
W_ENDPOINT_AMK50p0_N0p25_R05,,8.0,,,,0.023650667,
W_ENDPOINT_AMK50p0_N0p25_R06,,8.0,,,,0.208388,
W_ENDPOINT_AMK50p0_N0p25_R07,,4.0,,,,0.104623,
W_ENDPOINT_AMK50p0_N0p25_R08,,8.0,,,,0.605417667,
W_ENDPOINT_AMK50p0_N0p25_R09,,16.0,,,,0.350261,
W_ENDPOINT_AMK50p0_N0p25_R10,,16.0,,,,0.204675667,
W_ENDPOINT_AMK50p0_N0p25_R11,,2.0,,,,0.335331667,
W_ENDPOINT_AMK50p0_N0p25_R12,,8.0,,,,0.06663,
W_ENDPOINT_AMK50p0_N0p25_R13,,2.0,,,,0.401882667,
W_ENDPOINT_AMK50p0_N0p25_R14,,4.0,,,,0.291763333,
W_ENDPOINT_AMK50p0_N0p25_R15,,4.0,,,,0.444836667,
W_ENDPOINT_AMK50p0_N0p25_R16,,4.0,,,,0.098728,
W_ENDPOINT_AMK50p0_N0p25_R17,,2.0,,,,0.274153667,
W_ENDPOINT_AMK50p0_N0p25_R18,,4.0,,,,0.414069,
W_ENDPOINT_AMK50p0_N0p25_R19,,8.0,,,,0.209523,
W_ENDPOINT_AMK50p0_N0p25_R20,,1.0,,,,0.027337667,
W_ENDPOINT_AMK50p0_N0p25_R21,,2.0,,,,0.224552,
W_ENDPOINT_AMK50p0_N0p5_R01,,16.0,,,,0.263474624,
W_ENDPOINT_AMK50p0_N0p5_R02,,8.0,,,,0.002298066,
W_ENDPOINT_AMK50p0_N0p5_R03,,16.0,,,,0.613310058,
W_ENDPOINT_AMK50p0_N0p5_R04,,8.0,,,,0.000674545,
W_ENDPOINT_AMK50p0_N0p5_R05,,32.0,,,,0.000628485,
W_ENDPOINT_AMK50p0_N0p5_R06,,4.0,,,,0.221892658,
W_ENDPOINT_AMK50p0_N0p5_R07,,8.0,,,,0.000380067,
W_ENDPOINT_AMK50p0_N0p5_R08,,8.0,,,,0.013342796,
W_ENDPOINT_AMK50p0_N0p5_R09,,8.0,,,,0.646218966,
W_ENDPOINT_AMK50p0_N0p5_R10,,8.0,,,,0.224049775,
W_ENDPOINT_AMK100p0_N0p25_R01,,4.0,,,,6.77e-05,
W_ENDPOINT_AMK100p0_N0p25_R02,,16.0,,,,0.396884313,
W_ENDPOINT_AMK100p0_N0p25_R03,,8.0,,,,0.082878457,
W_ENDPOINT_AMK100p0_N0p25_R04,,8.0,,,,0.016906541,
W_ENDPOINT_AMK100p0_N0p25_R05,,8.0,,,,0.000181421,
W_ENDPOINT_AMK100p0_N0p25_R06,,16.0,,,,0.004375607,
W_ENDPOINT_AMK100p0_N0p25_R07,,16.0,,,,0.001025439,
W_ENDPOINT_AMK100p0_N0p25_R08,,32.0,,,,0.537934641,
W_ENDPOINT_AMK100p0_N0p25_R09,,16.0,,,,0.182346873,
W_ENDPOINT_AMK100p0_N0p25_R10,,8.0,,,,0.006645695,
W_ENDPOINT_AMK100p0_N0p25_R11,,4.0,,,,0.002336609,
