planet_name,host_name,discovery_method,discovery_year,orbital_period_days,radius_earth,mass_earth,density_g_cm3,equilibrium_temperature_k,stellar_teff_k,stellar_radius_solar,stellar_mass_solar,system_planet_count,parameter_reference,discovery_reference,archive_row_update
WASP-10 b,WASP-10,Transit,2008,3.0927616,12.106,1001.12,4.14,1370.0,4675.0,0.698,0.75,1,<a refstr=JOHNSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...692L.100J/abstract target=ref> Johnson et al. 2009 </a>,<a refstr=CHRISTIAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1585C/abstract target=ref> Christian et al. 2009 </a>,2014-05-14
WASP-11 b,WASP-11,Transit,2008,3.72247,12.44199,251.0857,,,4800.0,0.89,1.42,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=WEST_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...502..395W/abstract target=ref> West et al. 2009 </a>,2018-04-25
WASP-12 b,WASP-12,Transit,2008,1.091418901,22.02564708,,,,6265.0,1.69,1.325,1,<a refstr=LEONARDI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A..84L/abstract target=ref>Leonardi et al. 2024</a>,<a refstr=HEBB_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1920H/abstract target=ref> Hebb et al. 2009 </a>,2025-02-12
WASP-13 b,WASP-13,Transit,2009,4.35301,13.67498,114.4188,,,5950.0,1.37,0.72,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=SKILLEN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...502..391S/abstract target=ref> Skillen et al. 2009 </a>,2018-04-25
WASP-14 b,WASP-14,Transit,2008,2.24375,15.46842,2809.6172,,,6475.0,1.4,1.62,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=JOSHI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1532J/abstract target=ref> Joshi et al. 2009 </a>,2018-04-25
WASP-15 b,WASP-15,Transit,2009,3.7521,15.80469,171.6282,,,6300.0,1.48,1.18,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=WEST_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009AJ....137.4834W/abstract target=ref> West et al. 2009 </a>,2018-04-25
WASP-16 b,WASP-16,Transit,2009,3.1186,13.67498,394.1092,,,5700.0,1.14,1.78,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=LISTER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...703..752L/abstract target=ref> Lister et al. 2009 </a>,2018-04-25
WASP-17 b,WASP-17,Transit,2009,3.73543,20.96083,247.9074,,,6550.0,1.49,2.28,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=ANDERSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...709..159A/abstract target=ref> Anderson et al. 2010 </a>,2018-04-25
WASP-18 b,WASP-18,Transit,2009,0.94145223,13.89913607,3241.8497514,6.6,2429.0,6432.0,1.319,1.294,1,<a refstr=CORT_EACUTE_S_ZULETA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..98C/abstract target=ref>Cort&eacute;s-Zuleta et al. 2020</a>,<a refstr=HELLIER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009Natur.460.1098H/abstract target=ref> Hellier et al. 2009 </a>,2022-01-31
WASP-19 b,WASP-19,Transit,2009,0.78883852,15.86070769,366.77398168,0.506,2113.0,5616.0,1.006,0.965,1,<a refstr=CORT_EACUTE_S_ZULETA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..98C/abstract target=ref>Cort&eacute;s-Zuleta et al. 2020</a>,<a refstr=HEBB_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708..224H/abstract target=ref> Hebb et al. 2010 </a>,2022-01-31
WASP-1 b,WASP-1,Transit,2007,2.5199454,16.623,271.415,0.348,,,1.47,1.24,1,<a refstr=MACIEJEWSKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AcA....64...27M/abstract target=ref> Maciejewski et al. 2014</a>,<a refstr=COLLIER_CAMERON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007MNRAS.375..951C/abstract target=ref> Collier Cameron et al. 2007 </a>,2014-05-14
Kepler-747 b,Kepler-747,Transit,2016,35.61760587,5.27,,,,5096.0,0.78,0.82,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
WASP-21 b,WASP-21,Transit,2010,4.322482,11.99,95.345,0.32,,,,,1,<a refstr=BOUCHY_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1006.2605B/abstract target=ref> Bouchy et al. 2010 </a>,<a refstr=BOUCHY_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1006.2605B/abstract target=ref> Bouchy et al. 2010 </a>,2014-05-14
WASP-22 b,WASP-22,Transit,2010,3.53269,13.78707,212.9461,,,6000.0,1.24,1.46,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=MAXTED_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010AJ....140.2007M/abstract target=ref> Maxted et al. 2010 </a>,2018-04-25
WASP-24 b,WASP-24,Transit,2010,2.34121,15.46842,394.1092,,,6075.0,1.42,1.43,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STREET_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...720..337S/abstract target=ref> Street et al. 2010 </a>,2018-04-25
WASP-25 b,WASP-25,Transit,2010,3.7648337,13.80946422,179.25522155,0.399185,1217.0,5697.0,0.884,0.962,1,<a refstr=MCGRUDER_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...944L..56M/abstract target=ref>McGruder et al. 2023</a>,<a refstr=ENOCH_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1009.5917E/abstract target=ref> Enoch et al. 2010 </a>,2025-10-09
WASP-26 b,WASP-26,Transit,2010,2.7566,13.56289,270.1555,,,6034.0,1.22,0.86,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=SMALLEY_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...520A..56S/abstract target=ref>Smalley et al. 2010</a>,2018-04-25
WASP-28 b,WASP-28,Transit,2014,3.40883495,13.66374747,282.54945382,0.651163,1456.0,,1.083,0.993,1,<a refstr=MO__X10D_NIK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020PASP..132a4401M/abstract target=ref>Mo&#x10D;nik et al. 2020</a>,<a refstr=PETRUCCI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1389P/abstract target=ref>Petrucci et al. 2015</a>,2022-02-22
WASP-29 b,WASP-29,Transit,2010,3.92273,8.63093,73.1009,,,4800.0,0.79,0.77,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=HELLIER_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...723L..60H/abstract target=ref> Hellier et al. 2010</a>,2018-04-25
WASP-2 b,WASP-2,Transit,2007,2.152175,12.116929,295.89973,0.914,1311.0,5180.0,0.866,0.895,1,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,<a refstr=COLLIER_CAMERON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007MNRAS.375..951C/abstract target=ref> Collier Cameron et al. 2007 </a>,2019-09-23
WASP-31 b,WASP-31,Transit,2010,3.4059096,17.363,151.916,0.172,,6302.0,1.252,1.163,1,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...531A..60A/abstract target=ref> Anderson et al. 2011</a>,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...531A..60A/abstract target=ref> Anderson et al. 2011</a>,2014-05-14
WASP-32 b,WASP-32,Transit,2010,2.71866,10.76064,835.8929,,,6140.0,0.95,0.72,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=MAXTED_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1010.1742M/abstract target=ref> Maxted et al. 2010 </a>,2018-04-25
WASP-33 b,WASP-33,Transit,2010,1.21987,17.855937,665.21819,0.689,2781.7,7430.0,1.444,1.495,1,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,<a refstr=COLLIER_CAMERON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.407..507C/abstract target=ref> Collier Cameron et al. 2010 </a>,2019-07-08
WASP-34 b,WASP-34,Transit,2010,4.31768,11.209,177.9848,,,5700.0,0.91,0.96,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=SMALLEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1012.2278S/abstract target=ref> Smalley et al. 2011 </a>,2018-04-25
WASP-35 b,WASP-35,Transit,2011,3.16158,14.5717,225.6593,,,5990.0,1.08,1.05,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=ENOCH_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.2827E/abstract target=ref> Enoch et al. 2011 </a>,2018-04-25
WASP-36 b,WASP-36,Transit,2011,1.53736596,14.874343,750.39663,1.26,1733.0,5959.0,0.985,1.081,1,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459.1393M/abstract target=ref>Mancini et al. 2016</a>,<a refstr=SMITH_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....143...81S/abstract target=ref> Smith et al. 2012</a>,2016-04-05
WASP-37 b,WASP-37,Transit,2010,3.577469,13.002,572.07,1.53,,5800.0,1.003,0.925,1,<a refstr=SIMPSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3096S/abstract target=ref> Simpson et al. 2010 </a>,<a refstr=SIMPSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3096S/abstract target=ref> Simpson et al. 2010 </a>,2014-05-14
WASP-38 b,WASP-38,Transit,2010,6.87188,13.78707,1093.3352,,,6180.0,1.52,1.76,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=BARROS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1010.0849B/abstract target=ref> Barros et al. 2010 </a>,2018-04-25
WASP-39 b,WASP-39,Transit,2011,4.0552941,14.336311,89.31023,0.167,1166.0,5485.0,0.939,0.913,1,<a refstr=MANCINI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..41M/abstract target=ref>Mancini et al. 2018</a>,<a refstr=FAEDI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1102.1375F/abstract target=ref> Faedi et al. 2011 </a>,2019-11-27
WASP-3 b,WASP-3,Transit,2007,1.84683,15.91678,772.3269,,,6400.0,1.44,1.62,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=POLLACCO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008MNRAS.385.1576P/abstract target=ref> Pollacco et al. 2008 </a>,2019-04-01
WASP-41 b,WASP-41,Transit,2011,3.0524,12.3299,270.1555,,,5545.0,0.83,0.81,2,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=MAXTED_ET_AL_2011 href=https://ui.adsabs.harvard.edu/abs/2011PASP..123..547M/abstract target=ref>Maxted et al. 2011</a>,2018-04-25
WASP-43 b,WASP-43,Transit,2011,0.813475,10.424,565.714,2.939,,4400.0,0.6,0.58,1,<a refstr=HELLIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.2823H/abstract target=ref> Hellier et al. 2011 </a>,<a refstr=HELLIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.2823H/abstract target=ref> Hellier et al. 2011 </a>,2014-05-14
WASP-44 b,WASP-44,Transit,2011,2.423804,12.3299,276.5121,0.811,1337.0,5420.0,0.906,0.935,1,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1105.3179A/abstract target=ref> Anderson et al. 2011 </a>,2019-09-20
WASP-45 b,WASP-45,Transit,2011,3.126089,10.603714,306.38812,1.418,1153.0,5150.0,0.855,0.85,1,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1105.3179A/abstract target=ref> Anderson et al. 2011 </a>,2019-09-20
WASP-46 b,WASP-46,Transit,2011,1.43036763,13.159366,607.0553,1.467,1636.0,5600.0,0.858,0.828,1,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.456..990C/abstract target=ref>Ciceri et al. 2016</a>,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1105.3179A/abstract target=ref> Anderson et al. 2011 </a>,2015-12-02
WASP-48 b,WASP-48,Transit,2011,2.14363,16.8135,254.264,,,5920.0,1.58,0.88,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=ENOCH_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.2827E/abstract target=ref> Enoch et al. 2011 </a>,2018-04-25
WASP-4 b,WASP-4,Transit,2007,1.338230994,15.12091496,381.3940884,0.647184,1653.0,,0.912,0.899,1,<a refstr=BA_AMP__351_T_AMP_UUML_RK_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.541..714B/abstract target=ref>Ba&#351;t&uuml;rk et al. 2025</a>,<a refstr=WILSON_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675L.113W/abstract target=ref> Wilson et al. 2008 </a>,2025-08-28
WASP-50 b,WASP-50,Transit,2011,1.9551,13.069694,466.828704,1.325,1394.84,5400.0,0.843,0.892,1,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,<a refstr=GILLON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1108.2641G/abstract target=ref> Gillon et al. 2011 </a>,2019-07-08
WASP-5 b,WASP-5,Transit,2008,1.6284279,12.184,502.15,1.64,1706.0,5700.0,1.029,0.96,1,<a refstr=GILLON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..259G/abstract target=ref> Gillon et al. 2009 </a>,<a refstr=ANDERSON_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008MNRAS.387L...4A/abstract target=ref> Anderson et al. 2008 </a>,2014-10-29
WASP-6 b,WASP-6,Transit,2009,3.3610026,12.5428494,148.42586607,0.440298,1167.0,5438.0,0.79,0.854,1,<a refstr=MCGRUDER_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...944L..56M/abstract target=ref>McGruder et al. 2023</a>,<a refstr=GILLON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...501..785G/abstract target=ref> Gillon et al. 2009 </a>,2025-10-09
WASP-7 b,WASP-7,Transit,2008,4.9546416,14.90797,305.1168,0.55,1487.0,6400.0,1.432,1.276,1,<a refstr=SOUTHWORTH_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...527A...8S/abstract target=ref> Southworth et al. 2011 </a>,<a refstr=HELLIER_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L..89H/abstract target=ref> Hellier et al. 2008 </a>,2018-05-14
WASP-8 b,WASP-8,Transit,2010,8.15872,12.66617,807.2882,,,5600.0,1.03,1.34,2,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=QUELOZ_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...517L...1Q/abstract target=ref> Queloz et al. 2010 </a>,2018-10-24
XO-1 b,XO-1,Transit,2006,3.94153,12.77826,263.7989,,,5750.0,0.88,0.88,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=MCCULLOUGH_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...648.1228M/abstract target=ref> McCullough et al. 2006 </a>,2018-04-25
XO-2 N b,XO-2 N,Transit,2007,2.61585906,,188.79007376,,,5290.0,0.998,0.96,4,<a refstr=RUGGIERI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.116R/abstract target=ref>Ruggieri et al. 2024</a>,<a refstr=BURKE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...671.2115B/abstract target=ref> Burke et al. 2007 </a>,2026-05-21
XO-3 b,XO-3,Transit,2007,3.19152309,14.79585452,4217.58296089,7.16,1890.0,6970.0,1.523,1.449,1,<a refstr=RUSZNAK_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...983L..42R/abstract target=ref>Rusznak et al. 2025</a>,<a refstr=JOHNS_KRULL_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677..657J/abstract target=ref>Johns-Krull et al. 2008</a>,2026-02-26
XO-4 b,XO-4,Transit,2010,4.12508,14.01125,451.3186,,,6397.0,1.45,1.1,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,2018-04-25
XO-5 b,XO-5,Transit,2008,4.1877558,12.78,378.2,1.06,1230.0,5430.0,1.13,1.04,1,<a refstr=SMITH_2015 href=https://ui.adsabs.harvard.edu/abs/2015AcA....65..117S/abstract target=ref>Smith 2015</a>,<a refstr=BURKE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...686.1331B/abstract target=ref> Burke et al. 2008 </a>,2015-02-12
11 Com b,11 Com,Radial Velocity,2007,323.21,,4914.89848585,,,4874.0,13.76,2.09,1,<a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>,<a refstr=LIU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...672..553L/abstract target=ref> Liu et al. 2008 </a>,2023-09-19
alf Ari b,alf Ari,Radial Velocity,2010,380.8,,572.07,,,4553.0,13.9,1.5,1,<a refstr=LEE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...529A.134L/abstract target=ref> Lee et al. 2011 </a>,<a refstr=LEE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...529A.134L/abstract target=ref> Lee et al. 2011 </a>,2019-01-28
CoRoT-16 b,CoRoT-16,Transit,2011,5.35227,13.11,170.032,0.44,,5650.0,1.19,1.098,1,<a refstr=OLLIVIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...541A.149O/abstract target=ref> Ollivier et al. 2012 </a>,<a refstr=OLLIVIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...541A.149O/abstract target=ref> Ollivier et al. 2012 </a>,2014-05-14
FU Tau b,FU Tau,Imaging,2008,,,5085.28,,2375.0,2838.0,,0.05,1,<a refstr=LUHMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691.1265L/abstract target=ref> Luhman et al. 2009 </a>,<a refstr=LUHMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691.1265L/abstract target=ref> Luhman et al. 2009 </a>,2016-03-09
HD 106515 A b,HD 106515 A,Radial Velocity,2012,3626.0,,6006.9568923,,,,,0.89,1,<a refstr=LI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..266L/abstract target=ref>Li et al. 2021</a>,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,2022-06-27
HD 166724 b,HD 166724,Radial Velocity,2012,5144.0,,1121.89,,,5127.0,,0.81,1,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,2014-05-14
HD 180314 b,HD 180314,Radial Velocity,2010,394.73,,7216.92963775,,,4917.0,9.2,2.6,1,<a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>,<a refstr=SATO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010PASJ...62.1063S/abstract target=ref> Sato et al. 2010 </a>,2023-09-19
HD 196067 b,HD 196067,Radial Velocity,2012,3413.7,,3623.2438398,,,6072.0,1.71,1.16,2,<a refstr=DELISLE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...703A..78D/abstract target=ref>Delisle et al. 2025</a>,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,2025-10-30
HD 220689 b,HD 220689,Radial Velocity,2012,2266.4,,355.33394,,,5921.0,1.068,1.016,1,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,2019-06-24
HD 27631 b,HD 27631,Radial Velocity,2012,2198.14,,474.83802,,,5737.0,0.923,0.944,1,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,2019-06-24
HD 38283 b,HD 38283,Radial Velocity,2010,363.20001,,127.132,,,5981.0,1.49,1.37,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=TINNEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...732...31T/abstract target=ref> Tinney et al. 2011 </a>,2018-09-04
HD 65216 c,HD 65216,Radial Velocity,2013,5370.0,,645.1949,,,5612.0,,0.874,2,<a refstr=WITTENMYER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5859W/abstract target=ref>Wittenmyer et al. 2019</a>,<a refstr=WITTENMYER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJS..208....2W/abstract target=ref> Wittenmyer et al. 2013 </a>,2019-03-11
HD 98649 b,HD 98649,Radial Velocity,2012,5384.0,,3082.9355479,,,,,0.97,1,<a refstr=LI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..266L/abstract target=ref>Li et al. 2021</a>,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,2022-06-27
HIP 5158 c,HIP 5158,Radial Velocity,2011,9017.76,,4780.1632,,,4813.0,0.754089,0.78,2,<a refstr=FEROZ_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.416L.104F/abstract target=ref> Feroz et al. 2011 </a>,<a refstr=FEROZ_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.416L.104F/abstract target=ref> Feroz et al. 2011 </a>,2015-09-08
Kepler-471 b,Kepler-471,Transit,2016,5.014234575,14.96,,,,6733.0,1.8,1.49,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
HN Peg b,HN Peg,Imaging,2006,,11.7768,6991.57,,,,,,1,<a refstr=LUHMAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..570L/abstract target=ref> Luhman et al. 2007 </a>,<a refstr=LUHMAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..570L/abstract target=ref> Luhman et al. 2007 </a>,2014-05-14
