planet_name,host_name,discovery_method,discovery_year,orbital_period_days,radius_earth,mass_earth,density_g_cm3,equilibrium_temperature_k,stellar_teff_k,stellar_radius_solar,stellar_mass_solar,system_planet_count,parameter_reference,discovery_reference,archive_row_update
HU Aqr AB b,HU Aqr,Eclipse Timing Variations,2011,2390.0,,1875.197,,,,,0.88,2,<a refstr=QIAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.414L..16Q/abstract target=ref> Qian et al. 2011 </a>,<a refstr=QIAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.414L..16Q/abstract target=ref> Qian et al. 2011 </a>,2019-10-18
HU Aqr AB c,HU Aqr,Eclipse Timing Variations,2011,4368.0,,1430.235,,,,,0.88,2,<a refstr=QIAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.414L..16Q/abstract target=ref> Qian et al. 2011 </a>,<a refstr=QIAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.414L..16Q/abstract target=ref> Qian et al. 2011 </a>,2019-10-18
LkCa 15 b,LkCa 15,Imaging,2015,,,,,,4194.0,1.60711,,2,<a refstr=SALLUM_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Natur.527..342S/abstract target=ref>Sallum et al. 2015</a>,<a refstr=SALLUM_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Natur.527..342S/abstract target=ref>Sallum et al. 2015</a>,2015-12-02
NN Ser c,NN Ser,Eclipse Timing Variations,2010,6987.0,,3086.11383197,,,,,0.535,2,<a refstr=_OUML_ZD_OUML_NMEZ_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.526.4725O/abstract target=ref>&Ouml;zd&ouml;nmez et al. 2023</a>,<a refstr=BEUERMANN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...521L..60B/abstract target=ref> Beuermann et al. 2010 </a>,2025-12-18
NN Ser d,NN Ser,Eclipse Timing Variations,2010,2880.0,,696.04421133,,,,,0.535,2,<a refstr=_OUML_ZD_OUML_NMEZ_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.526.4725O/abstract target=ref>&Ouml;zd&ouml;nmez et al. 2023</a>,<a refstr=BEUERMANN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...521L..60B/abstract target=ref> Beuermann et al. 2010 </a>,2025-12-18
nu Oph b,nu Oph,Radial Velocity,2012,529.93,,6848.56651404,,,4887.0,12.24,2.61,2,<a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64..135S/abstract target=ref> Sato et al. 2012 </a>,2023-09-19
nu Oph c,nu Oph,Radial Velocity,2012,3180.6,,7530.30844705,,,4887.0,12.24,2.61,2,<a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64..135S/abstract target=ref> Sato et al. 2012 </a>,2023-09-19
NY Vir b,NY Vir,Eclipse Timing Variations,2011,3160.0,,845.4278,,,32780.0,0.151,0.459,2,<a refstr=SONG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..184S/abstract target=ref>Song et al. 2019</a>,<a refstr=QIAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745L..23Q/abstract target=ref> Qian et al. 2012 </a>,2019-10-18
Oph 11 b,Oph 11,Imaging,2006,7300000.0,,4449.62,,2175.0,2375.0,,0.016,1,<a refstr=CLOSE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...660.1492C/abstract target=ref> Close et al. 2007 </a>,<a refstr=CLOSE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...660.1492C/abstract target=ref> Close et al. 2007 </a>,2016-03-09
Kepler-749 b,Kepler-749,Transit,2016,17.31716585,3.1,,,,5009.0,0.75,0.79,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Ross 458 c,Ross 458,Imaging,2010,,14.01125,1906.98,,,,,,1,<a refstr=BURGASSER_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...725.1405B/abstract target=ref> Burgasser et al. 2010 </a>,<a refstr=BURGASSER_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...725.1405B/abstract target=ref> Burgasser et al. 2010 </a>,2020-09-18
SR 12 AB c,SR 12 AB,Imaging,2010,,,4131.62,,,,,,1,<a refstr=KUZUHARA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011AJ....141..119K/abstract target=ref> Kuzuhara et al. 2011 </a>,<a refstr=KUZUHARA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011AJ....141..119K/abstract target=ref> Kuzuhara et al. 2011 </a>,2014-05-14
tau Gem b,tau Gem,Radial Velocity,2013,305.5,,6547.0,,,4388.0,26.8,2.3,1,<a refstr=MITCHELL_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A..87M/abstract target=ref> Mitchell et al. 2013 </a>,<a refstr=MITCHELL_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A..87M/abstract target=ref> Mitchell et al. 2013 </a>,2014-05-14
WASP-23 b,WASP-23,Transit,2010,2.9444256,10.783,280.95,,,5150.0,0.765,0.78,1,<a refstr=TRIAUD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...531A..24T/abstract target=ref> Triaud et al. 2011 </a>,<a refstr=TRIAUD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...531A..24T/abstract target=ref> Triaud et al. 2011 </a>,2014-05-14
KOI-55 b,KOI-55,Orbital Brightness Modulation,2011,0.240104,0.759,0.44,,,27730.0,0.203,0.496,2,<a refstr=CHARPINET_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.480..496C/abstract target=ref> Charpinet et al. 2011 </a>,<a refstr=CHARPINET_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.480..496C/abstract target=ref> Charpinet et al. 2011 </a>,2014-05-14
KOI-55 c,KOI-55,Orbital Brightness Modulation,2011,0.342887,0.867,0.655,,,27730.0,0.203,0.496,2,<a refstr=CHARPINET_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.480..496C/abstract target=ref> Charpinet et al. 2011 </a>,<a refstr=CHARPINET_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.480..496C/abstract target=ref> Charpinet et al. 2011 </a>,2014-05-14
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,Microlensing,2012,,,480.0,,,5950.0,,0.67,1,<a refstr=BACHELET_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754...73B/abstract target=ref> Bachelet et al. 2012 </a>,<a refstr=BACHELET_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754...73B/abstract target=ref> Bachelet et al. 2012 </a>,2019-12-05
HD 142 c,HD 142,Radial Velocity,2012,10159.64279,,3464.64746471,,,,,1.21,3,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,<a refstr=WITTENMYER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...753..169W/abstract target=ref> Wittenmyer et al. 2012 </a>,2023-06-12
HATS-1 b,HATS-1,Transit,2012,3.446459,14.594,589.55,1.03,1359.0,5870.0,1.038,0.986,1,<a refstr=PENEV_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....145....5P/abstract target=ref> Penev et al. 2013 </a>,<a refstr=PENEV_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....145....5P/abstract target=ref> Penev et al. 2013 </a>,2014-05-14
WASP-78 b,WASP-78,Transit,2012,2.17518,21.63337,352.7913,,,6100.0,2.46,1.87,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=SMALLEY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..61S/abstract target=ref> Smalley et al. 2012 </a>,2018-04-25
Kepler-750 b,Kepler-750,Transit,2016,9.42887179,3.07,,,,6160.0,1.23,1.15,2,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
WASP-79 b,WASP-79,Transit,2012,3.662392,17.14974047,270.15414595,,1716.2,6600.0,1.51,1.39,1,<a refstr=GRESSIER_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...672A..34G/abstract target=ref>Gressier et al. 2023</a>,<a refstr=SMALLEY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..61S/abstract target=ref> Smalley et al. 2012 </a>,2023-08-22
KELT-1 b,KELT-1,Transit,2012,1.217514,12.442,8654.15,24.7,,6516.0,1.471,1.335,1,<a refstr=SIVERD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...761..123S/abstract target=ref> Siverd et al. 2012 </a>,<a refstr=SIVERD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...761..123S/abstract target=ref> Siverd et al. 2012 </a>,2014-05-14
KELT-2 A b,KELT-2 A,Transit,2012,4.11379,15.13215,540.311,,,6327.0,1.93,1.54,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=BEATTY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756L..39B/abstract target=ref> Beatty et al. 2012 </a>,2018-04-25
Kepler-36 b,Kepler-36,Transit,2012,13.86825,1.498,3.83,6.26,,5979.0,1.634,1.034,2,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,<a refstr=CARTER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Sci...337..556C/abstract target=ref> Carter et al. 2012 </a>,2020-05-04
GJ 3470 b,GJ 3470,Radial Velocity,2012,3.3366496,4.57,13.9,0.8,593.5,3600.0,0.547,0.539,1,<a refstr=AWIPHAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.2574A/abstract target=ref>Awiphan et al. 2016</a>,<a refstr=BONFILS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...546A..27B/abstract target=ref> Bonfils et al. 2012 </a>,2019-01-28
BD+20 274 b,BD+20 274,Radial Velocity,2012,578.2,,1334.886,,,4296.0,17.3,0.8,1,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,2015-09-16
HD 219415 b,HD 219415,Radial Velocity,2012,2093.3,,317.83,,,4820.0,2.9,1.0,1,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,2015-09-16
Pr0201 b,Pr0201,Radial Velocity,2012,4.4264,,171.6282,,,6174.0,1.15,1.24,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=QUINN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756L..33Q/abstract target=ref> Quinn et al. 2012 </a>,2018-09-04
Pr0211 b,Pr0211,Radial Velocity,2012,2.1461,,597.5204,,,5300.0,0.827,0.935,2,<a refstr=MALAVOLTA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.118M/abstract target=ref>Malavolta et al. 2016</a>,<a refstr=QUINN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756L..33Q/abstract target=ref> Quinn et al. 2012 </a>,2016-02-10
HD 77338 b,HD 77338,Radial Velocity,2012,5.7361,,19.0698,,,5341.0,0.97,1.37,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=JENKINS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766...67J/abstract target=ref> Jenkins et al. 2013 </a>,2018-09-04
HD 207832 b,HD 207832,Radial Velocity,2012,160.07,,177.9848,,,5726.0,0.89,1.05,2,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,<a refstr=HAGHIGHIPOUR_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...91H/abstract target=ref> Haghighipour et al. 2012 </a>,2018-09-25
HD 207832 c,HD 207832,Radial Velocity,2012,1155.7,,232.0159,,,5710.0,0.901,0.94,2,<a refstr=HAGHIGHIPOUR_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...91H/abstract target=ref> Haghighipour et al. 2012 </a>,<a refstr=HAGHIGHIPOUR_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...91H/abstract target=ref> Haghighipour et al. 2012 </a>,2015-09-08
HAT-P-39 b,HAT-P-39,Transit,2012,3.54387,17.609,190.372,0.19,1752.0,6430.0,1.625,1.404,1,<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>,<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>,2014-05-14
HAT-P-40 b,HAT-P-40,Transit,2012,4.45724,17.03768,152.5584,,,6080.0,1.94,1.03,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>,2018-04-25
HAT-P-41 b,HAT-P-41,Transit,2012,2.69405,22.97845,378.2177,,,6390.0,2.05,2.56,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>,2018-04-25
HD 5608 b,HD 5608,Radial Velocity,2012,768.7,,371.22357938,,,4807.0,5.43,1.29,1,<a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64..135S/abstract target=ref> Sato et al. 2012 </a>,2023-09-19
75 Cet b,75 Cet,Radial Velocity,2012,696.62,,787.89662095,,,4809.0,10.38,1.92,2,<a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64..135S/abstract target=ref> Sato et al. 2012 </a>,2023-09-19
omi UMa b,omi UMa,Radial Velocity,2012,1569.81,,1160.39151396,,,5075.0,13.84,2.72,1,<a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64..135S/abstract target=ref> Sato et al. 2012 </a>,2023-09-19
omi CrB b,omi CrB,Radial Velocity,2012,187.01,,355.96781584,,,4769.0,11.87,1.3,1,<a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64..135S/abstract target=ref> Sato et al. 2012 </a>,2023-09-19
WASP-42 b,WASP-42,Transit,2012,4.9816819,12.576498,167.49641,0.464,1021.0,5315.0,0.892,0.951,1,<a refstr=SOUTHWORTH_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.4205S/abstract target=ref>Southworth et al. 2016</a>,<a refstr=LENDL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...544A..72L/abstract target=ref> Lendl et al. 2012 </a>,2016-02-24
Kepler-751 b,Kepler-751,Transit,2016,17.44490636,2.46,,,,5387.0,0.84,0.87,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
WASP-47 b,WASP-47,Transit,2012,4.159151,12.86,374.0,,,,1.156,1.058,4,<a refstr=NASCIMBENI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..42N/abstract target=ref>Nascimbeni et al. 2023</a>,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,2024-08-16
WASP-49 b,WASP-49,Transit,2012,2.78174,12.44199,117.5971,,,5600.0,0.97,0.92,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=LENDL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...544A..72L/abstract target=ref> Lendl et al. 2012 </a>,2018-04-25
WASP-55 b,WASP-55,Transit,2012,4.465631,14.72860064,186.2474465,0.342159,1342.0,6096.0,1.09,1.071,1,<a refstr=MCGRUDER_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...944L..56M/abstract target=ref>McGruder et al. 2023</a>,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,2025-10-09
WASP-61 b,WASP-61,Transit,2012,3.8559,15.80469,851.7844,,,6250.0,1.55,1.82,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,2018-04-25
WASP-62 b,WASP-62,Transit,2012,4.41195,14.79588,165.2716,,,6230.0,1.23,1.11,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,2018-04-25
WASP-63 b,WASP-63,Transit,2012,4.37808,15.80469,117.5971,,,5550.0,1.86,1.28,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,2018-04-25
WASP-66 b,WASP-66,Transit,2012,4.08605,15.6926,746.9005,,,6600.0,1.76,1.33,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,2018-04-25
WASP-67 b,WASP-67,Transit,2012,4.61442,12.89035,136.6669,,,5200.0,0.88,0.91,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,2018-04-25
HAT-P-38 b,HAT-P-38,Transit,2012,4.640382,9.247,84.857,0.59,1082.0,5330.0,0.923,0.886,1,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64...97S/abstract target=ref> Sato et al. 2012 </a>,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64...97S/abstract target=ref> Sato et al. 2012 </a>,2014-05-14
Kepler-46 c,Kepler-46,Transit Timing Variations,2012,57.011,,119.499,,455.0,5155.0,0.938,0.902,3,<a refstr=NESVORNY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Sci...336.1133N/abstract target=ref> Nesvorn&yacute; et al. 2012 </a>,<a refstr=NESVORNY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Sci...336.1133N/abstract target=ref> Nesvorn&yacute; et al. 2012 </a>,2021-11-18
Kepler-47 b,Kepler-47,Transit,2012,49.4643,3.05,2.07,0.4,,,0.936,0.957,3,<a refstr=OROSZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..174O/abstract target=ref>Orosz et al. 2019</a>,<a refstr=OROSZ_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Sci...337.1511O/abstract target=ref> Orosz et al. 2012 </a>,2019-04-22
Kepler-47 c,Kepler-47,Transit,2012,303.227,4.65,3.17,0.17,,,0.936,0.957,3,<a refstr=OROSZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..174O/abstract target=ref>Orosz et al. 2019</a>,<a refstr=OROSZ_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Sci...337.1511O/abstract target=ref> Orosz et al. 2012 </a>,2019-04-22
eps CrB b,eps CrB,Radial Velocity,2012,417.9,,2129.461,,,4406.0,21.0,1.7,1,<a refstr=LEE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...546A...5L/abstract target=ref> Lee et al. 2012 </a>,<a refstr=LEE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...546A...5L/abstract target=ref> Lee et al. 2012 </a>,2015-09-08
WTS-1 b,WTS-1,Transit,2012,3.352057,16.7,1274.44,1.61,1500.0,6250.0,1.15,1.2,1,<a refstr=CAPPETTA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.427.1877C/abstract target=ref> Cappetta et al. 2012 </a>,<a refstr=CAPPETTA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.427.1877C/abstract target=ref> Cappetta et al. 2012 </a>,2014-05-14
WASP-54 b,WASP-54,Transit,2012,3.69364,17.71022,187.5197,,,6100.0,1.76,1.08,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=FAEDI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..73F/abstract target=ref> Faedi et al. 2013 </a>,2018-04-25
WASP-56 b,WASP-56,Transit,2012,4.6171,10.53646,143.0235,,,5600.0,0.96,0.71,1,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=FAEDI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..73F/abstract target=ref> Faedi et al. 2013 </a>,2018-04-25
WASP-57 b,WASP-57,Transit,2012,2.83891856,11.76945,204.68252,0.693,1338.0,5600.0,0.927,0.886,1,<a refstr=SOUTHWORTH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.3094S/abstract target=ref>Southworth et al. 2015</a>,<a refstr=FAEDI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..73F/abstract target=ref> Faedi et al. 2013 </a>,2015-10-07
HD 4732 b,HD 4732,Radial Velocity,2012,371.74,,631.2072163,,,4898.0,5.03,1.39,2,<a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>,<a refstr=SATO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...762....9S/abstract target=ref> Sato et al. 2013 </a>,2023-09-19
HD 4732 c,HD 4732,Radial Velocity,2012,3184.2,,1069.49258955,,,4898.0,5.03,1.39,2,<a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>,<a refstr=SATO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...762....9S/abstract target=ref> Sato et al. 2013 </a>,2023-09-19
HD 37605 c,HD 37605,Radial Velocity,2012,2720.0,,1013.8777,,,5329.0,0.91,0.94,2,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,<a refstr=WANG_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...761...46W/abstract target=ref> Wang et al. 2012 </a>,2018-09-25
