%age(kyr)	%d18O(permille)	%d18O(sigma)
490.8310971	3.23629	0.099064
490.9523962	3.237671	0.099494
491.0657367	3.239085	0.099798
491.1733839	3.241159	0.099813
491.3163596	3.243896	0.099738
491.4525781	3.24696	0.099612
491.5486081	3.249984	0.09977
491.6495098	3.253078	0.099682
491.766716	3.255832	0.099494
491.8836448	3.257911	0.099471
492.0005737	3.259182	0.099407
492.0954344	3.259931	0.099481
492.1811635	3.260575	0.099391
492.2678456	3.260832	0.099064
492.3566926	3.260736	0.098865
492.4455397	3.260666	0.098782
492.5402169	3.260486	0.099038
492.6349631	3.260067	0.099177
492.7269841	3.260063	0.09914
492.8183874	3.260765	0.099305
492.9163124	3.262053	0.099505
493.0193066	3.264003	0.099879
493.1241067	3.265991	0.100162
493.2304367	3.267826	0.100113
493.3399993	3.269553	0.100096
493.4502623	3.271493	0.100093
493.5704147	3.273459	0.100205
493.6945945	3.27561	0.100157
493.8252265	3.277826	0.099913
493.9367247	3.279963	0.099866
494.0213284	3.281431	0.099965
494.1059322	3.282296	0.1001
494.2203705	3.283163	0.100166
494.3351807	3.283752	0.100124
494.43783	3.284151	0.100205
494.5410184	3.284868	0.100191
494.6502027	3.285734	0.10037
494.7567252	3.286754	0.100471
494.8488934	3.287987	0.100308
494.9410617	3.288998	0.100228
495.0339839	3.289585	0.100352
495.1269546	3.289749	0.100695
495.2399867	3.289517	0.100948
495.3597253	3.289374	0.10108
495.4714182	3.289365	0.101265
495.6001408	3.289266	0.101463
495.7836913	3.289519	0.101922
495.9103832	3.289658	0.102347
496.0276441	3.289685	0.102563
496.1368316	3.290197	0.102788
496.24229	3.291835	0.10315
496.3466835	3.294233	0.103547
496.4514413	3.297087	0.103811
496.5563659	3.300196	0.103858
496.6616171	3.303219	0.10392
496.766998	3.305596	0.10394
496.8727098	3.30732	0.104153
496.9785297	3.309035	0.104334
497.085993	3.310574	0.104341
497.1938667	3.312056	0.104571
497.3017005	3.313591	0.104923
497.4095289	3.315759	0.105409
497.5108593	3.317825	0.105746
497.6119641	3.319864	0.10592
497.7532325	3.321742	0.106217
497.8999721	3.323621	0.106738
498.0426282	3.324564	0.107463
498.1799668	3.325579	0.108166
498.3239575	3.326681	0.10869
498.4809087	3.32786	0.109257
498.6414374	3.329055	0.109847
498.8123726	3.330631	0.110578
498.9829949	3.332152	0.111136
499.1417811	3.333344	0.11145
499.273809	3.334448	0.111874
499.4055814	3.335757	0.112348
499.5458337	3.33757	0.113029
499.6754826	3.33971	0.113558
499.8016581	3.342425	0.113991
499.92205	3.34608	0.114415
500.0356987	3.350098	0.114857
500.1429419	3.354566	0.115196
500.2519208	3.359305	0.1156
500.3621942	3.364106	0.115951
500.4818868	3.368523	0.116272
500.6057775	3.372921	0.116634
500.7163058	3.377066	0.117305
500.8262538	3.38093	0.118012
500.9359971	3.384599	0.118409
501.0415284	3.38801	0.118642
501.1364051	3.390919	0.118693
501.2340527	3.393132	0.118718
501.3471582	3.394893	0.118686
501.4615626	3.396827	0.118728
501.5782345	3.399064	0.118683
501.7289314	3.401739	0.11823
501.8691749	3.404982	0.117861
501.97167	3.408964	0.117146
502.0903727	3.412867	0.116298
502.2271495	3.416366	0.115599
502.4106951	3.419234	0.11512
502.5510663	3.42182	0.114867
502.6811602	3.423969	0.114663
502.8036722	3.425805	0.114308
502.9388668	3.427704	0.114068
503.0484115	3.429903	0.113934
503.1018255	3.432346	0.114021
503.1552395	3.43482	0.114046
503.2086536	3.437586	0.113844
503.2678314	3.44098	0.113683
503.3310578	3.445014	0.113666
503.3942842	3.449384	0.113923
503.4731073	3.454077	0.114164
503.5738091	3.45898	0.114313
503.6636715	3.463994	0.114628
503.7403204	3.469146	0.114981
503.8189082	3.474156	0.115533
503.917509	3.479283	0.116109
504.0224656	3.484645	0.116511
504.1304482	3.490223	0.11698
504.2393727	3.495937	0.117561
504.3461492	3.502683	0.118219
504.4525136	3.509905	0.118755
504.542961	3.517233	0.119119
504.6310122	3.52483	0.119538
504.7166526	3.532614	0.119939
504.7997794	3.540696	0.120473
504.8829062	3.54903	0.120966
504.9651717	3.557521	0.121302
505.0474097	3.56655	0.121733
505.1168427	3.575956	0.122198
505.1686786	3.585229	0.122598
505.2205144	3.594318	0.122926
505.2710045	3.603226	0.123079
505.3380505	3.611547	0.123154
505.43225	3.619667	0.123352
505.5270383	3.627644	0.123678
505.6239962	3.63543	0.124137
505.7213737	3.643234	0.124664
505.8221673	3.650918	0.125446
505.9231953	3.658272	0.126186
506.026733	3.665555	0.126693
506.1306323	3.672893	0.127071
506.2373118	3.680058	0.127418
506.341385	3.687085	0.127883
506.4352128	3.693727	0.128438
506.5298317	3.69882	0.128784
506.6513486	3.703485	0.129063
506.7691121	3.708063	0.129292
506.8786371	3.712385	0.129509
506.9893596	3.716388	0.129617
507.1014691	3.719906	0.129555
507.2135787	3.722737	0.129472
507.3256883	3.725073	0.129417
507.4326694	3.726422	0.129339
507.5381819	3.726782	0.129134
507.6319193	3.72703	0.129077
507.7230575	3.726777	0.128905
507.8291843	3.726173	0.128672
507.947469	3.725225	0.128424
508.0599716	3.724344	0.128187
508.171077	3.723507	0.127724
508.2629935	3.722836	0.127324
508.3543434	3.721739	0.126896
508.4701028	3.720167	0.126565
508.6027466	3.7184	0.126284
508.7018347	3.716393	0.126159
508.7998673	3.71415	0.125986
508.9166999	3.712231	0.125664
509.0387629	3.710303	0.125266
509.1478022	3.708016	0.124946
509.2577401	3.705303	0.124659
509.3873617	3.702245	0.124362
509.5043025	3.698968	0.123955
509.6009216	3.695351	0.123631
509.6986111	3.691715	0.123336
509.7962425	3.688243	0.123201
509.8887928	3.685218	0.123047
509.9749739	3.682489	0.122829
510.0611551	3.680564	0.122751
510.1440838	3.679255	0.122759
510.2263489	3.678327	0.122911
510.3096582	3.6775	0.123058
510.3941147	3.676846	0.12299
510.4834769	3.676415	0.122977
510.5946624	3.675786	0.122999
510.7073116	3.674809	0.123235
510.8218102	3.673812	0.123384
510.944615	3.67273	0.123422
511.0698496	3.671365	0.123568
511.2006044	3.669618	0.123766
511.3184748	3.667758	0.124147
511.4237534	3.665798	0.124486
511.5683118	3.663647	0.124713
511.7326101	3.661432	0.125038
511.8704635	3.659632	0.125467
511.9876654	3.657915	0.126059
512.0963952	3.656327	0.126597
512.1826996	3.654703	0.127018
512.25871	3.652762	0.127514
512.3347204	3.65046	0.128126
512.4431842	3.647984	0.128811
512.5602464	3.645226	0.12944
512.6876326	3.642192	0.129949
512.8040616	3.63889	0.130632
512.9124259	3.635438	0.131327
513.0227536	3.63168	0.132183
513.1354192	3.627468	0.132995
513.239517	3.622915	0.133714
513.3412299	3.617707	0.134522
513.4885279	3.612081	0.135219
513.6730703	3.606088	0.135908
513.802434	3.5999	0.136497
513.9063735	3.593565	0.136921
513.993036	3.587092	0.137282
514.0782406	3.580415	0.137738
514.1860496	3.573409	0.138295
514.3025122	3.566428	0.138761
514.4092568	3.559603	0.139084
514.5154284	3.552915	0.139336
514.6402433	3.546034	0.139575
514.7637859	3.539585	0.139708
514.8849954	3.533349	0.13981
514.9724215	3.527497	0.139765
515.0420387	3.522142	0.139804
515.1116558	3.517211	0.139735
515.2170033	3.512437	0.139659
515.3377851	3.507756	0.139448
515.4346021	3.503305	0.139096
515.5312809	3.499218	0.138746
515.6537398	3.495565	0.138501
515.7746663	3.492352	0.138419
515.8832877	3.489125	0.138264
516.015481	3.485745	0.137883
516.1727045	3.482213	0.137471
516.2966084	3.478658	0.137058
516.4588737	3.474732	0.136799
516.623236	3.470886	0.136512
516.7678772	3.466766	0.136152
516.9461837	3.462375	0.135937
517.0868897	3.45781	0.135765
517.2298886	3.453045	0.135564
517.365894	3.44846	0.135325
517.5236375	3.444163	0.134988
517.6568901	3.440169	0.134672
517.7568073	3.436228	0.134408
517.8572539	3.43275	0.134332
517.9594745	3.429152	0.134109
518.0630616	3.425642	0.13375
518.1937838	3.422579	0.133409
518.3205682	3.420185	0.133109
518.439768	3.418605	0.13294
518.5598897	3.4177	0.132748
518.6776832	3.41687	0.132421
518.7743479	3.415997	0.132254
518.8642581	3.414931	0.132079
518.958872	3.413344	0.132045
519.0601064	3.411662	0.131954
519.1617569	3.409803	0.131778
519.2639186	3.407763	0.131666
519.3650907	3.405588	0.13165
519.4652724	3.40347	0.131835
519.5668598	3.401059	0.13201
519.6697842	3.398919	0.132056
519.7602979	3.397116	0.132166
519.8417539	3.395433	0.132346
519.9286074	3.394142	0.132575
520.0503791	3.393154	0.132772
520.1685228	3.392278	0.132858
520.2809372	3.391562	0.133053
520.3780384	3.391156	0.133308
520.4667522	3.390945	0.133638
520.5479329	3.390722	0.133921
520.6113979	3.390498	0.134141
520.674863	3.390275	0.134515
520.7393844	3.390005	0.135007
520.8665618	3.389894	0.135475
520.9649544	3.389755	0.135769
521.0161586	3.389716	0.135958
521.0673628	3.389866	0.136181
521.118567	3.390247	0.136479
521.1802526	3.390451	0.136821
521.2651282	3.390688	0.137146
521.3500037	3.391103	0.137387
521.4458379	3.391687	0.137727
521.5434952	3.392615	0.138064
521.6821358	3.393704	0.138451
521.8211134	3.395062	0.138792
521.9390896	3.396374	0.138981
522.0439039	3.397792	0.139202
522.1428128	3.399345	0.139431
522.2514155	3.401011	0.139615
522.3653481	3.402833	0.1397
522.4751008	3.404609	0.13967
522.5842803	3.406634	0.139635
522.6966165	3.409045	0.13947
522.8015679	3.411859	0.13955
522.8796632	3.414879	0.139547
522.9577585	3.418113	0.139464
523.0550865	3.421641	0.139437
523.1709178	3.425069	0.139445
523.3112463	3.428316	0.139555
523.4509746	3.431344	0.139615
523.5727801	3.434385	0.139569
523.69948	3.437179	0.139512
523.8303464	3.439644	0.139433
523.9503347	3.441999	0.139407
524.0690186	3.444297	0.139303
524.1875438	3.446704	0.139089
524.3090935	3.448942	0.138903
524.439196	3.45091	0.138771
524.5769602	3.45268	0.13873
524.7147825	3.4545	0.138655
524.8477391	3.456249	0.138417
524.9789533	3.458009	0.138135
525.108719	3.459812	0.137874
525.2364163	3.461597	0.137635
525.3720169	3.463268	0.137363
525.5229629	3.464823	0.136991
525.6425451	3.466172	0.136561
525.7562719	3.467541	0.136206
525.854035	3.469223	0.136019
525.9496358	3.471198	0.135827
526.0313308	3.473318	0.135572
526.1134188	3.475747	0.135501
526.2131062	3.478341	0.135453
526.3220567	3.480956	0.135395
526.4398176	3.483689	0.135211
526.5625109	3.486127	0.134828
526.6883246	3.488403	0.134437
526.7997283	3.490727	0.134141
526.8480582	3.493329	0.133982
526.8963881	3.495943	0.133816
526.944718	3.498613	0.133525
526.993048	3.501731	0.133321
527.0825984	3.505386	0.133114
527.1860586	3.509109	0.133056
527.2856789	3.512786	0.132979
527.3834298	3.517101	0.132869
527.4729521	3.521598	0.132826
527.5534239	3.526145	0.132713
527.6338958	3.530935	0.13272
527.7123995	3.535931	0.132673
527.790416	3.540483	0.132509
527.8670187	3.544576	0.132442
527.9228646	3.548232	0.132502
527.9787104	3.551615	0.132567
528.0345562	3.555026	0.132657
528.1029532	3.558569	0.132735
528.2134442	3.562472	0.132972
528.3125248	3.566317	0.13334
528.3839141	3.570306	0.133869
528.4553035	3.57413	0.134393
528.5361578	3.578196	0.134829
528.6399033	3.582746	0.135327
528.7423246	3.587977	0.135981
528.8402784	3.593618	0.136814
528.93808	3.599393	0.137628
529.0324719	3.604951	0.138321
529.1268638	3.610318	0.139136
529.2277005	3.615895	0.139995
529.3284306	3.621435	0.140924
529.4230072	3.626978	0.141767
529.5150465	3.632475	0.142587
529.6103599	3.637702	0.143463
529.7097295	3.642644	0.144304
529.8077598	3.647397	0.145227
529.9033247	3.652064	0.146191
529.9982167	3.656778	0.147014
530.0899152	3.661473	0.147853
530.1816137	3.665994	0.148716
530.2773045	3.670229	0.14966
530.3734182	3.674625	0.150666
530.468125	3.679316	0.151557
530.5623339	3.684607	0.15242
530.6558345	3.690427	0.153355
530.746839	3.697312	0.154324
530.8354657	3.704764	0.155184
530.924055	3.712785	0.156008
531.0126817	3.721723	0.156904
531.1020921	3.731657	0.157909
531.1915025	3.743223	0.158975
531.2810315	3.755736	0.160003
531.3705858	3.768733	0.160926
531.4604525	3.78237	0.161825
531.550523	3.796804	0.162694
531.6394231	3.812097	0.163592
531.7265656	3.828037	0.164468
531.8137658	3.844606	0.165257
531.9013889	3.86245	0.165988
531.9890119	3.881283	0.166737
532.0756155	3.900776	0.167567
532.1691339	3.920675	0.168425
532.2914906	3.94082	0.169276
532.4196285	3.961719	0.170203
532.5482471	3.982908	0.171074
532.6779176	4.004293	0.171978
532.8075311	4.025926	0.172772
532.9366297	4.0474	0.173398
533.0657282	4.068239	0.173969
533.1924166	4.088303	0.174529
533.3187632	4.107171	0.175047
533.4456876	4.125057	0.175451
533.5729916	4.142135	0.175691
533.699238	4.157765	0.175897
533.8235054	4.172072	0.17616
533.9478518	4.184448	0.176456
534.0741944	4.195345	0.176669
534.200537	4.205341	0.176875
534.3103446	4.213687	0.177205
534.4182989	4.220713	0.17767
534.5237483	4.226102	0.178184
534.6268718	4.230432	0.178645
534.7310995	4.233984	0.179036
534.8408679	4.236231	0.179498
534.9506364	4.237331	0.179964
535.0567713	4.237802	0.180433
535.1627397	4.23818	0.180858
535.271399	4.2384	0.181207
535.381402	4.238484	0.181588
535.4884152	4.238565	0.182
535.5919424	4.239089	0.182481
535.7195479	4.23987	0.182904
535.8506755	4.241148	0.183296
535.9818031	4.243119	0.183727
536.1176499	4.245774	0.184194
536.2548646	4.249155	0.184752
536.3898162	4.252997	0.185249
536.5228085	4.256808	0.185654
536.6552287	4.260309	0.186044
536.7856853	4.263858	0.186397
536.916142	4.26677	0.186727
537.0508134	4.269245	0.186998
537.1861124	4.271339	0.187146
537.3214115	4.273199	0.1873
537.4567105	4.274499	0.187429
537.5906157	4.27507	0.187558
537.7350518	4.275227	0.187614
537.9003012	4.275122	0.187558
538.0639841	4.274724	0.187571
538.2276413	4.273803	0.187578
538.3924471	4.272611	0.187614
538.557967	4.271115	0.187518
538.723044	4.269487	0.18732
538.8869594	4.267512	0.187162
539.0508748	4.265342	0.187013
539.2147902	4.263129	0.186922
539.3787056	4.260774	0.186779
539.5399328	4.258382	0.186551
539.6989501	4.25578	0.186332
539.8578604	4.252641	0.18603
540.0159253	4.249279	0.185702
540.1739902	4.245962	0.185326
540.3359789	4.242684	0.184848
540.5059214	4.239347	0.184404
540.6762514	4.236161	0.183967
540.8482256	4.23279	0.183555
541.0201999	4.229137	0.183007
541.1863882	4.225336	0.182336
541.3506398	4.221472	0.181658
541.5105066	4.217735	0.180984
541.6520327	4.213996	0.180347
541.7935589	4.210133	0.179706
541.9350851	4.206044	0.178957
542.0766112	4.201906	0.178205
542.2181374	4.197665	0.17746
542.3519448	4.193693	0.176719
542.4637222	4.189886	0.175942
542.5754997	4.18625	0.175042
542.6872771	4.182559	0.174173
542.7990545	4.178802	0.173321
542.9108319	4.175092	0.172561
543.0226094	4.171565	0.17178
543.1317393	4.168252	0.170928
543.2475569	4.165219	0.170125
543.3674003	4.162386	0.169396
543.4872436	4.159323	0.168684
543.607087	4.156418	0.167903
543.7269303	4.153631	0.167032
543.8467737	4.15114	0.166139
543.9666171	4.149188	0.16526
544.0864604	4.147498	0.164493
544.2063038	4.145659	0.163687
544.3261471	4.14383	0.162805
544.4797253	4.142218	0.161999
544.6342366	4.140491	0.161296
544.7732593	4.13907	0.160685
544.8930545	4.137801	0.160047
545.0128497	4.136869	0.159305
545.1271428	4.13593	0.158588
545.2175033	4.134831	0.157866
545.3078637	4.133793	0.157301
545.3982242	4.13302	0.156662
545.4885846	4.13197	0.155898
545.5875007	4.130878	0.155114
545.6877404	4.129992	0.15434
545.7833534	4.12895	0.153633
545.8766748	4.127826	0.15291
545.9245457	4.126641	0.152141
545.971057	4.125496	0.151448
546.0175683	4.124428	0.150798
546.0640796	4.123282	0.150242
546.1105909	4.122102	0.14964
546.1571022	4.120922	0.148925
546.2036135	4.119507	0.148265
546.2639235	4.117976	0.1477
546.3989894	4.116455	0.147216
546.5340554	4.114873	0.146704
546.6576038	4.113166	0.146132
546.7678795	4.111402	0.145688
546.8781553	4.109384	0.145349
546.9865442	4.107404	0.145096
547.0856145	4.105275	0.144757
547.1846849	4.103513	0.144353
547.2837552	4.102085	0.144024
547.3921086	4.101092	0.143676
547.5097687	4.100432	0.143456
547.6274288	4.100113	0.143138
547.7299833	4.099677	0.142708
547.8108028	4.09947	0.142387
547.8916222	4.099669	0.142217
547.9724417	4.099927	0.142185
548.0532612	4.100296	0.142145
548.1157771	4.100584	0.142014
548.1765127	4.100705	0.141918
548.2371549	4.100531	0.141857
548.2977971	4.100421	0.141797
548.3584392	4.100202	0.141661
548.4190814	4.100117	0.141444
548.5294261	4.099369	0.141185
548.6435129	4.098091	0.140933
548.7575996	4.096621	0.140865
548.8308907	4.095191	0.140922
548.8905858	4.09377	0.140899
548.9502809	4.092374	0.140991
549.009976	4.090885	0.141212
549.0696711	4.088838	0.141436
549.1293663	4.086475	0.141584
549.2144915	4.083782	0.141626
549.3119917	4.081194	0.141678
549.4094919	4.078665	0.141713
549.5069921	4.075787	0.141902
549.5736718	4.072678	0.142144
549.6387891	4.069409	0.142367
549.7039064	4.065949	0.142585
549.7690236	4.062367	0.142805
549.8341409	4.05896	0.143098
549.9095038	4.055784	0.143399
550.0015531	4.052832	0.143631
550.0936025	4.049762	0.143952
550.1856518	4.046643	0.144329
550.2762496	4.043701	0.144649
550.3649939	4.040666	0.144921
550.4537381	4.037446	0.145171
550.5424823	4.034294	0.145395
550.6356432	4.031145	0.145503
550.737921	4.027741	0.145769
550.8401989	4.024189	0.14598
550.9424768	4.020482	0.146085
551.0447546	4.016422	0.146256
551.1448995	4.011855	0.14647
551.2448816	4.007035	0.14676
551.3448638	4.001887	0.146881
551.4448459	3.996733	0.146883
551.5547909	3.991709	0.14688
551.6793392	3.986654	0.146921
551.8038876	3.981377	0.146964
551.9284359	3.976129	0.14703
552.035103	3.970779	0.147039
552.1365558	3.96526	0.147162
552.2380086	3.959855	0.147345
552.3394613	3.954297	0.147556
552.4385765	3.948694	0.147724
552.5326373	3.943127	0.147822
552.6266981	3.937829	0.147926
552.7207589	3.932516	0.148046
552.8148197	3.927523	0.148203
552.9150556	3.922504	0.148282
553.0212741	3.917576	0.1483
553.1274927	3.912942	0.148379
553.2337113	3.908652	0.148517
553.3384725	3.904644	0.148694
553.4388606	3.900817	0.148849
553.5392486	3.897026	0.14895
553.6396367	3.893166	0.149033
553.7353405	3.889451	0.14912
553.8427346	3.886281	0.149218
553.954141	3.883461	0.149352
554.0655474	3.880788	0.149415
554.1769539	3.87803	0.149408
554.2592633	3.875378	0.149395
554.3374121	3.872577	0.149445
554.4155608	3.869857	0.149479
554.4937096	3.867169	0.149501
554.5718584	3.864457	0.149671
554.6630944	3.861643	0.149916
554.7777729	3.858603	0.150171
554.8924513	3.855176	0.150312
555.0071298	3.851512	0.150363
555.1026373	3.847252	0.150436
555.1853053	3.842398	0.150557
555.2679733	3.837398	0.150688
555.3506413	3.832376	0.150797
555.4333093	3.827381	0.150895
555.5187782	3.822552	0.151122
555.6087433	3.81785	0.15135
555.6987084	3.812712	0.151635
555.7886735	3.807365	0.151911
555.8786387	3.801856	0.1521
555.9751434	3.796413	0.152322
556.0761594	3.790981	0.152579
556.1771753	3.785659	0.152833
556.2781912	3.780343	0.153012
556.3766844	3.774973	0.153161
556.4699132	3.76945	0.153395
556.5623183	3.763913	0.153674
556.6526953	3.758602	0.154138
556.7430723	3.753399	0.154609
556.8351933	3.748343	0.155006
556.9280629	3.743442	0.155479
557.0209325	3.738291	0.155949
557.1138021	3.732394	0.156403
557.2099112	3.726299	0.156819
557.3190222	3.720082	0.157131
557.4281331	3.713798	0.157341
557.5372441	3.707568	0.157568
557.6402717	3.701599	0.157835
557.7329025	3.695891	0.158073
557.8255333	3.690382	0.158236
557.918164	3.685086	0.158463
558.0107948	3.679975	0.158698
558.1181275	3.675344	0.158915
558.2279066	3.670863	0.159103
558.3376857	3.666337	0.15921
558.4482214	3.661723	0.159393
558.5730361	3.657152	0.15965
558.6978508	3.652817	0.160004
558.8226654	3.648495	0.160387
558.9519117	3.64432	0.160649
559.0830401	3.640397	0.160869
559.2141684	3.636658	0.161077
559.3343602	3.632816	0.161389
559.4373113	3.628891	0.161735
559.5395999	3.625033	0.162086
559.6418885	3.62122	0.162467
559.74051	3.617512	0.162838
559.8376427	3.61379	0.163161
559.9347753	3.609931	0.163388
560.031908	3.606031	0.163565
560.1252412	3.602126	0.163779
560.2169912	3.598283	0.164035
560.3087411	3.594513	0.16441
560.400491	3.590944	0.164776
560.4906164	3.587364	0.1651
560.5788764	3.583593	0.165486
560.6671363	3.579725	0.165843
560.7553963	3.5757	0.166162
560.8430121	3.571685	0.166443
560.9200608	3.567524	0.166673
560.9971095	3.562968	0.16693
561.0741582	3.557928	0.16726
561.1512069	3.55281	0.167638
561.2283077	3.547489	0.167962
561.3118582	3.542009	0.168308
561.3954088	3.536575	0.168708
561.4789593	3.531068	0.169115
561.5625098	3.525364	0.169608
561.6472475	3.519543	0.170115
561.7341753	3.513835	0.170594
561.8211031	3.508375	0.171113
561.9080309	3.503342	0.1716
561.9960072	3.497958	0.172101
562.0955826	3.492534	0.172652
562.1966034	3.487257	0.173151
562.287319	3.482527	0.173637
562.3768403	3.47826	0.174108
562.4543189	3.47475	0.174603
562.5256507	3.471699	0.175183
562.5969825	3.468753	0.175793
562.6683143	3.466223	0.176255
562.7396461	3.464061	0.176662
562.8120968	3.462284	0.176984
562.9039423	3.460759	0.177219
562.9957879	3.459564	0.177443
563.0876334	3.458738	0.177619
563.1794789	3.457976	0.177662
563.2713245	3.457743	0.177652
563.36317	3.457807	0.177546
563.4550156	3.458028	0.177467
563.5468611	3.458573	0.177471
563.6347907	3.459629	0.177399
563.7173796	3.461192	0.177295
563.8000851	3.463052	0.177185
563.8827906	3.464965	0.177095
563.9654961	3.466958	0.177022
564.0482016	3.469105	0.176919
564.1309071	3.471311	0.176789
564.2136126	3.473617	0.176561
564.2963181	3.475879	0.17631
564.3790236	3.477836	0.175989
564.4555849	3.479678	0.175663
564.5230611	3.481463	0.17528
564.5905373	3.48321	0.174802
564.6580136	3.485084	0.174246
564.7254898	3.486659	0.173668
564.7929661	3.488008	0.173134
564.8667664	3.48876	0.172659
564.9545667	3.489383	0.172168
565.042367	3.489952	0.171699
565.1301673	3.490321	0.171314
565.2179675	3.49027	0.170962
565.3015494	3.490232	0.170728
565.3809068	3.490046	0.170507
565.4530315	3.489762	0.170273
565.5251563	3.489452	0.17009
565.597281	3.488873	0.169965
565.6766628	3.488226	0.16992
565.7617478	3.487186	0.169825
565.8468329	3.485955	0.169714
565.9319179	3.484541	0.169676
566.0126089	3.48317	0.169628
566.0809811	3.481784	0.169628
566.1493534	3.480234	0.169578
566.2177256	3.478485	0.169492
566.2860978	3.476509	0.169417
566.35447	3.474542	0.169289
566.4131973	3.472165	0.169212
566.4710345	3.46959	0.169121
566.5288717	3.466899	0.168959
566.586709	3.463861	0.168781
566.6445462	3.460373	0.16862
566.7023834	3.456507	0.168444
566.7664917	3.452636	0.168238
566.8348843	3.448518	0.167976
566.903277	3.444203	0.167766
566.9716696	3.439749	0.167539
567.0400623	3.434899	0.167375
567.1059096	3.429663	0.167254
567.1640516	3.424257	0.167104
567.2221936	3.418807	0.167058
567.2803356	3.413178	0.167046
567.3384776	3.406894	0.16713
567.3966196	3.400048	0.167283
567.4547616	3.393029	0.167342
567.5444447	3.385705	0.167439
567.6354409	3.37783	0.167563
567.7264372	3.369797	0.167742
567.8174334	3.361853	0.167823
567.9072562	3.353775	0.167865
567.9970069	3.345259	0.16797
568.0924336	3.335999	0.168121
568.1885054	3.326489	0.168126
568.2623127	3.316838	0.168061
568.3327487	3.306869	0.168022
568.4031846	3.296425	0.16799
568.4736205	3.285817	0.167939
568.5440565	3.274485	0.16796
568.6332809	3.262941	0.167902
568.7638992	3.251545	0.167741
568.8945174	3.240118	0.167505
569.026963	3.228535	0.167398
569.163365	3.217067	0.167367
569.299767	3.205689	0.167312
569.4272457	3.194324	0.167143
569.543675	3.1828	0.166895
569.6601043	3.171522	0.166576
569.7773612	3.160514	0.166187
569.9034817	3.149484	0.16573
570.0296022	3.138256	0.165332
570.1557228	3.126719	0.164993
570.2770715	3.115045	0.164615
570.3983342	3.102987	0.164187
570.519597	3.090731	0.163819
570.6340978	3.078375	0.16341
570.7464033	3.065821	0.162998
570.8595346	3.053229	0.162518
570.9827603	3.04077	0.162061
571.1263605	3.02846	0.161561
571.2699606	3.01619	0.16096
571.4053113	3.004304	0.160368
571.5310833	2.992886	0.159789
571.6568553	2.982096	0.159306
571.7881051	2.971581	0.158657
571.9351589	2.961407	0.157801
572.0822127	2.951859	0.156922
572.2384892	2.942735	0.156031
572.4034186	2.933893	0.155108
572.5679651	2.925335	0.15416
572.7275476	2.917139	0.153206
572.8871302	2.909694	0.152267
573.0408206	2.902911	0.151335
573.1895993	2.896971	0.150543
573.338378	2.891344	0.149842
573.4954671	2.886211	0.149126
573.6541899	2.881762	0.148535
573.8205665	2.877708	0.148083
574.0024306	2.874087	0.147786
574.1842064	2.871105	0.147505
574.3515442	2.86821	0.147205
574.5188821	2.865726	0.146968
574.6940449	2.863747	0.1468
574.8765001	2.862255	0.146795
575.0582444	2.86115	0.146792
575.2376788	2.86025	0.146779
575.4171132	2.859785	0.146897
575.6169986	2.859944	0.147113
575.8187935	2.860594	0.147441
576.0170125	2.861336	0.14775
576.2146056	2.862249	0.148005
576.4029872	2.863378	0.148351
576.5881924	2.864483	0.148795
576.77111	2.865805	0.149373
576.9457511	2.867247	0.149945
577.1197978	2.868946	0.150442
577.291708	2.871046	0.151035
577.4636182	2.873445	0.151692
577.6091662	2.876313	0.152465
577.7519122	2.879515	0.153202
577.8954339	2.882851	0.15387
578.0447822	2.886244	0.15463
578.1941305	2.889775	0.155471
578.3403826	2.893478	0.15639
578.4829144	2.897425	0.157313
578.6254462	2.901401	0.158206
578.7655498	2.905661	0.159207
578.9044223	2.910417	0.160298
579.0432949	2.915357	0.161456
579.182144	2.920306	0.162622
579.3209873	2.925412	0.163756
579.4598305	2.930754	0.164909
579.6023407	2.936254	0.16608
579.7514667	2.941819	0.167333
579.9010697	2.947424	0.16856
580.0487223	2.953213	0.169721
580.1963749	2.959052	0.17084
580.3415141	2.964822	0.171893
580.4812965	2.970898	0.172959
580.621079	2.977101	0.173911
580.7629284	2.983459	0.17478
580.9089589	2.989913	0.17565
581.0549894	2.996362	0.176541
581.2002482	3.003479	0.177452
581.3446372	3.011268	0.178343
581.4890262	3.019517	0.179238
581.6319449	3.028859	0.180274
581.7737853	3.039511	0.181398
581.9156258	3.051546	0.182614
582.0658136	3.064896	0.183912
582.2208681	3.079191	0.18525
582.3759225	3.095725	0.186666
582.559335	3.114618	0.188107
582.7390703	3.135618	0.189639
582.8986105	3.158066	0.191269
583.0505318	3.181707	0.192895
583.2024531	3.207144	0.194595
583.3543744	3.234324	0.196381
583.5062956	3.263171	0.198127
583.6522848	3.292852	0.199937
583.7913313	3.323209	0.20167
583.9303777	3.354422	0.203223
584.073657	3.386368	0.204683
584.2196676	3.419272	0.206005
584.3656782	3.452538	0.207036
584.5239153	3.486128	0.20788
584.6836492	3.519975	0.208466
584.8468893	3.553602	0.208737
585.0152281	3.586579	0.208717
585.1825335	3.618724	0.208404
585.3305932	3.649841	0.207787
585.478653	3.679391	0.206887
585.6387008	3.706825	0.205845
585.8317061	3.732014	0.204795
586.0077967	3.7555	0.203565
586.163004	3.777444	0.202237
586.3206536	3.796652	0.200972
586.5204936	3.813516	0.199701
586.7045154	3.827961	0.198731
586.8237921	3.840881	0.197828
