phase,temperature,pressure,gibbs_energy,composition,state,modele_thermodynamique,modele_pression,reference,temperature_max_source
2-butanone,900.0,30000.0,-328350.59,C4H8O,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
2-butanone,900.0,50000.0,-324528.073,C4H8O,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
2-butanone,1000.0,1.0,-457277.262,C4H8O,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
2-butanone,1000.0,1000.0,-399842.989,C4H8O,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
2-butanone,1000.0,5000.0,-386461.378,C4H8O,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
2-butanone,1000.0,10000.0,-380698.231,C4H8O,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
2-butanone,1000.0,20000.0,-374935.085,C4H8O,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
2-butanone,1000.0,30000.0,-371563.86,C4H8O,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
2-butanone,1000.0,50000.0,-367316.62,C4H8O,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,298.15,1.0,-332531.768,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,298.15,1000.0,-315407.739,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,298.15,5000.0,-311418.012,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,298.15,10000.0,-309699.73,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,298.15,20000.0,-307981.448,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,298.15,30000.0,-306976.317,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,298.15,50000.0,-305710.003,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,400.0,1.0,-372994.174,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,400.0,1000.0,-350020.464,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,400.0,5000.0,-344667.82,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,400.0,10000.0,-342362.561,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,400.0,20000.0,-340057.303,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,400.0,30000.0,-338708.813,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,400.0,50000.0,-337009.917,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,500.0,1.0,-416240.087,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,500.0,1000.0,-387522.951,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,500.0,5000.0,-380832.145,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,500.0,10000.0,-377950.572,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,500.0,20000.0,-375068.999,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,500.0,30000.0,-373383.387,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,500.0,50000.0,-371259.766,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,600.0,1.0,-462727.28,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,600.0,1000.0,-428266.717,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,600.0,5000.0,-420237.75,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,600.0,10000.0,-416779.862,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,600.0,20000.0,-413321.974,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,600.0,30000.0,-411299.24,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,600.0,50000.0,-408750.895,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,700.0,1.0,-512249.383,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,700.0,1000.0,-472045.392,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,700.0,5000.0,-462678.264,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,700.0,10000.0,-458644.061,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,700.0,20000.0,-454609.859,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,700.0,30000.0,-452250.002,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,700.0,50000.0,-449276.933,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,800.0,1.0,-564620.748,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,800.0,1000.0,-518673.33,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,800.0,5000.0,-507968.041,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,800.0,10000.0,-503357.524,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,800.0,20000.0,-498747.007,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,800.0,30000.0,-496050.027,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,800.0,50000.0,-492652.235,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,900.0,1.0,-619668.579,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,900.0,1000.0,-567977.733,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,900.0,5000.0,-555934.283,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,900.0,10000.0,-550747.451,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,900.0,20000.0,-545560.619,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,900.0,30000.0,-542526.517,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,900.0,50000.0,-538704.001,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,1000.0,1.0,-677228.596,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,1000.0,1000.0,-619794.323,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,1000.0,5000.0,-606412.712,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,1000.0,10000.0,-600649.566,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,1000.0,20000.0,-594886.419,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,1000.0,30000.0,-591515.195,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
ethylacetate,1000.0,50000.0,-587267.954,C4H8O2,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,298.15,1.0,188225.608,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,298.15,1000.0,205349.637,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,298.15,5000.0,209339.364,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,298.15,10000.0,211057.646,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,298.15,20000.0,212775.928,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,298.15,30000.0,213781.059,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,298.15,50000.0,215047.373,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,400.0,1.0,158036.506,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,400.0,1000.0,181010.215,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,400.0,5000.0,186362.86,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,400.0,10000.0,188668.118,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,400.0,20000.0,190973.377,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,400.0,30000.0,192321.867,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,400.0,50000.0,194020.763,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,500.0,1.0,125720.12,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,500.0,1000.0,154437.257,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,500.0,5000.0,161128.062,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,500.0,10000.0,164009.635,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,500.0,20000.0,166891.209,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,500.0,30000.0,168576.821,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,500.0,50000.0,170700.441,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,600.0,1.0,90807.849,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,600.0,1000.0,125268.413,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,600.0,5000.0,133297.38,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,600.0,10000.0,136755.268,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,600.0,20000.0,140213.155,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,600.0,30000.0,142235.89,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,600.0,50000.0,144784.234,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,700.0,1.0,53401.636,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,700.0,1000.0,93605.627,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,700.0,5000.0,102972.755,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,700.0,10000.0,107006.958,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,700.0,20000.0,111041.16,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,700.0,30000.0,113401.017,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,700.0,50000.0,116374.086,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,800.0,1.0,13629.729,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,800.0,1000.0,59577.147,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,800.0,5000.0,70282.436,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,800.0,10000.0,74892.953,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,800.0,20000.0,79503.47,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,800.0,30000.0,82200.45,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,800.0,50000.0,85598.242,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,900.0,1.0,-28363.318,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,900.0,1000.0,23327.528,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,900.0,5000.0,35370.978,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,900.0,10000.0,40557.81,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,900.0,20000.0,45744.641,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,900.0,30000.0,48778.743,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,900.0,50000.0,52601.26,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,1000.0,1.0,-72422.133,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,1000.0,1000.0,-14987.86,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,1000.0,5000.0,-1606.249,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,1000.0,10000.0,4156.897,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,1000.0,20000.0,9920.044,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,1000.0,30000.0,13291.268,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
pyridine,1000.0,50000.0,17538.509,C5H5N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,298.15,1.0,184535.32,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,298.15,1000.0,201659.349,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,298.15,5000.0,205649.076,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,298.15,10000.0,207367.358,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,298.15,20000.0,209085.64,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,298.15,30000.0,210090.771,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,298.15,50000.0,211357.085,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,400.0,1.0,149906.292,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,400.0,1000.0,172880.002,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,400.0,5000.0,178232.646,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,400.0,10000.0,180537.905,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,400.0,20000.0,182843.163,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,400.0,30000.0,184191.653,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,400.0,50000.0,185890.549,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,500.0,1.0,112554.419,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,500.0,1000.0,141271.555,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,500.0,5000.0,147962.361,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,500.0,10000.0,150843.934,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,500.0,20000.0,153725.507,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,500.0,30000.0,155411.12,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,500.0,50000.0,157534.74,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,600.0,1.0,71971.574,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,600.0,1000.0,106432.137,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,600.0,5000.0,114461.104,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,600.0,10000.0,117918.992,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,600.0,20000.0,121376.88,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,600.0,30000.0,123399.615,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,600.0,50000.0,125947.959,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,700.0,1.0,28289.564,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,700.0,1000.0,68493.555,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,700.0,5000.0,77860.683,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,700.0,10000.0,81894.886,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,700.0,20000.0,85929.088,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,700.0,30000.0,88288.945,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,700.0,50000.0,91262.014,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,800.0,1.0,-18336.205,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,800.0,1000.0,27611.214,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,800.0,5000.0,38316.503,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,800.0,10000.0,42927.02,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,800.0,20000.0,47537.537,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,800.0,30000.0,50234.517,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,800.0,50000.0,53632.309,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,900.0,1.0,-67735.701,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,900.0,1000.0,-16044.855,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,900.0,5000.0,-4001.405,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,900.0,10000.0,1185.427,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,900.0,20000.0,6372.259,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,900.0,30000.0,9406.361,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,900.0,50000.0,13228.877,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,1000.0,1.0,-119729.189,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,1000.0,1000.0,-62294.916,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,1000.0,5000.0,-48913.304,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,1000.0,10000.0,-43150.158,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,1000.0,20000.0,-37387.012,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,1000.0,30000.0,-34015.787,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
3-methylpyridine,1000.0,50000.0,-29768.547,C6H7N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,298.15,1.0,337707.376,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,298.15,1000.0,354831.405,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,298.15,5000.0,358821.132,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,298.15,10000.0,360539.414,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,298.15,20000.0,362257.696,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,298.15,30000.0,363262.827,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,298.15,50000.0,364529.141,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,400.0,1.0,295157.366,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,400.0,1000.0,318131.075,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,400.0,5000.0,323483.719,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,400.0,10000.0,325788.978,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,400.0,20000.0,328094.236,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,400.0,30000.0,329442.726,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,400.0,50000.0,331141.622,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,500.0,1.0,247479.851,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,500.0,1000.0,276196.988,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,500.0,5000.0,282887.794,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,500.0,10000.0,285769.367,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,500.0,20000.0,288650.94,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,500.0,30000.0,290336.552,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,500.0,50000.0,292460.173,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,600.0,1.0,194152.847,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,600.0,1000.0,228613.411,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,600.0,5000.0,236642.378,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,600.0,10000.0,240100.266,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,600.0,20000.0,243558.153,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,600.0,30000.0,245580.888,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,600.0,50000.0,248129.232,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,700.0,1.0,135455.343,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,700.0,1000.0,175659.334,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,700.0,5000.0,185026.462,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,700.0,10000.0,189060.665,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,700.0,20000.0,193094.867,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,700.0,30000.0,195454.724,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,700.0,50000.0,198427.793,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,800.0,1.0,71712.949,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,800.0,1000.0,117660.367,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,800.0,5000.0,128365.656,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,800.0,10000.0,132976.174,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,800.0,20000.0,137586.691,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,800.0,30000.0,140283.67,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,800.0,50000.0,143681.463,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,900.0,1.0,3280.174,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,900.0,1000.0,54971.02,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,900.0,5000.0,67014.47,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,900.0,10000.0,72201.302,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,900.0,20000.0,77388.133,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,900.0,30000.0,80422.235,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,900.0,50000.0,84244.752,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,1000.0,1.0,-69469.304,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,1000.0,1000.0,-12035.031,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,1000.0,5000.0,1346.58,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,1000.0,10000.0,7109.727,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,1000.0,20000.0,12872.873,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
carbazole,1000.0,30000.0,16244.098,C12H9N,gas,CGL Maier-Kelley,gaz parfait,HOKR98,1000.0
