PGD ID,Type,Grain Label,Reference,Data Published,Source,Technique,Size a (µm),Size b (µm),Density min (g/cm^3),Density max (g/cm^3),12C/13C,err[12C/13C],14N/15N,err[14N/15N],26Al/27Al,err[26Al/27Al],d(29Si/28Si),err[d(29Si/28Si)],d(30Si/28Si),err[d(30Si/28Si)],44Ti/48Ti,err[44Ti/48Ti]
Gra-2014-AMA-000644,HD,KFC1c-436,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,618.94,9.56,277,9,,,,,,,,
Gra-2014-AMA-000645,HD,KFC1c-444,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,89.59,0.53,302,26,,,,,,,,
Gra-2014-AMA-000646,HD,KFC1c-451,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,10.81,0.03,271,7,,,-10,70,8,69,,
Gra-2014-AMA-000647,HD,KFC1c-453,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,411.96,5.02,258,17,,,-29,87,16,87,,
Gra-2014-AMA-000648,HD,KFC1c-456,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,169.39,1.23,262,8,,,8,24,40,24,,
Gra-2014-AMA-000649,HD,KFC1c-457,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,92.38,0.47,280,14,,,36,36,-35,33,,
Gra-2014-AMA-000650,HD,KFC1c-462c,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,358.58,5.06,282,11,,,0,58,37,57,,
Gra-2014-AMA-000651,HD,KFC1c-511,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,89.93,4.1,279,8,,,-105,80,78,87,,
Gra-2014-AMA-000652,HD,KFC1c-523,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,246.6,2.08,264,17,,,5,45,99,46,,
Gra-2014-AMA-000653,HD,KFC1c-531,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,442.09,4.55,273,7,,,48,50,94,49,,
Gra-2014-AMA-000654,HD,KFC1c-532,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,323.36,3.44,268,5,,,,,,,,
Gra-2014-AMA-000655,HD,KFC1c-533,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,870.59,15.07,270,4,,,-117,41,-38,41,,
Gra-2014-AMA-000656,HD,KFC1c-534,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,872.9,15.07,274,11,,,13,59,4,56,,
Gra-2014-AMA-000657,HD,KFC1c-537,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,177.23,1.52,264,8,,,2,40,37,39,,
Gra-2014-AMA-000658,HD,KFC1c-539c,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,539.54,7.1,281,29,,,,,,,,
Gra-2014-AMA-000659,HD,KFC1c-541,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,97.08,0.63,272,5,,,-46,36,-28,35,,
Gra-2014-AMA-000660,HD,KFC1c-545,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,33.46,0.13,291,15,,,111,52,5,47,,
Gra-2014-AMA-000661,HD,KFC1c-547,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,1917.1,65.25,285,16,,,71,99,125,99,,
Gra-2014-AMA-000662,HD,KFC1c-548,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,9.12,0.03,285,11,,,46,162,-18,151,,
Gra-2014-AMA-000663,HD,KFC1c-551,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,262.45,2.74,268,7,,,1,53,91,54,,
Gra-2014-AMA-000664,HD,KFC1c-552,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,92.32,0.51,280,5,,,,,,,,
Gra-2014-AMA-000665,HD,KFC1c-554,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,90.77,0.41,275,11,,,-67,49,-35,48,,
Gra-2014-AMA-000666,HD,KFC1c-631,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,302.85,2.45,284,9,,,-22,33,-3,32,,
Gra-2014-AMA-000667,HD,KFC1c-651,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,135.72,0.95,266,8,,,,,,,,
Gra-2014-AMA-000668,HD,KFC1d-012,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,410.6,4.1,257.65,3.44,,,-29,7,-41,10,,
Gra-2014-AMA-000669,HD,KFC1d-041,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,137.2,1.2,267.46,3.57,,,-21,6,-15,9,,
Gra-2014-AMA-000670,HD,KFC1d-042,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,137.7,1.4,263.62,4.6,,,-57,18,-9,23,,
Gra-2014-AMA-000671,HD,KFC1d-043,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,217.4,8,257.78,4.13,,,-13,8,-21,11,,
Gra-2014-AMA-000672,HD,KFC1d-051,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,486.3,5.5,275.34,3.81,,,-31,7,22,10,,
Gra-2014-AMA-000673,HD,KFC1d-061,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,5.457,0.041,297.15,4.03,,,-137,6,-140,9,,
Gra-2014-AMA-000674,HD,KFC1d-101,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,87.8,0.7,266.64,3.83,,,-18,8,-16,11,,
Gra-2014-AMA-000675,HD,KFC1d-102,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,13.893,0.108,255.7,5.29,,,25,13,4,17,,
Gra-2014-AMA-000676,HD,KFC1d-111,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,143.2,1.2,263.49,3.67,,,-26,8,-18,11,,
Gra-2014-AMA-000677,HD,KFC1d-112,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,562.4,6.1,262.89,4.3,,,5,15,132,20,,
Gra-2014-AMA-000678,HD,KFC1d-121,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,269.3,2.5,256.07,3.65,,,-25,6,-30,10,,
Gra-2014-AMA-000679,HD,KFC1d-131,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,485.5,5.1,270.99,3.69,,,-13,6,16,10,,
Gra-2014-AMA-000680,HD,KFC1d-132,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,448.9,4.4,258.54,3.48,,,-36,7,-35,10,,
Gra-2014-AMA-000681,HD,KFC1d-134,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,121.9,1,264.09,3.67,,,-29,6,-43,9,,
Gra-2014-AMA-000682,HD,KFC1d-134b,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,408.2,4.3,263.89,3.77,,,-32,7,-33,10,,
Gra-2014-AMA-000683,HD,KFC1d-141,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,191.2,1.6,259.44,3.71,,,-10,7,6,11,,
Gra-2014-AMA-000684,HD,KFC1d-143,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,451.7,4.3,259.12,3.66,,,-25,8,-34,11,,
Gra-2014-AMA-000685,HD,KFC1d-144,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,8.351,0.063,275.13,3.78,,,-15,8,-35,11,,
Gra-2014-AMA-000686,HD,KFC1d-151,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,99.2,0.8,578.86,9.86,,,-34,12,-86,15,,
Gra-2014-AMA-000687,HD,KFC1d-152,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,104.5,0.8,261.32,3.76,,,7,12,-9,15,,
Gra-2014-AMA-000688,HD,KFC1d-161,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,420.7,4.5,311.57,4.36,,,-53,8,-63,11,,
Gra-2014-AMA-000689,HD,KFC1d-171,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,365.3,3.6,268.22,3.72,,,-45,10,-63,13,,
Gra-2014-AMA-000690,HD,KFC1d-171b,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,529.9,7.7,271.84,4.4,,,-32,5,-43,9,,
Gra-2014-AMA-000691,HD,KFC1d-171c,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,15,0.1,278.79,5.16,,,-25,15,-19,19,,
Gra-2014-AMA-000692,HD,KFC1d-201,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,305.2,3.3,268.77,3.65,,,-26,8,-28,11,,
Gra-2014-AMA-000693,HD,KFC1d-202,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,308.5,3.1,265.16,5.17,,,-33,10,24,14,,
Gra-2014-AMA-000694,HD,KFC1d-211,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,426.3,4.4,350.61,4.86,,,-41,9,-50,12,,
Gra-2014-AMA-000695,HD,KFC1d-212,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,58.6,0.5,,,,,88,13,229,16,,
Gra-2014-AMA-000696,HD,KFC1d-213,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,7.511,0.057,256.77,3.55,,,-27,9,-36,12,,
Gra-2014-AMA-000697,HD,KFC1d-231,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,377.1,3.7,264.29,3.66,,,-47,8,-59,11,,
Gra-2014-AMA-000698,HD,KFC1d-241,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,802.1,9.1,263.82,3.6,,,-33,6,-43,9,,
Gra-2014-AMA-000699,HD,KFC1d-242,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,16.06,0.12,277.46,3.99,,,-16,11,-24,14,,
Gra-2014-AMA-000700,HD,KFC1d-261,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,588.3,6.4,269.74,3.74,,,-26,7,-37,10,,
Gra-2014-AMA-000701,HD,KFC1d-301,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,437.1,4.4,260.41,3.74,,,3,9,66,13,,
Gra-2014-AMA-000702,HD,KFC1d-302,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,732.8,7.8,259.89,3.56,,,-34,7,-56,10,,
Gra-2014-AMA-000703,HD,KFC1d-303,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,147.3,1.2,266.44,3.52,,,-39,6,-61,9,,
Gra-2014-AMA-000704,HD,KFC1d-304,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,115.5,0.9,258.73,3.8,,,-9,10,-17,13,,
Gra-2014-AMA-000705,HD,KFC1d-331,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,16.2,0.1,284.47,4,,,-20,10,8,13,,
Gra-2014-AMA-000706,HD,KFC1d-334,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,111.6,0.9,262.76,4.05,,,-41,9,-29,12,,
Gra-2014-AMA-000707,HD,KFC1d-342,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,235.6,2.2,271.34,3.88,,,-25,10,-19,13,,
Gra-2014-AMA-000708,HD,KFC1d-343,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,29.5,0.2,250.56,3.6,,,-27,8,-23,12,,
Gra-2014-AMA-000709,HD,KFC1d-344,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,338.2,3.1,265.49,4.2,,,34,11,130,15,,
Gra-2014-AMA-000710,HD,KFC1d-345,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,579.5,8.1,252.92,4.92,,,-22,12,-48,15,,
Gra-2014-AMA-000711,HD,KFC1d-346,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,332.1,3.5,261.06,4.03,,,-15,8,9,12,,
Gra-2014-AMA-000712,HD,KFC1d-347,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,15.22,0.12,264.76,4.58,,,-26,13,-33,16,,
Gra-2014-AMA-000713,HD,KFC1d-348,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,547.6,6.6,269.32,3.75,,,-13,7,-19,10,,
Gra-2014-AMA-000714,HD,KFC1d-349,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,488.8,5,248.83,3.43,,,-31,7,-39,10,,
Gra-2014-AMA-000715,HD,KFC1d-351,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,623.3,7.1,260.41,3.66,,,-10,8,-11,11,,
Gra-2014-AMA-000716,HD,KFC1d-352,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,274.8,2.6,268.15,3.75,,,-26,8,-40,11,,
Gra-2014-AMA-000717,HD,KFC1d-353,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,109.2,0.9,271.77,3.61,,,-24,5,-2,9,,
Gra-2014-AMA-000718,HD,KFC1d-361,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,15.8,0.1,268.7,4.21,,,-23,11,-18,15,,
Gra-2014-AMA-000719,HD,KFC1d-362,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,392.3,4.7,276.14,3.84,,,-31,7,47,11,,
Gra-2014-AMA-000720,HD,KFC1d-363,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,739.8,9.7,247.89,3.67,,,-26,7,-39,10,,
Gra-2014-AMA-000721,HD,KFC1d-401,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,14.8,0.1,295.98,4.19,,,-37,10,-52,14,,
Gra-2014-AMA-000722,HD,KFC1d-402,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,195.1,1.9,272.9,3.69,,,-23,7,-31,10,,
Gra-2014-AMA-000723,HD,KFC1d-403,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,87.2,0.7,262.5,3.55,,,-28,7,-46,10,,
Gra-2014-AMA-000724,HD,KFC1d-432,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,451,4.4,265.9,3.67,,,-27,9,-21,12,,
Gra-2014-AMA-000725,HD,KFC1d-462,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,225.4,2.1,282.32,3.84,,,-25,9,-25,12,,
Gra-2014-AMA-000726,HD,KFC1d-463,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,320.5,3.6,269.46,4.16,,,13,11,19,14,,
Gra-2014-AMA-000727,HD,KFC1d-471,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,311.5,3.2,274.33,4.28,,,-17,8,-25,11,,
Gra-2014-AMA-000728,HD,KFC1d-472,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,65.5,0.5,263.42,3.56,,,-25,8,-28,11,,
Gra-2014-AMA-000729,HD,KFC1d-501,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,210.8,2,272.05,3.64,,,-15,6,-14,9,,
Gra-2014-AMA-000730,HD,KFC1d-502,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,11.2,0.1,264.69,3.59,,,-20,7,-41,10,,
Gra-2014-AMA-000731,HD,KFC1d-521,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,875,10.9,280.96,3.98,,,40,8,157,13,,
Gra-2014-AMA-000732,HD,KFC1d-522,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,469.9,4.8,268.28,3.59,,,3,7,17,10,,
Gra-2014-AMA-000733,HD,KFC1d-561,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,633,8.1,272.55,3.92,,,-29,10,-48,13,,
Gra-2014-AMA-000734,HD,KFC1d-562,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,359.5,3.7,265.16,3.63,,,-23,10,-34,13,,
Gra-2014-AMA-000735,HD,KFC1d-563,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,593.2,7.2,282.4,3.91,,,-31,7,-34,10,,
Gra-2014-AMA-000736,HD,KFC1d-622,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,197.3,1.7,272.9,4.14,,,61,9,90,13,,
Gra-2014-AMA-000737,HD,KFC1d-623,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,509.9,5.9,256.14,3.49,,,-31,9,-29,12,,
Gra-2014-AMA-000738,HD,KFC1d-624,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,404.2,4,259.31,3.75,,,-24,10,-58,13,,
Gra-2014-AMA-000739,HD,KFC1d-625,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,12.969,0.098,275.71,3.7,,,-24,7,-31,10,,
Gra-2014-AMA-000740,HD,KFC1d-626,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,9.854,0.075,268.01,3.62,,,-25,8,-35,11,,
Gra-2014-AMA-000741,HD,KFC1d-627,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,32.6,0.3,529.38,7.77,,,-34,10,-34,13,,
Gra-2014-AMA-000742,HD,KFC1d-631,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,408.6,4,273.62,4.04,,,19,10,123,14,,
Gra-2014-AMA-000743,HD,KFC1d-632,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,11.6,0.1,380.85,5.96,,,-37,12,-31,15,,
Gra-2014-AMA-000744,HD,KFC1d-633,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,242.4,2.1,256.58,3.59,,,-36,8,-17,12,,
Gra-2014-AMA-000745,HD,KFC1d-634,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,201.9,1.8,290.55,3.99,,,-17,8,-22,11,,
Gra-2014-AMA-000746,HD,KFC1d-641,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,5.372,0.04,410.26,5.62,,,-13,7,13,11,,
Gra-2014-AMA-000747,HD,KFC1d-642,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,251.9,2.3,269.6,4.25,,,-3,8,0,11,,
Gra-2014-AMA-000748,HD,KFC1d-662,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,69.4,0.6,281.57,3.99,,,-15,15,-90,17,,
Gra-2014-AMA-000749,HD,KFC1d-663,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,139,1.2,267.26,3.97,,,-2,9,-3,12,,
Gra-2014-AMA-000750,HD,KFC1d-664,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,369.2,3.6,260.21,3.55,,,-16,8,-16,11,,
Gra-2014-AMA-000751,HD,KFC1d-665,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,91.2,0.8,272.26,4.49,,,-11,13,5,16,,
Gra-2014-AMA-000752,HD,KFC1d-731,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,653.4,8.1,274.98,3.7,,,-22,7,-30,10,,
Gra-2014-AMA-000753,HD,KFC1d-732,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,462,5.1,267.67,3.85,,,15,8,62,12,,
Gra-2014-AMA-000754,HD,KFC1f-021,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,73.464955940218,0.391721267373472,,,,,-31.7636949006221,16.959600396068,-39.345454330483,20.052611483279,,
Gra-2014-AMA-000755,HD,KFC1f-022,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,276.341909902148,1.65460107829046,,,,,-33.7437282443835,13.7851109673261,-27.8175997824487,16.4781936991396,,
Gra-2014-AMA-000756,HD,KFC1f-023,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,9.11665119905754,0.0467287615558955,,,,,-10.5773381223739,17.6594626173616,-24.270567613823,20.7943886801047,,
Gra-2014-AMA-000757,HD,KFC1f-024,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,88.8810005479147,0.524168328773161,,,,,-8.79530811298856,29.3897567569982,-78.9539802134723,33.3135759193332,,
Gra-2014-AMA-000758,HD,KFC1f-031,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,300.077860784025,2.13161404037827,,,,,-14.7354081442732,32.5336121386175,-28.9999438386575,38.1522270944828,,
Gra-2014-AMA-000759,HD,KFC1f-032,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,378.20955191665,3.1844236130527,,,,,-1.27118140669491,20.9519836262809,-51.1688948925695,24.0814244611341,,
Gra-2014-AMA-000760,HD,KFC1f-033,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,271.945561335523,2.34383447219832,,,,,-69.582331766467,32.1773178235766,-22.7926375435621,39.1827622354528,,
Gra-2014-AMA-000761,HD,KFC1f-034,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,22.3343064839254,0.116602198810662,,,,,-7.01327810360319,70.2660581366462,27.7525708593571,84.7118766100875,,
Gra-2014-AMA-000762,HD,KFC1f-035,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,33.4468335395193,0.179348169729783,,,,,9.42099864961721,22.5393989806106,-17.1765032765709,26.2874840628111,,
Gra-2014-AMA-000763,HD,KFC1f-036,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,9.266683212982,0.0470153240029628,,,,,-11.963361463007,26.2471428038571,-52.9424109768823,30.31745190231,,
Gra-2014-AMA-000764,HD,KFC1f-037,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,272.177530822019,2.15362410743728,,,,,-22.0615315161906,48.7211445720482,-56.4894431455083,56.433242606287,,
Gra-2014-AMA-000765,HD,KFC1f-051,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,29.7097571663886,0.157571725512335,,,,,227.224666463383,161.692271950783,200.965975093922,187.933929889882,,
Gra-2014-AMA-000766,HD,KFC1f-061,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,233.020539411159,1.79503711649204,,,,,-99.2828319228896,64.0396466036057,26.8658128172006,81.7314856564907,,
Gra-2014-AMA-000767,HD,KFC1f-062,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,782.705131562585,8.23694838124696,,,,,-70.7703517727238,81.6479547987226,-154.623999810825,91.4858271642418,,
Gra-2014-AMA-000768,HD,KFC1f-071,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,86.8646439111653,0.502084994473519,,,,,-28.0016315474753,22.7912207237231,-10.9691969814758,27.2905865748675,,
Gra-2014-AMA-000769,HD,KFC1f-072,Amari et al. (2014) GCA 59:479,full,Murchison,WU 3f and/or WU NanoSIMS,,,2.15,2.2,439.306276228105,4.07071998724077,,,,,-34.1397349131359,46.2497337795934,-32.2513899932312,54.7343995741752,,
