PGD ID,Type,Grain Label,Reference,Data Published,Source,Technique,Size a (µm),Size b (µm),Density min (g/cm^3),Density max (g/cm^3),12C/13C,err[12C/13C],14N/15N,err[14N/15N],26Al/27Al,err[26Al/27Al],d(29Si/28Si),err[d(29Si/28Si)],d(30Si/28Si),err[d(30Si/28Si)],44Ti/48Ti,err[44Ti/48Ti]
Gra-1995-ZIN-000037,,LFC-82,Zinner et al. (1995) MAPS 30:209,full,Murchison,WU 3f,4.31,,1.75,2.2,2595,96,267,9,,,,,,,,
Gra-1995-ZIN-000038,,LFC-83,Zinner et al. (1995) MAPS 30:209,full,Murchison,WU 3f,2.61,,1.75,2.2,8.7,0.1,679,71,,,,,,,,
Gra-1995-ZIN-000039,,LFC-84,Zinner et al. (1995) MAPS 30:209,full,Murchison,WU 3f,5.55,,1.75,2.2,62,0.3,193,4,,,,,,,,
Gra-1995-ZIN-000040,,LFC-86,Zinner et al. (1995) MAPS 30:209,full,Murchison,WU 3f,4.4,,1.75,2.2,735,11,260,18,,,,,,,,
Gra-1996-AMA-000001,LD,KE3c-111,Amari et al. (1996) ApJL 470:L101,full,Murchison,WU 3f,5.1,,1.65,1.72,119.67,1.26,171.1,6.7,0.00885,0.00109,-99,114,-303,105,,
Gra-1996-AMA-000002,LD,KE3c-551 (KE3c-551b),Amari et al. (1996) ApJL 470:L101,full,Murchison,WU 3f,13.7,,1.65,1.72,7768,226,28.6,1.6,0.0723,0.00033,98,64,-412,48,,
Gra-1996-AMA-000003,LD,KE3c-621,Amari et al. (1996) ApJL 470:L101,full,Murchison,WU 3f,7.6,,1.65,1.72,1493.15,43.59,270,15,0.0651,0.00076,45,114,-146,137,,
Gra-1996-AMA-000004,LD,KE3c-721,Amari et al. (1996) ApJL 470:L101,full,Murchison,WU 3f,4.9,,1.65,1.72,65.31,0.5,213,7,0.00408,0.00012,-214,143,-73,166,,
Gra-1996-AMA-000005,LD,KE3d-8,Amari et al. (1996) ApJL 470:L101,full,Murchison,WU 3f,7.8,,1.65,1.72,43.2,0.11,,,0.0441,0.0036,-38,79,-61,75,,
Gra-1996-NIT-000001,LD,KE3a-321,Nittler et al. (1996) ApJL 462:L31,full,Murchison,WU 3f,20,,1.65,1.72,135.92,0.95,215,10,0.1037,0.00114,-214,37,-314,33,0.00106,0.00022
Gra-1996-NIT-000002,LD,KE3a-322,Nittler et al. (1996) ApJL 462:L31,full,Murchison,WU 3f,6.8,,1.65,1.72,147.23,1.8,161,9,0.12502,0.00109,-120,27,-179,17,0.0024,0.0011
Gra-1996-NIT-000003,LD,KE3c-242,Nittler et al. (1996) ApJL 462:L31,full,Murchison,WU 3f,11.4,,1.65,1.72,6.91,0.02,257,10,0.0018,0.000329,197,149,77,149,0.0976,0.0376
Gra-1996-NIT-000004,MD,KFA1f-302,Nittler et al. (1996) ApJL 462:L31,full,Murchison,WU 3f,,,2.05,2.1,116.6,0.51,397.9,48.9,,,-272,20,-349,18,0.00809,0.00053
Gra-1998-NIC-000001,HD,102-26,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.3,,,,,,,,,,,,,
Gra-1998-NIC-000002,HD,KFC1-2.01,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000003,HD,KFC1-2.02/2.03,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000004,HD,KFC1-2.05,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000005,HD,KFC1-2.06,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000006,HD,KFC1-2.08/2.09,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000007,HD,KFC1-2.10,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000008,HD,KFC1-2.12,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000009,HD,KFC1-3.02/3.03,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000010,HD,KFC1-3.05,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000011,HD,KFC1-5.01,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000012,HD,KFC1-5.06,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000013,HD,KFC1-6.01,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000014,HD,KFC1-C.01,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000015,HD,KFC1-C.03,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000016,HD,KFC1-C.04/C.05,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000017,HD,KFC1-C.10,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000018,HD,KFC1-C.12,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000019,HD,KFC1-C.13,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000020,HD,KFC1-C.14,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000021,HD,KFC1-C.15,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000022,HD,KFC1-C.22,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000023,HD,KFC1-G.02,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000024,HD,KFC1-G.05,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000025,HD,KFC1-G.06,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000026,HD,KFC1-G.18,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000027,HD,KFC1-G.19,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000028,HD,KFC1-G.21,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000029,HD,KFC1-O.01,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000030,HD,KFC1-W.01,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000031,HD,KFC1-W.02,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1998-NIC-000032,HD,KFC1-W.05,Nicolussi et al. (1998) ApJ 504:492,full,Murchison,ANL RIMS,,,2.15,2.2,,,,,,,,,,,,
Gra-1999-TRA-000001,LD,KE3a-022,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,3.4,,1.65,1.72,27.84,0.17,197,5,0.08789,0.00111,-89.6,42,-123.89,37.51,,
Gra-1999-TRA-000002,LD,KE3a-025,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,2,,1.65,1.72,52.3,0.68,267,45,,,,,,,,
Gra-1999-TRA-000003,LD,KE3a-041,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,3.1,,1.65,1.72,11.26,0.06,275,22,0.00001,0.00005,123.36,159.54,-31.2,123.24,,
Gra-1999-TRA-000004,LD,KE3a-071,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,6.7,,1.65,1.72,6.46,0.08,269,19,0.01964,0.00084,-75.63,47.11,-63.83,67.93,,
Gra-1999-TRA-000005,LD,KE3a-101,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,3,,1.65,1.72,92.07,1.08,275,11,0.00001,0.001,-26.25,117.63,15.95,193.95,,
Gra-1999-TRA-000006,LD,KE3a-102,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,3.7,,1.65,1.72,12.43,0.09,254,13,0.00047,0.00052,-117.74,86.37,93.76,149.86,,
Gra-1999-TRA-000007,LD,KE3a-111,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,3.8,,1.65,1.72,6.31,0.04,295,34,,,310.22,254.06,63,215.2,,
Gra-1999-TRA-000008,LD,KE3a-131,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,3.8,,1.65,1.72,28.49,0.16,264,6,0.00539,0.00084,-11.45,26.89,-1.15,35.45,,
Gra-1999-TRA-000009,LD,KE3a-141,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,4,,1.65,1.72,776.61,26.77,118,19,0.12992,0.00075,-140.59,66.35,-65.27,39.85,,
Gra-1999-TRA-000010,LD,KE3a-151,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,5.6,,1.65,1.72,88.67,0.78,296,4,0.00088,0.00069,-141.68,81.92,124.41,189.61,,
Gra-1999-TRA-000011,LD,KE3a-152,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,2.9,,1.65,1.72,27.92,0.27,198,21,0.14624,0.0025,-120.96,92.38,31.61,111.46,,
Gra-1999-TRA-000012,LD,KE3a-153,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,1.8,,1.65,1.72,91.49,1.63,297,21,,,-109.46,182.68,-1.15,317.77,,
Gra-1999-TRA-000013,LD,KE3a-155,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,4,,1.65,1.72,62.53,0.66,240,8,0.08872,0.00162,-165.27,59.85,-134.59,78.04,,
Gra-1999-TRA-000014,LD,KE3a-157,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,3.1,,1.65,1.72,78.95,0.69,127,10,0.0999,0.00088,-127.02,59.9,-179.49,50.16,,
Gra-1999-TRA-000015,LD,KE3a-171,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,1.8,,1.65,1.72,93.21,2.09,258,16,,,136.86,162.28,-206.17,126.53,,
Gra-1999-TRA-000016,LD,KE3a-172,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,2.7,,1.65,1.72,59.7,0.9,149,9,0.04176,0.00189,-199.73,65.85,-283.89,89.79,,
Gra-1999-TRA-000017,LD,KE3a-173,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,1.5,,1.65,1.72,95.31,2.4,263,39,,,75.1,224.31,-85.66,257.84,,
Gra-1999-TRA-000018,LD,KE3a-175,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,1.7,,1.65,1.72,93.45,2.49,245,36,,,121.61,412.91,354.33,396.52,,
Gra-1999-TRA-000019,LD,KE3a-212,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,5,,1.65,1.72,11.93,0.09,304,18,0.0101,0.00048,7,32.36,-39.9,72.65,,
Gra-1999-TRA-000020,LD,KE3a-213,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,1.1,,1.65,1.72,128.42,3.82,266,9,,,-171.75,85.77,-87.06,86.62,,
Gra-1999-TRA-000021,LD,KE3a-221,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,4.8,,1.65,1.72,6.82,0.14,274,10,0.00001,0.00098,67.81,37.44,-11.04,49.12,,
Gra-1999-TRA-000022,LD,KE3a-222,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,2.3,,1.65,1.72,89.99,1.08,190,4,0.07308,0.00181,-201.75,85.37,-187.15,62.45,,
Gra-1999-TRA-000023,LD,KE3a-243,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,6,,1.65,1.72,90.33,0.77,306,4,0.00016,0.00017,96.5,96.33,50,81.64,,
Gra-1999-TRA-000024,LD,KE3a-244,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,4.4,,1.65,1.72,88.65,0.85,267,6,0.00892,0.00117,-11.59,49.83,-65.57,47.47,,
Gra-1999-TRA-000025,LD,KE3a-301,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,6.9,,1.65,1.72,302.1,5.9,212,6,0.02236,0.00093,63.21,69.28,-25.17,63.54,,
Gra-1999-TRA-000026,LD,KE3a-323,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,3.7,,1.65,1.72,18.66,0.11,263,7,0.00871,0.00083,6.54,32.25,6.9,38.48,,
Gra-1999-TRA-000027,LD,KE3a-351b,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,3.6,,1.65,1.72,67.49,0.53,212,7,0.00393,0.00054,135.94,44.99,86.53,42.44,,
Gra-1999-TRA-000028,LD,KE3a-411,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,2.1,,1.65,1.72,93.82,1.75,270,17,,,485.68,510.96,109.35,149.92,,
Gra-1999-TRA-000029,LD,KE3a-472,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,2.7,,1.65,1.72,6.705,0.035,287,31,,,-102.75,112.46,-47.64,70.62,,
Gra-1999-TRA-000030,LD,KE3a-563,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,4.4,,1.65,1.72,119.42,3.78,191,7,0.01274,0.00066,535.82,59.18,363.74,53.09,,
Gra-1999-TRA-000031,LD,KE3a-567,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,4.9,,1.65,1.72,8.59,0.08,289,21,0.00069,0.00027,-155.65,85.95,4.33,91.62,,
Gra-1999-TRA-000032,LD,KE3a-571,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,3.6,,1.65,1.72,123.6,2.23,237,7,0.08667,0.00107,252.11,134.64,60.88,118.16,,
Gra-1999-TRA-000033,LD,KE3a-573,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,1.8,,1.65,1.72,27.34,0.32,259,17,,,-234.65,96.89,-327.42,127.56,,
Gra-1999-TRA-000034,LD,KE3a-613,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,4.5,,1.65,1.72,55.85,0.36,250,9,0.11563,0.00087,57.65,68.03,-28.56,43.5,,
Gra-1999-TRA-000035,LD,KE3a-631,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,2.5,,1.65,1.72,91.82,1.71,261,10,0.00001,0.00096,-20.2,73.19,-86.95,68.14,,
Gra-1999-TRA-000036,LD,KE3a-652,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,2.2,,1.65,1.72,160.35,3.29,158,8,0.028,0.00132,-39.55,162.6,-110.74,97.44,,
Gra-1999-TRA-000037,LD,KE3a-662,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,20.9,,1.65,1.72,3137.93,167.08,176,14,0.08941,0.0007,-15.53,50.56,-211.68,40.91,,
Gra-1999-TRA-000038,LD,KE3a-672,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,5.8,,1.65,1.72,7.78,0.05,277,8,0.00007,0.00024,-47.36,22.32,-48.35,33.3,,
Gra-1999-TRA-000039,LD,KE3a-675,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,3.5,,1.65,1.72,33.84,0.28,242,7,0.02773,0.00049,-28.74,57.32,-22.11,55.43,,
Gra-1999-TRA-000040,LD,KE3a-731,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,3.6,,1.65,1.72,90.69,1.78,264,8,0.00001,0.00058,-66.48,41.68,-60.75,40.63,,
Gra-1999-TRA-000041,LD,KE3a-733b,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,2.5,,1.65,1.72,63.05,1.21,168,8,0.0843,0.00225,-81.03,108.96,-139.91,103.35,,
Gra-1999-TRA-000042,LD,KE3a-751,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,4.7,,1.65,1.72,152.7,3.46,110,8,0.04696,0.00073,230.6,47,-94.18,48.32,,
Gra-1999-TRA-000043,LD,KE3a-753,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,3.2,,1.65,1.72,125.68,2.33,116,2,0.04327,0.00044,209.34,30.57,-148.62,18.24,,
Gra-1999-TRA-000044,LD,KE3a-831,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,2.6,,1.65,1.72,158.77,4.51,241,8,0.01315,0.00037,36.37,57.57,20.64,54.8,,
Gra-1999-TRA-000045,LD,KE3a-m1L2,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,10,,1.65,1.72,62.85,0.56,259,16,0.00001,0.00147,-64.48,58.59,-60.62,56.72,,
Gra-1999-TRA-000046,LD,KE3c-131,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,6.8,,1.65,1.72,17.09,0.06,232,17,0.000281,0.000202,-71.08,290.91,18.48,324.34,,
Gra-1999-TRA-000047,LD,KE3c-241,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,,,1.65,1.72,87.94,0.31,263,7,,,-67.74,185.11,447.94,253.14,,
Gra-1999-TRA-000048,LD,KE3c-351,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,8.8,,1.65,1.72,61.79,0.19,242,6,0.037,0.00029,1.69,85.79,135.16,97.47,,
Gra-1999-TRA-000049,LD,KE3c-401,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,7.2,,1.65,1.72,37.84,0.18,54,1,0.0639,0.00048,-323.78,38.1,-496.8,34.52,,
Gra-1999-TRA-000050,LD,KE3c-411,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,8.3,,1.65,1.72,14.22,0.04,228,9,0.00159,0.00031,-29.54,129.93,-102.71,131.74,,
Gra-1999-TRA-000051,LD,KE3c-431,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,6.1,,1.65,1.72,13.51,0.05,262,17,0.048,0.00073,-162.01,128.51,-246.92,128.47,,
Gra-1999-TRA-000052,LD,KE3c-432,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,4.9,,1.65,1.72,27.24,0.13,234,10,0.0206,0.00035,13.67,128.54,-362.06,105.55,,
Gra-1999-TRA-000053,LD,KE3c-451,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,5.9,,1.65,1.72,87.2,0.32,237,5,0.000633,0.000372,-349.73,74.11,-289.22,83.09,,
Gra-1999-TRA-000054,LD,KE3d-1,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,10.8,,1.65,1.72,9.05,0.02,,,,,-21,72,53,73,0.408,0.301
Gra-1999-TRA-000055,LD,KE3d-2,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,11.8,,1.65,1.72,19.36,0.05,,,,,6,86,0,83,,
Gra-1999-TRA-000056,LD,KE3d-3,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,6.3,,1.65,1.72,43.6,0.12,,,0.007,0.00413,-355,65,-394,60,,
Gra-1999-TRA-000057,LD,KE3d-4,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,6.7,,1.65,1.72,61.27,0.19,,,0.0364,0.00418,192,56,-114,45,,
Gra-1999-TRA-000058,LD,KE3d-5b,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,16.8,,1.65,1.72,17.43,0.04,,,,,-49,186,36,127,,
Gra-1999-TRA-000059,LD,KE3d-6,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,5.9,,1.65,1.72,26.82,0.07,,,0.0235,0.00159,-375,51,-514,43,,
Gra-1999-TRA-000060,LD,KE3d-7,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,6.3,,1.65,1.72,107.12,0.38,,,0.0753,0.00498,-324,53,-539,42,,
Gra-1999-TRA-000061,LD,KE3d-9,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,8.1,,1.65,1.72,82.75,0.25,,,0.00562,0.00102,1272,75,937,66,0.00318,0.00069
Gra-1999-TRA-000062,LD,KE3d-10,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,6.7,,1.65,1.72,90.09,0.32,,,,,4,66,34,65,,
Gra-1999-TRA-000063,LD,KE3e-1b,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,9.2,,1.65,1.72,92.69,0.49,,,,,-20,42,-19,43,,
Gra-1999-TRA-000064,LD,KE3e-2,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,4.3,,1.65,1.72,93.39,0.6,,,,,-11,41,-56,41,,
Gra-1999-TRA-000065,LD,KE3e-3,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,5.9,,1.65,1.72,281.99,2.54,,,,,-52,28,-43,29,,
Gra-1999-TRA-000066,LD,KE3e-4,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,10.2,,1.65,1.72,8.89,0.02,,,,,49,74,46,74,,
Gra-1999-TRA-000067,LD,KE3e-5,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,4.8,,1.65,1.72,258.29,2.64,,,,,-226,78,-351,71,,
Gra-1999-TRA-000068,LD,KE3e-6,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,6.8,,1.65,1.72,230.99,1.92,,,,,-1,32,-11,32,,
Gra-1999-TRA-000069,LD,KE3e-7,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,5.7,,1.65,1.72,92.24,0.59,,,,,-227,47,-290,45,,
Gra-1999-TRA-000070,LD,KE3e-8c,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,4.4,,1.65,1.72,10.79,0.02,,,,,-202,90,-246,88,,
Gra-1999-TRA-000071,LD,KE3e-9,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,5.2,,1.65,1.72,16.69,0.05,,,,,68,50,-110,45,,
Gra-1999-TRA-000072,LD,KE3e-10c,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,13.4,,1.65,1.72,125.16,0.71,,,0.09454,0.00395,-85,31,-123,30,,
Gra-1999-TRA-000073,LD,KE3e-11,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,5.9,,1.65,1.72,81.49,0.45,,,,,-66,29,-79,29,,
Gra-1999-TRA-000074,LD,KE3e-12,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,6.5,,1.65,1.72,93.77,0.57,,,,,-16,36,-52,36,,
Gra-1999-TRA-000075,LD,KE3e-14,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,7.1,,1.65,1.72,142.04,0.97,,,,,68,39,51,39,,
Gra-1999-TRA-000076,LD,KE3e-15,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,5.1,,1.65,1.72,59.65,0.29,,,,,11,63,-93,59,,
Gra-1999-TRA-000077,LD,KE3e-16,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,3.1,,1.65,1.72,90.93,0.72,,,,,140,270,437,312,,
Gra-1999-TRA-000078,LD,KE3e-17,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,5.7,,1.65,1.72,3.57,0.01,,,,,-53,42,-9,44,,
Gra-1999-TRA-000079,LD,KE3e-18,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,5.9,,1.65,1.72,6.48,0.02,,,,,-44,69,-51,69,,
Gra-1999-TRA-000080,LD,KE3e-19,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,3.6,,1.65,1.72,10.59,0.03,,,,,8,39,-50,38,,
Gra-1999-TRA-000081,LD,KE3e-20,Travaglio et al. (1999) ApJ 510:325,full,Murchison,WU 3f,7.3,,1.65,1.72,23.67,0.08,,,,,-13,32,-43,31,,
Gra-2003-CRO-000001,LD,KE3f-131,Croat et al. (2003) GCA 67:4705,full,Murchison,WU 3f,5.9,,1.65,1.72,109.98,0.32,,,,,-278.7,48.1,-316.7,28.8,,
Gra-2003-CRO-000002,LD,KE3f-331,Croat et al. (2003) GCA 67:4705,full,Murchison,WU 3f,6.8,,1.65,1.72,189.68,1.27,,,,,412.3,61.7,368.8,59.5,,
Gra-2003-CRO-000003,LD,KE3f-542,Croat et al. (2003) GCA 67:4705,full,Murchison,WU 3f,5.3,,1.65,1.72,1583.4,17.47,,,,,-138.9,25.5,-92,38.1,,
Gra-2008-JAD-000001,MD,OR1f2m-1,Jadhav et al. (2008) ApJ 682:1479,full,Orgueil,WU NanoSIMS,3,,2.02,2.04,14.1551446595606,0.0729864241570062,266.943545457837,17.9900845697448,,,-19.6116885663856,12.7366236747249,-35.3755833207888,17.8943883788896,0.00043961077074736,0.0000148218501769251
Gra-2008-JAD-000002,MD,OR1f2m-9,Jadhav et al. (2008) ApJ 682:1479,full,Orgueil,WU NanoSIMS,4.5,,2.02,2.04,18.2609437366723,0.0598003855401078,294.276174900918,7.41804882429493,,,-27.260247107276,24.4915537703948,-73.9123889808822,29.8705063085046,,
Gra-2008-JAD-000003,MD,OR1f2m-29,Jadhav et al. (2008) ApJ 682:1479,full,Orgueil,WU NanoSIMS,2,,2.02,2.04,9.84244473342003,0.00418444733420026,411.966242665261,6.09983644299445,,,-34.1243381055109,19.3836367697683,-64.5792563600783,24.5635697750408,,
Gra-2008-JAD-000004,MD,OR1f2m-34,Jadhav et al. (2008) ApJ 682:1479,full,Orgueil,WU NanoSIMS,5.59344471040698,,2.02,2.04,8.56609323703217,0.0149357162412008,,,,,-16.0815846244362,19.576452699169,-47.1172662953486,24.836536515065,,
Gra-2008-JAD-000005,MD,OR1f2m-38,Jadhav et al. (2008) ApJ 682:1479,full,Orgueil,WU NanoSIMS,2.5,,2.02,2.04,3.67774130006566,0.00631847752447722,,,0.000471961266384267,0.0000686951089358603,-67.6603255540302,21.2428092859315,-19.7200060213759,28.0343901697891,0.00183657049134611,0.0000530765181941093
Gra-2008-JAD-000006,MD,OR1f2m-40,Jadhav et al. (2008) ApJ 682:1479,full,Orgueil,WU NanoSIMS,3,,2.02,2.04,10.8186474064347,0.0190529847294954,,,,,-7.06020788389883,18.7530498038385,-37.7841336745446,23.9790801566775,,
