PGD ID,PGD Type,PGD Subtype,Type,Grain Label,Reference,Data Published,Source,Technique,Size a (µm),Size b (µm),12C/13C,err+[12C/13C],err-[12C/13C],14N/15N,err+[14N/15N],err-[14N/15N],26Al/27Al,err[26Al/27Al],d(29Si/28Si),err[d(29Si/28Si)],d(30Si/28Si),err[d(30Si/28Si)],44Ti/48Ti,err[44Ti/48Ti]
SiC-1994-HOP-000586,M,,M,KJH9-CL11,Hoppe et al. (1994) ApJ 430:870,full,Murchison,WU 3f & ANU SHRIMP,,,42.686385983024,0.48342058781224,0.48342058781224,1052.98,84.53202,72.83741,0.00070394276827372,0.00020208261275272,164.19,7.79312322845972,119.15,9.16470023219754,,
SiC-1994-HOP-000591,AB,,AB,KJH9-CL16,Hoppe et al. (1994) ApJ 430:870,full,Murchison,WU 3f,5,,4.5511030941015,0.02479451712983,0.02479451712983,151.2725,6.421574,5.919043,,,-33,6.51763262708817,-16,8.30716347126477,,
SiC-1994-HOP-000616,AB,AB2,AB,KJH10-171,Hoppe et al. (1994) ApJ 430:870,full,Murchison,WU 3f,5,,6.0962171009784,0.042232932458727,0.042232932458727,474.8354,41.97803,35.67101,,,-13.84,5.42764890649197,32.41,8.21051931048557,,
SiC-1994-HOP-000622,AB,AB2,AB,KJH10-272,Hoppe et al. (1994) ApJ 430:870,full,Murchison,WU 3f & ANU SHRIMP,4,,7.7420798351992,0.055533664424634,0.055533664424634,446.2708,33.89478,29.42505,0.0012752960422164,0.00025026680738786,201.44,5.42993569410884,132.39,8.20900714811741,,
SiC-1994-HOP-000624,AB,AB1,AB,KJH10-274,Hoppe et al. (1994) ApJ 430:870,full,Murchison,WU 3f,,,2.8657457998329,0.017170333343538,0.017170333343538,134.4383,5.6958,5.250869,0.0043464724111349,0.00028435246252677,64.07,5.42739432116391,37.68,7.71950716578447,,
SiC-1994-HOP-000634,AB,AB2,AB,KJH10-461,Hoppe et al. (1994) ApJ 430:870,full,Murchison,WU 3f,,,9.6878611534732,0.074215350631937,0.074215350631937,266.6167,29.77585,24.33939,,,43.52,4.62900987186076,34.85,7.60949851213703,,
SiC-1994-HOP-000641,AB,AB1,AB,KJH10-553,Hoppe et al. (1994) ApJ 430:870,full,Murchison,WU 3f,,,3.0548563781787,0.019854155079637,0.019854155079637,265.2876,24.72001,20.83678,,,-6.24,5.95435547393368,0.22,8.4330629601608,,
SiC-1994-HOP-000643,AB,AB2,AB,KJH10-561,Hoppe et al. (1994) ApJ 430:870,full,Murchison,WU 3f,,,9.7383770163532,0.075257755576271,0.075257755576271,330.1182,45.49808,35.66666,,,32.16,4.78164183275981,29.64,7.69709044920231,,
SiC-1994-HOP-000653,AB,AB1,AB,KJH10-741,Hoppe et al. (1994) ApJ 430:870,full,Murchison,WU 3f,,,4.4726606447507,0.030160441653802,0.030160441653802,143.2829,8.06946,7.252555,0.0046807658681023,0.00040942481830417,-35.34,5.05417779995568,-17.99,7.87633079336027,,
SiC-1994-HOP-000666,AB,AB2,AB,KJH10-LR12,Hoppe et al. (1994) ApJ 430:870,full,Murchison,WU 3f,,,6.3196000932895,0.041731675551027,0.041731675551027,278.9712,11.21245,10.3782,,,53.37,5.46044030776561,42.11,8.09639991881136,,
SiC-1994-HOP-000671,AB,,AB,KJH10-LR41,Hoppe et al. (1994) ApJ 430:870,full,Murchison,WU 3f,3,,5.454561956083,0.04692933918734,0.04692933918734,242.6765,18.55199,16.09166,0.00030133042105263,0.000049196526315789,18.18,7.04815985411552,11.06,9.17555680440344,,
SiC-1994-HOP-000677,AB,AB2,AB,KJH10-m161,Hoppe et al. (1994) ApJ 430:870,full,Murchison,WU 3f,2,,6.2588334256789,0.054437920647048,0.054437920647048,440.7842,28.81384,25.48231,0.00018095382857143,0.0000604752,47.83,7.73314836135463,33.75,9.66883738726007,,
SiC-1994-HOP-000681,AB,AB2,AB,KJH10-UR11,Hoppe et al. (1994) ApJ 430:870,full,Murchison,WU 3f,,,7.7455433977628,0.061947304763292,0.061947304763292,880.7563,176.2674,125.8816,,,,,,,,
SiC-1996-HOP-000001,M,,M,KJE001,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.555635,,42.42954,0.9305611,0.9305611,2006.157,783.8442,439.9816,,,,,,,,
SiC-1996-HOP-000002,M,,M,KJE002,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.099521,,64.08737,2.552234,2.552234,8832.303,4906.21,2323.993,,,,,,,,
SiC-1996-HOP-000003,M,,M,KJE003,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.694338,,46.45147,2.720459,2.720459,3254.006,9576.615,1390.575,,,,,,,,
SiC-1996-HOP-000004,M,,M,KJE004,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.1923,,41.79781,1.413481,1.413481,2989.394,2123.771,877.2097,,,,,,,,
SiC-1996-HOP-000005,M,,M,KJE005,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.7711918,,47.39148,2.417778,2.417778,5221.4,7731.665,1951.5,,,,,,,,
SiC-1996-HOP-000006,M,,M,KJE006,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.8747932,,60.86569,3.434388,3.434388,2723.071,1379.84,685.2692,,,,,,,,
SiC-1996-HOP-000007,M,,M,KJE007,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.7108186,,48.68789,4.016924,4.016924,1033.96,344.0855,206.5769,,,,,,,,
SiC-1996-HOP-000008,M,,M,KJE008,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.186326,,47.31086,1.682667,1.682667,4901.528,1197.754,804.5153,,,,,,,,
SiC-1996-HOP-000009,M,,M,KJE009,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.9262261,,71.99395,3.512042,3.512042,6716.909,7021.325,2271.605,,,,,,,,
SiC-1996-HOP-000010,M,,M,KJE010,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.7779866,,64.61787,3.978794,3.978794,3421.822,1096.889,668.3472,,,,,,,,
SiC-1996-HOP-000011,Y,,Y,KJE011,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.5515528,,117.156,14.52883,14.52883,1495.518,699.9915,361.5213,,,,,,,,
SiC-1996-HOP-000012,Y,,Y,KJE012,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.7181848,,139.7483,12.13581,12.13581,1396.483,5489.774,619.3831,,,,,,,,
SiC-1996-HOP-000013,X,,X,KJE013,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.7563764,,174.6305,17.81944,17.81944,77.70647,2.256442,2.132575,,,,,,,,
SiC-1996-HOP-000014,M,,M,KJE014,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.9046662,,51.97204,2.212674,2.212674,8719.062,4422.144,2195.166,,,,,,,,
SiC-1996-HOP-000015,Y,,M,KJE015,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.010992,,100.9091,4.176416,4.176416,7535.596,2768.409,1595.763,,,,,,,,
SiC-1996-HOP-000016,M,,M,KJE016,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.8873378,,56.00134,2.332949,2.332949,8072.247,7039.887,2565.142,,,,,,,,
SiC-1996-HOP-000017,M,,M,KJE017,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.7174516,,68.73009,4.21999,4.21999,2547.143,1412.427,669.6599,,,,,,,,
SiC-1996-HOP-000018,AB,AB2,M,KJE018,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.513448,,13.36895,0.2586786,0.2586786,4165.924,3049.465,1237.511,,,,,,,,
SiC-1996-HOP-000019,M,,M,KJE019,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.7192833,,78.46902,6.026498,6.026498,2925.106,7186.792,1215.115,,,,,,,,
SiC-1996-HOP-000020,M,,M,KJE020,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.4273542,,53.77468,5.800218,5.800218,2491.161,7364.226,1065.266,,,,,,,,
SiC-1996-HOP-000021,M,,M,KJE021,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.091112,,41.79978,1.244766,1.244766,3565.333,2309.855,1006.08,,,,,,,,
SiC-1996-HOP-000022,M,,M,KJE022,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.9347107,,56.62132,2.719927,2.719927,11526.91,45141.51,5110.337,,,,,,,,
SiC-1996-HOP-000023,Y,,Y,KJE023,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.323671,,118.4661,6.733895,6.733895,4270.562,4151.035,1409.868,,,,,,,,
SiC-1996-HOP-000024,M,,M,KJE024,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.9792586,,63.11917,3.106937,3.106937,5221.4,10233.83,2079.853,,,,,,,,
SiC-1996-HOP-000025,M,,M,KJE025,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.6977407,,74.2402,6.732217,6.732217,3681.119,2986.014,1138.593,,,,,,,,
SiC-1996-HOP-000026,M,,M,KJE026,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.549533,,45.39005,1.16913,1.16913,2484.336,2079.74,777.6193,,,,,,,,
SiC-1996-HOP-000027,M,,M,KJE027,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.346536,,41.91199,1.200136,1.200136,9252.877,22012.59,3822.554,,,,,,,,
SiC-1996-HOP-000028,M,,M,KJE028,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.6505059,,26.6562,2.345043,2.345043,1733.81,810.8455,418.9434,,,,,,,,
SiC-1996-HOP-000029,M,,M,KJE029,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.507699,,74.37048,2.274745,2.274745,2568.789,914.2531,534.0552,,,,,,,,
SiC-1996-HOP-000030,M,,M,KJE030,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.747178,,63.90788,2.358969,2.358969,2409.52,636.7007,416.5375,,,,,,,,
SiC-1996-HOP-000031,M,,M,KJE031,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.8914801,,51.92352,2.675096,2.675096,9190.373,1000000,4864.871,,,,,,,,
SiC-1996-HOP-000032,Y,,Y,KJE032,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.9250889,,110.0157,7.657171,7.657171,6651.214,8052.32,2353.366,,,,,,,,
SiC-1996-HOP-000033,M,,M,KJE033,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.02341,,48.65594,2.13884,2.13884,4012.314,2839.587,1175.512,,,,,,,,
SiC-1996-HOP-000034,M,,M,KJE034,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.096646,,98.07331,5.025798,5.025798,1069.74,393.5495,226.7147,,,,,,,,
SiC-1996-HOP-000035,M,,M,KJE035,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.079961,,58.15312,2.70188,2.70188,2452.973,3551.752,911.5833,,,,,,,,
SiC-1996-HOP-000036,M,,M,KJE036,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.6370161,,88.37312,15.40167,15.40167,4178.724,6203.5,1562.804,,,,,,,,
SiC-1996-HOP-000037,AB,AB2,AB,KJE037,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.492261,,7.211004,0.1397665,0.1397665,3080.802,1000000,1642.016,,,,,,,,
SiC-1996-HOP-000038,M,,M,KJE038,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.176972,,72.351,2.929333,2.929333,3579.406,1243.748,733.7591,,,,,,,,
SiC-1996-HOP-000039,M,,M,KJE039,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.7145112,,68.87371,9.018986,9.018986,1480.059,1048.012,433.7156,,,,,,,,
SiC-1996-HOP-000040,M,,M,KJE040,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.013072,,97.92223,5.667594,5.667594,1864.529,1320.72,546.461,,,,,,,,
SiC-1996-HOP-000041,M,,M,KJE041,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.351802,,48.69055,1.555796,1.555796,2233.455,1957.895,711.0652,,,,,,,,
SiC-1996-HOP-000042,M,,M,KJE042,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.872375,,61.23846,1.563409,1.563409,5574.485,1509.564,979.1763,,,,,,,,
SiC-1996-HOP-000043,M,,M,KJE043,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.108342,,59.95939,2.480465,2.480465,5344.493,1000000,3388.381,,,,,,,,
SiC-1996-HOP-000044,M,,M,KJE044,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.9380832,,57.62593,3.224037,3.224037,2048.455,6047.047,875.7791,,,,,,,,
SiC-1996-HOP-000045,M,,M,KJE045,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.052566,,55.55386,3.11773,3.11773,3379.314,1872.083,888.0395,,,,,,,,
SiC-1996-HOP-000046,M,,M,KJE046,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.5057563,,57.3881,6.076691,6.076691,1975.561,1000000,1047.614,,,,,,,,
SiC-1996-HOP-000047,Y,,Y,KJE047,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.546813,,127.1674,5.433415,5.433415,1760.743,1161.072,500.6753,,,,,,,,
SiC-1996-HOP-000048,M,,M,KJE048,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.5099019,,77.26318,9.579078,9.579078,3073.84,18862.04,1420.955,,,,,,,,
SiC-1996-HOP-000049,M,,M,KJE049,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.9586174,,55.16472,3.289639,3.289639,2887.843,3025.569,977.3609,,,,,,,,
SiC-1996-HOP-000050,M,,M,KJE050,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.021093,,55.29153,2.397856,2.397856,2635.996,11680.12,1184.218,,,,,,,,
SiC-1996-HOP-000051,M,,M,KJE051,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.6266032,,43.61271,6.758315,6.758315,2435,0,0,,,,,,,,
SiC-1996-HOP-000052,M,,M,KJE052,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.372282,,74.50747,2.96932,2.96932,1174.589,340.038,215.3414,,,,,,,,
SiC-1996-HOP-000053,M,,M,KJE053,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.308877,,66.42661,2.315535,2.315535,875.5546,925.8818,297.2112,,,,,,,,
SiC-1996-HOP-000054,M,,M,KJE054,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.3947017,,65.871,9.575917,9.575917,2031.626,3999.673,809.9924,,,,,,,,
SiC-1996-HOP-000055,M,,M,KJE055,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.416816,,79.59192,3.217561,3.217561,516.8817,81.11811,61.73771,,,,,,,,
SiC-1996-HOP-000056,M,,M,KJE056,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.469157,,93.12654,3.527816,3.527816,3159.523,9260.985,1349.404,,,,,,,,
SiC-1996-HOP-000057,M,,M,KJE057,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.9136394,,67.51515,3.5138,3.5138,1899.684,2822.78,710.6301,,,,,,,,
SiC-1996-HOP-000058,M,,M,KJE058,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.5960395,,92.37256,9.952535,9.952535,1082.941,1144.88,367.5777,,,,,,,,
SiC-1996-HOP-000059,X,,X,KJE059,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.7910686,,96.95144,8.618845,8.618845,112.9807,5.89934,5.341455,,,,,,,,
SiC-1996-HOP-000060,M,,M,KJE060,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.6240783,,66.95134,9.232757,9.232757,13101,0,0,,,,,,,,
SiC-1996-HOP-000061,M,,M,KJE061,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.167769,,73.29247,3.609693,3.609693,4284.013,1655.4,933.7109,,,,,,,,
SiC-1996-HOP-000062,M,,M,KJE062,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.8947214,,77.4043,5.338924,5.338924,4587.435,3251.772,1344.892,,,,,,,,
SiC-1996-HOP-000063,M,,M,KJE063,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.985153,,56.71514,4.088001,4.088001,304.6302,468.7951,114.9517,,,,,,,,
SiC-1996-HOP-000064,M,,M,KJE064,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.14179,,47.28321,2.308765,2.308765,3230.817,10168.6,1393.807,,,,,,,,
SiC-1996-HOP-000065,AB,AB2,AB,KJE065,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.9902153,,7.181849,0.1661113,0.1661113,6904.433,7189.698,2332.122,,,,,,,,
SiC-1996-HOP-000066,M,,M,KJE066,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.557832,,96.42619,4.868848,4.868848,1246.151,310.963,207.4274,,,,,,,,
SiC-1996-HOP-000067,M,,M,KJE067,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.7615773,,61.20476,3.801094,3.801094,1493.056,3830.031,624.6874,,,,,,,,
SiC-1996-HOP-000068,M,,M,KJE068,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.7850578,,63.28525,4.401435,4.401435,5540.427,14170.46,2316.968,,,,,,,,
SiC-1996-HOP-000069,X,,X,KJE069,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.117563,,158.7154,14.80438,14.80438,66.40502,1.491461,1.427336,,,,,,,,
SiC-1996-HOP-000070,M,,M,KJE070,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.30948,,83.271,3.615397,3.615397,3404.69,1427.005,776.2356,,,,,,,,
SiC-1996-HOP-000071,M,,M,KJE071,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.202629,,63.86202,2.680967,2.680967,1909.016,773.6738,427.2904,,,,,,,,
SiC-1996-HOP-000072,M,,M,KJE072,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.6660963,,62.14506,7.13453,7.13453,3126.837,8066.979,1309.469,,,,,,,,
SiC-1996-HOP-000073,M,,M,KJE073,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.9733285,,54.75403,3.12293,3.12293,3919.809,5459.996,1442.076,,,,,,,,
SiC-1996-HOP-000074,M,,M,KJE074,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.046297,,59.75406,2.636032,2.636032,3897.348,1000000,1982.704,,,,,,,,
SiC-1996-HOP-000075,M,,M,KJE075,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.8828781,,53.71302,2.878873,2.878873,241.594,136.1623,64.00578,,,,,,,,
SiC-1996-HOP-000076,M,,M,KJE076,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.8227041,,73.90725,4.173817,4.173817,2728.533,3172.031,953.8856,,,,,,,,
SiC-1996-HOP-000077,M,,M,KJE077,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.642364,,49.84972,4.026624,4.026624,1812.358,1000000,1030.292,,,,,,,,
SiC-1996-HOP-000078,M,,M,KJE078,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.8917753,,86.64368,6.537713,6.537713,2507.233,1736.457,727.972,,,,,,,,
SiC-1996-HOP-000079,M,,M,KJE079,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.840426,,77.12256,4.524826,4.524826,3126.837,4366.676,1151.128,,,,,,,,
SiC-1996-HOP-000080,M,,M,KJE080,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.571456,,52.92401,1.495029,1.495029,3207.958,1022.624,624.4514,,,,,,,,
SiC-1996-HOP-000081,M,,M,KJE081,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.324466,,54.04903,2.452148,2.452148,2884.781,1000000,1468.483,,,,,,,,
SiC-1996-HOP-000082,M,,M,KJE082,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.809623,,35.10937,0.7936903,0.7936903,3192.896,1295.96,715.2568,,,,,,,,
SiC-1996-HOP-000083,M,,M,KJE083,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.382028,,46.33779,1.428376,1.428376,7907.983,8478.546,2696.246,,,,,,,,
SiC-1996-HOP-000084,M,,M,KJE084,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,2.324696,,20.08434,1.316323,1.316323,2807.376,976.0139,575.6801,,,,,,,,
SiC-1996-HOP-000085,M,,M,KJE085,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.517789,,23.90516,0.5252752,0.5252752,9892.175,14836.36,3709.091,,,,,,,,
SiC-1996-HOP-000086,M,,M,KJE086,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.900138,,53.50311,1.318841,1.318841,1081.22,607.3114,285.992,,,,,,,,
SiC-1996-HOP-000087,M,,M,KJE087,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.8376031,,46.12643,2.278468,2.278468,2696.083,2196.346,835.2729,,,,,,,,
SiC-1996-HOP-000088,M,,M,KJE088,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.35569,,69.87964,3.155147,3.155147,16387.66,41487.07,6841.698,,,,,,,,
SiC-1996-HOP-000089,M,,M,KJE089,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.470947,,47.49518,1.37895,1.37895,1538.659,1069.401,447.4066,,,,,,,,
SiC-1996-HOP-000090,M,,M,KJE090,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.5336074,,27.14155,1.990833,1.990833,6005.185,1000000,3057.504,,,,,,,,
SiC-1996-HOP-000091,X,,X,KJE091,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.9533873,,122.595,8.596344,8.596344,55.30287,1.246012,1.192279,,,,,,,,
SiC-1996-HOP-000092,Y,,Y,KJE092,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.13879,,111.897,6.317337,6.317337,5913.8,4086.956,1715.513,,,,,,,,
SiC-1996-HOP-000093,M,,M,KJE093,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.8620661,,48.81073,4.090763,4.090763,4018.239,3889.249,1324.656,,,,,,,,
SiC-1996-HOP-000094,M,,M,KJE094,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.8211032,,31.23942,1.331297,1.331297,6733.531,6799.652,2251.617,,,,,,,,
SiC-1996-HOP-000095,M,,M,KJE095,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.167769,,47.21798,1.884009,1.884009,4840.476,2953.837,1330.18,,,,,,,,
SiC-1996-HOP-000096,AB,AB2,AB,KJE096,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.5826437,,5.086898,0.1832752,0.1832752,1580,0,0,,,,,,,,
SiC-1996-HOP-000097,M,,M,KJE097,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.6008766,,50.61525,4.657916,4.657916,8268.529,1000000,5200.956,,,,,,,,
SiC-1996-HOP-000098,M,,M,KJE098,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.795022,,95.59751,2.885691,2.885691,909.2073,304.1116,182.2069,,,,,,,,
SiC-1996-HOP-000099,M,,M,KJE099,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.065734,,36.12997,1.265891,1.265891,4066.289,2472.689,1115.661,,,,,,,,
SiC-1996-HOP-000100,M,,M,KJE100,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.541872,,54.55264,1.745631,1.745631,2821.937,10130.79,1238.34,,,,,,,,
SiC-1996-HOP-000101,M,,M,KJE101,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.675991,,51.64929,1.366922,1.366922,5837.66,4746.754,1807.282,,,,,,,,
SiC-1996-HOP-000102,M,,M,KJE102,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.8319287,,64.1937,3.533131,3.533131,9316.257,9443.54,3119.167,,,,,,,,
SiC-1996-HOP-000103,M,,M,KJE103,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.497015,,65.28628,2.768357,2.768357,3706.195,2246.136,1015.316,,,,,,,,
SiC-1996-HOP-000104,M,,M,KJE104,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.7783248,,41.13512,2.323524,2.323524,14304,0,0,,,,,,,,
SiC-1996-HOP-000105,M,,M,KJE105,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.229249,,31.29434,0.9178002,0.9178002,2217.073,1112.464,555.2128,,,,,,,,
SiC-1996-HOP-000106,M,,M,KJE106,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.5893797,,64.30967,5.823097,5.823097,5386.828,1000000,3016.801,,,,,,,,
SiC-1996-HOP-000107,AB,AB2,AB,KJE107,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.507001,,9.019493,0.4108163,0.4108163,1511.305,490.3605,297.3672,,,,,,,,
SiC-1996-HOP-000108,M,,M,KJE108,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.8696642,,53.81045,2.902341,2.902341,3936.83,4981.714,1410.791,,,,,,,,
SiC-1996-HOP-000109,M,,M,KJE109,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.7884028,,40.32066,2.234252,2.234252,597.7474,621.5135,201.8042,,,,,,,,
SiC-1996-HOP-000110,M,,M,KJE110,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.597366,,56.16037,1.612582,1.612582,1090.32,249.0614,170.9509,,,,,,,,
SiC-1996-HOP-000111,AB,AB1,AB,KJE111,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.986666,,3.067485,0.2425224,0.2425224,88.553,18.14592,12.8705,,,,,,,,
SiC-1996-HOP-000112,M,,M,KJE112,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.8369745,,61.41172,3.589519,3.589519,1626.03,565.959,333.6604,,,,,,,,
SiC-1996-HOP-000113,M,,M,KJE113,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.047554,,41.29355,1.734057,1.734057,4626.443,5638.304,1640.121,,,,,,,,
SiC-1996-HOP-000114,M,,M,KJE114,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,1.360921,,68.85773,3.239361,3.239361,1362.9,454.242,272.5452,,,,,,,,
SiC-1996-HOP-000115,M,,M,KJE115,Hoppe et al. (1996) GCA 60:883,full,Murchison,U Bern 3f,0.8379172,,40.20226,3.254538,3.254538,464.0648,140.439,87.48275,,,,,,,,
