sample_id,group,tracer,value,uncertainty,compound_group,compound_class,compound_type,reference,doi
Titan|CH4|1,Saturn|Titan|Titan|Titan,D/H,0.000158,1.6e-05,CH4,VOC,volatile,"Abbas et al., 2009",https://doi.org/10.1088/0004-637X/708/1/342
Ivuna|bulk|2,Meteorites|CC|CI|CI1,D/H,0.0003081724,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Orgueil|bulk|3,Meteorites|CC|CI|CI1,D/H,0.00030723759999999996,0.0001561116,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
MET01070|bulk|4,Meteorites|CC|CM|CM1,D/H,0.0002637694,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
ALH83100|bulk|5,Meteorites|CC|CM|CM1/2,D/H,0.00026844339999999996,0.00015751379999999997,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Cold Bokk|bulk|6,Meteorites|CC|CM|CM2,D/H,0.0002701572,0.00015985079999999998,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
DOM03183|bulk|7,Meteorites|CC|CM|CM2,D/H,0.0002553562,0.00015657899999999998,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Kivesvaara|bulk|8,Meteorites|CC|CM|CM2,D/H,0.0002659506,0.00015689059999999998,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Mighei|bulk|9,Meteorites|CC|CM|CM2,D/H,0.0002809074,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Murchison|bulk|10,Meteorites|CC|CM|CM2,D/H,0.0002768566,0.0001600066,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Murray|bulk|11,Meteorites|CC|CM|CM2,D/H,0.0002949294,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
ALHA77307|bulk|12,Meteorites|CC|CO|CO3,D/H,0.0002047212,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Colony|bulk|13,Meteorites|CC|CO|CO3,D/H,0.0002724942,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Y81020|bulk|14,Meteorites|CC|CO|CO3,D/H,0.0002184316,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Kainsaz|bulk|15,Meteorites|CC|CO|CO3.2,D/H,0.000223573,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Y791717|bulk|16,Meteorites|CC|CO|CO3.3,D/H,0.000208772,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
ALH83108|bulk|17,Meteorites|CC|CO|CO3.5,D/H,0.0002207686,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
ALHA77003|bulk|18,Meteorites|CC|CO|CO3.6,D/H,0.0001763656,0.00015720219999999996,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
GRO95577|bulk|19,Meteorites|CC|CR|CR1,D/H,0.0006189934,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Acfer 059|bulk|20,Meteorites|CC|CR|CR2,D/H,0.000174496,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Acfer 186|bulk|21,Meteorites|CC|CR|CR2,D/H,0.00022248239999999998,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Acfer 209|bulk|22,Meteorites|CC|CR|CR2,D/H,0.00018244179999999999,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
EET92042|bulk|23,Meteorites|CC|CR|CR2,D/H,0.0006235116,0.0001576696,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
El Djouf|bulk|24,Meteorites|CC|CR|CR2,D/H,0.0001905434,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
GRA95229|bulk|25,Meteorites|CC|CR|CR2,D/H,0.0006090221999999999,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
MET00426|bulk|26,Meteorites|CC|CR|CR2,D/H,0.0006316132,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
QUE99177|bulk|27,Meteorites|CC|CR|CR2,D/H,0.0006448561999999998,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Al Rais|bulk|28,Meteorites|CC|CR|CR2-an,D/H,0.0005638402,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
ALH84028|bulk|29,Meteorites|CC|CV|CV3,D/H,0.00019303619999999996,0.000157358,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Allende|bulk|30,Meteorites|CC|CV|CV3,D/H,0.0001860252,0.00015782539999999997,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Bali|bulk|31,Meteorites|CC|CV|CV3,D/H,0.00018072799999999998,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Kaba|bulk|32,Meteorites|CC|CV|CV3,D/H,0.0001883622,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
MET00430|bulk|33,Meteorites|CC|CV|CV3,D/H,0.0001654596,0.000157358,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Mokoia|bulk|34,Meteorites|CC|CV|CV3,D/H,0.00020892779999999998,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Efremovka|bulk|35,Meteorites|CC|CV|CV3,D/H,0.00028651619999999997,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Leoville|bulk|36,Meteorites|CC|CV|CV3,D/H,0.00036784379999999997,0.0001639016,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Vigarano|bulk|37,Meteorites|CC|CV|CV3,D/H,0.00028651619999999997,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
MET01017|bulk|38,Meteorites|CC|CV|CV3-an,D/H,0.0001469194,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
ALHA77295|bulk|39,Meteorites|EC|EC|EH3,D/H,0.00015221659999999998,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
GRO95517|bulk|40,Meteorites|EC|EC|EH3,D/H,0.000137883,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
PCA91238|bulk|41,Meteorites|EC|EC|EH3,D/H,0.00013087199999999998,0.00015595579999999997,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
EET87746|bulk|42,Meteorites|EC|EC|EH4,D/H,0.0002023842,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Indarch|bulk|43,Meteorites|EC|EC|EH4,D/H,0.0001430244,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
MAC02837|bulk|44,Meteorites|EC|EC|EL3,D/H,0.00013881779999999998,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
PCA91020|bulk|45,Meteorites|EC|EC|EL3,D/H,0.00013725979999999998,0.00015626739999999997,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
WSG95300|bulk|46,Meteorites|OC|H|H3.3,D/H,0.0011187998,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
MET00506|bulk|47,Meteorites|OC|H|H3.4,D/H,0.0007646663999999999,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
MET00452|bulk|48,Meteorites|OC|L|L3.05,D/H,0.0005730323999999999,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
MET00526|bulk|49,Meteorites|OC|L|L3.05,D/H,0.0008609507999999999,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
QUE97008|bulk|50,Meteorites|OC|L|L3.05,D/H,0.0006542042,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
LEW86018|bulk|51,Meteorites|OC|L|L3.1,D/H,0.0005501298,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
MET96503|bulk|52,Meteorites|OC|L|L3.10,D/H,0.0007765071999999999,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
GRO95502|bulk|53,Meteorites|OC|L|L3.2,D/H,0.0006694726,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
GRO95505|bulk|54,Meteorites|OC|L|L3.4,D/H,0.0007804022,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
GRO95504|bulk|55,Meteorites|OC|L|L3.5,D/H,0.0006503091999999999,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
MET96515|bulk|56,Meteorites|OC|L|L3.5,D/H,0.0007785326,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Semarkona|bulk|57,Meteorites|OC|LL|LL3,D/H,0.0005175676,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Bishunpur|bulk|58,Meteorites|OC|LL|LL3.15,D/H,0.0005840942,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Krymka|bulk|59,Meteorites|OC|LL|LL3.2,D/H,0.00045446859999999996,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
ALH83010|bulk|60,Meteorites|OC|LL|LL3.3,D/H,0.00020970680000000002,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Chainpur|bulk|61,Meteorites|OC|LL|LL3.4,D/H,0.0005777064,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Bells|bulk|62,Meteorites|CC|CM|CM2-ung,D/H,0.0006672913999999999,0.0001558,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
GRO95577|bulk|63,Meteorites|CC|CR|CR1,D/H,0.0006189934,,organic,IOM,organic,"Alexander et al., 2007",https://doi.org/10.1016/j.gca.2007.06.052
Orgueil Smith.|bulk|64,Meteorites|CC|CI|CI1,D/H,0.00016681895499999998,0.00015597186088895382,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
Ivuna|bulk|65,Meteorites|CC|CI|CI1,D/H,0.000168184542,0.0001558539819458884,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
Orgueil BM|bulk|66,Meteorites|CC|CI|CI1,D/H,0.00016887384015,0.000156196488919216,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
SCO 06043 II|bulk|67,Meteorites|CC|CM|CM1,D/H,0.0001217407957,0.00015641550435037505,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
ALH 84042|bulk|68,Meteorites|CC|CM|CM2,D/H,0.0001269327528,0.00015588438810316607,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
ALH 84029|bulk|69,Meteorites|CC|CM|CM2,D/H,0.0001271162852,0.0001561842633209427,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
ALH 84034|bulk|70,Meteorites|CC|CM|CM2,D/H,0.00012731087939999998,0.00015624838065259104,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
Nagoya II|bulk|71,Meteorites|CC|CM|CM2,D/H,0.0001275268182,0.00015595445446558529,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
ALH 84044|bulk|72,Meteorites|CC|CM|CM2,D/H,0.000127645382,0.00015609546852831733,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
SCO 06014|bulk|73,Meteorites|CC|CM|CM2,D/H,0.0001305673331,0.0001561083580949883,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
ALH 85013|bulk|74,Meteorites|CC|CM|CM2,D/H,0.0001343686194,0.0001558786594068672,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
DOM 08003|bulk|75,Meteorites|CC|CM|CM2,D/H,0.00013445555579999998,0.00015752389691689068,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
QUE 99355|bulk|76,Meteorites|CC|CM|CM2,D/H,0.0001363205597,0.00015615969602720132,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
LAP 03785|bulk|77,Meteorites|CC|CM|CM2,D/H,0.0001365497415,0.00015592790416158681,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
LEW 87022|bulk|78,Meteorites|CC|CM|CM2,D/H,0.0001382157109,0.00015616652639586514,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
MAC 88176|bulk|79,Meteorites|CC|CM|CM2,D/H,0.00013906077009999998,0.00015622645737252584,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
LEW 87148|bulk|80,Meteorites|CC|CM|CM2,D/H,0.0001398822256,0.00015649779927604714,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
LEW 90500|bulk|81,Meteorites|CC|CM|CM2,D/H,0.00014093917279999998,0.00015625477035230868,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
EET 96006|bulk|82,Meteorites|CC|CM|CM2,D/H,0.0001417574344,0.00015589408281997812,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
EET 96016|bulk|83,Meteorites|CC|CM|CM2,D/H,0.0001418591718,0.00015581850809573395,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
Murchison|bulk|84,Meteorites|CC|CM|CM2,D/H,0.0001461853483,0.0001562762529634278,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
LEW 88001|bulk|85,Meteorites|CC|CM|CM2,D/H,0.0001479736986,0.0001558,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
LAP 02239|bulk|86,Meteorites|CC|CM|CM2,D/H,0.0001501907326,0.00015590245552995325,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
Banten|bulk|87,Meteorites|CC|CM|CM2,D/H,0.0001507538717,0.00015592393814107248,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
LEW 87016|bulk|88,Meteorites|CC|CM|CM2,D/H,0.0001517472525,0.00015611474779470583,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
GRO 95566|bulk|89,Meteorites|CC|CM|CM2,D/H,0.0001528760235,0.0001559743947353935,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
MCY 05230|bulk|90,Meteorites|CC|CM|CM2,D/H,0.000153058699,0.0001563770559848334,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
GRA 98074|bulk|91,Meteorites|CC|CM|CM2,D/H,0.0001536105426,0.00015646474910509448,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
DNG 06004|bulk|92,Meteorites|CC|CM|CM2,D/H,0.0001552743308,0.00015597604724394115,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
LAP 02333|bulk|93,Meteorites|CC|CM|CM2,D/H,0.0001554504627,0.00015651685820796318,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
LAP 03718|bulk|94,Meteorites|CC|CM|CM2,D/H,0.0001560673528,0.00015636670026460158,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
LAP 02336|bulk|95,Meteorites|CC|CM|CM2,D/H,0.0001566503564,0.000156160467197857,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
LON 94102|bulk|96,Meteorites|CC|CM|CM2,D/H,0.0001591792241,0.0001559104977382184,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
MAC 88101|bulk|97,Meteorites|CC|CM|CM2,D/H,0.00016125596019999998,0.00015659893279916225,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
MET 00432|bulk|98,Meteorites|CC|CM|CM2,D/H,0.00016285291019999998,0.00015583481284673663,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
DOM 08013|bulk|99,Meteorites|CC|CM|CM2,D/H,0.00016314908599999997,0.0001561679585699396,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
TIL 91722|bulk|100,Meteorites|CC|CM|CM2,D/H,0.00016416427879999997,0.00015590664188494063,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
LEW 85311|bulk|101,Meteorites|CC|CM|CM2,D/H,0.00017440267580000001,0.00015625609235914671,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
LEW 85312|bulk|102,Meteorites|CC|CM|CM2,D/H,0.0001754831488,0.00015644139365095455,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
Bells clean|bulk|103,Meteorites|CC|CM|CM2,D/H,0.0002033443175,0.00015606164718670853,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
Bells water|bulk|104,Meteorites|CC|CM|CM2,D/H,0.00020708608819999997,0.0001558,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
ALH 77307|bulk|105,Meteorites|CC|CO|CO3,D/H,0.0001482888041,0.0001564844690404296,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
GRO 95577|bulk|106,Meteorites|CC|CR|CR1,D/H,0.00019731049509999997,0.00015649702810539108,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
PCA 91082|bulk|107,Meteorites|CC|CR|CR2,D/H,0.0002456780598,0.0001558,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
EET 96286|bulk|108,Meteorites|CC|CR|CR2,D/H,0.0002509458915,0.00016107645979259185,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
MET 00426|bulk|109,Meteorites|CC|CR|CR2,D/H,0.0002512183078,0.0001558,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
GRA 95229|bulk|110,Meteorites|CC|CR|CR2,D/H,0.00025778870540000003,0.0001558,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
QUE 99177|bulk|111,Meteorites|CC|CR|CR2,D/H,0.00025904351859999995,0.0001558,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
LAP 02342|bulk|112,Meteorites|CC|CR|CR2,D/H,0.0002635381928,0.0001577984336702702,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
Renazzo|bulk|113,Meteorites|CC|CR|CR2,D/H,0.0002652516033,0.0001577366298505898,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
Al Rais|bulk|114,Meteorites|CC|CR|CR2,D/H,0.0002703852912,0.00015692943450868762,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
EET 92042|bulk|115,Meteorites|CC|CR|CR2,D/H,0.00027304098009999997,0.00015812574052993862,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
LAP 04720|bulk|116,Meteorites|CC|CR|CR2,D/H,0.0002746938363333333,0.0001572207769611945,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
Kaba|bulk|117,Meteorites|CC|CV|CV3,D/H,0.0001578977691,0.00015700864475173875,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
Semarkona|bulk|118,Meteorites|OC|LL|LL3.0/S2,D/H,0.0004075627509,0.00015874500949999697,bulk,bulk,bulk,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
Orgueil / Ivuna|water|119,Meteorites|CC|CI|CI,D/H,6.43e-05,,water,water,water,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
Orgueil / Ivuna|water|120,Meteorites|CC|CI|CI,D/H,9.76e-05,,water,water,water,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
average of CMs|water|121,Meteorites|CC|CM|CM,D/H,8.65e-05,3.6e-06,water,water,water,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
primitive COs|water|122,Meteorites|CC|CO|CO,D/H,4.89e-05,,water,water,water,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
primitive COs|water|123,Meteorites|CC|CO|CO,D/H,0.000132,,water,water,water,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
average of CRs|water|124,Meteorites|CC|CR|CR,D/H,0.000171,1.7e-05,water,water,water,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
Kaba|water|125,Meteorites|CC|CV|CV,D/H,8.2e-05,,water,water,water,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
Semarkona|water|126,Meteorites|OC|LL|LL,D/H,0.00028,,water,water,water,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
Semarkona|water|127,Meteorites|OC|LL|LL,D/H,0.000344,,water,water,water,"Alexander et al., 2012",https://doi.org/10.1126/science.1223474
67P/Churyumov-Gerasimenko|NH3|128,Comets|Comet Tails|Comet Tails|Comets,D/H,0.0011,0.0002,NH3,NH3,volatile,"Altwegg et al, 2019",https://doi.org/10.1146/annurev-astro-091918-104409
67P/Churyumov-Gerasimenko|water|129,Comets|Comet Tails|Comet Tails|Comets,D/H,0.00053,7e-05,water,water,volatile,"Altwegg et al., 2015",https://doi.org/10.1126/science.1261952
MIL 090001|glycine|130,Meteorites|CC|CR|CR2.4,D/H,0.000307705,0.0001757424,organic,SOM,amino acids,"Aponte et al., 2020",https://doi.org/10.1111/maps.13586
MIL 090001|D-alanine|131,Meteorites|CC|CR|CR2.4,D/H,0.00039355079999999995,0.0001726264,organic,SOM,amino acids,"Aponte et al., 2020",https://doi.org/10.1111/maps.13586
MIL 090001|L-alanine|132,Meteorites|CC|CR|CR2.4,D/H,0.0005174118,0.00017153579999999998,organic,SOM,amino acids,"Aponte et al., 2020",https://doi.org/10.1111/maps.13586
1P/Halley|H2DO+|133,Comets|Comet Tails|Comet Tails|Comets,D/H,0.000308,5.3e-05,water,water,volatile,"Balsiger et al., 1995",https://doi.org/10.1029/94JA02936
C/2014|water|134,Comets|Comet Tails|Comet Tails|Comets,D/H,0.00014,4e-05,water,water,volatile,"Biver et al., 2016",https://doi.org/10.1051/0004-6361/201528041
C/2012|water|135,Comets|Comet Tails|Comet Tails|Comets,D/H,0.00065,0.00016,water,water,volatile,"Biver et al., 2016",https://doi.org/10.1051/0004-6361/201528041
C/1996 B2 (Hyakutake)|HDO|136,Comets|Comet Tails|Comet Tails|Comets,D/H,0.00029,0.0001,water,water,volatile,"Bockelée-Morvan et al., 1998",https://doi.org/10.1006/icar.1998.5916
C/2009 P1 (Garradd)|HDO|137,Comets|Comet Tails|Comet Tails|Comets,D/H,0.000206,2.2e-05,water,water,volatile,"Bockelée-Morvan et al., 2012",https://doi.org/10.1051/0004-6361/201219744
1P/Halley|water|138,Comets|Comet Tails|Comet Tails|Comets,D/H,0.000308,5e-05,water,water,volatile,"Bockelée-Morvan et al., 2015",https://doi.org/10.1007/s11214-015-0156-9
1P/Halley|H2DO+|139,Comets|Comet Tails|Comet Tails|Comets,D/H,0.00021,3e-05,water,water,volatile,"Brown et al., 2012",https://doi.org/10.1016/j.pss.2011.07.023
Murchison|bulk|140,Meteorites|CC|CM|CM2,D/H,0.000426892,0.000199424,organic,IOM,organic,"Busemann et al., 2006",https://doi.org/10.1126/science.1123878
Bells|hotspot|141,Meteorites|CC|CM|CM2-ung,D/H,0.0016670599999999997,0.00048298,organic,IOM,organic,"Busemann et al., 2006",https://doi.org/10.1126/science.1123878
GRO95517|hotspot|142,Meteorites|CC|CR|CR1,D/H,0.0031783199999999997,0.0008724799999999999,organic,IOM,organic,"Busemann et al., 2006",https://doi.org/10.1126/science.1123878
Al Rais|hotspot|143,Meteorites|CC|CR|CR2,D/H,0.00238374,0.00076342,organic,IOM,organic,"Busemann et al., 2006",https://doi.org/10.1126/science.1123878
EET92042|hotspot|144,Meteorites|CC|CR|CR2,D/H,0.00269534,0.00048298,organic,IOM,organic,"Busemann et al., 2006",https://doi.org/10.1126/science.1123878
L2036|bulk|145,IDPs|IDPs|IDPs|IDP,D/H,0.00022123599999999998,0.00018228599999999998,bulk,bulk,bulk,"Busemann et al., 2009",https://doi.org/10.1016/j.epsl.2009.09.007
L2036|bulk|146,IDPs|IDPs|IDPs|IDP,D/H,0.00024460599999999997,0.00018695999999999999,bulk,bulk,bulk,"Busemann et al., 2009",https://doi.org/10.1016/j.epsl.2009.09.007
L2036|bulk|147,IDPs|IDPs|IDPs|IDP,D/H,0.00028978799999999997,0.000190076,bulk,bulk,bulk,"Busemann et al., 2009",https://doi.org/10.1016/j.epsl.2009.09.007
L2036|bulk|148,IDPs|IDPs|IDPs|IDP,D/H,0.000395732,0.000200982,bulk,bulk,bulk,"Busemann et al., 2009",https://doi.org/10.1016/j.epsl.2009.09.007
L2054|bulk|149,IDPs|IDPs|IDPs|IDP,D/H,0.0008272979999999999,0.00022746799999999998,bulk,bulk,bulk,"Busemann et al., 2009",https://doi.org/10.1016/j.epsl.2009.09.007
L2054|bulk|150,IDPs|IDPs|IDPs|IDP,D/H,0.0015112599999999997,0.0003116,bulk,bulk,bulk,"Busemann et al., 2009",https://doi.org/10.1016/j.epsl.2009.09.007
L2054|bulk|151,IDPs|IDPs|IDPs|IDP,D/H,0.0008459939999999999,0.000230584,bulk,bulk,bulk,"Busemann et al., 2009",https://doi.org/10.1016/j.epsl.2009.09.007
L2054|bulk|152,IDPs|IDPs|IDPs|IDP,D/H,0.000369246,0.00018695999999999999,bulk,bulk,bulk,"Busemann et al., 2009",https://doi.org/10.1016/j.epsl.2009.09.007
L2054|bulk|153,IDPs|IDPs|IDPs|IDP,D/H,0.00018540199999999998,0.000172938,bulk,bulk,bulk,"Busemann et al., 2009",https://doi.org/10.1016/j.epsl.2009.09.007
