scenario,temperature_k,pressure_mpa,species,mole_fraction,source_file
intermediate_oxidizing,1050.0,0.1,Fe(g),9.91e-20,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,H(g),2.26e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,SO2(g),0.0431,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,Ni(g),2.11e-16,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,SiO(g),1.6700000000000001e-22,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,Na(g),7.35e-13,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,OH(g),2.39e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,O(g),7.99e-15,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,SO(g),4.04e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,S2(g),4.1e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,KCl(g),1.34e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,HF(g),3.56e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,NaCl(g),1.7e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,Co(g),9.73e-18,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,K(g),7.75e-14,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,CrO2(g),4.47e-18,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,FeO(g),2.18e-19,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,Mg(g),7.399999999999999e-23,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,Mn(g),4.75e-19,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,PO2(g),1.7e-19,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,PO(g),2.3599999999999998e-23,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,Ar(g),0.0,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,Zn(g),3.14e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,ZnS(g),2.57e-18,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,ZnOH(g),3.96e-14,Murch-50airZn-GAS.csv
intermediate_oxidizing,1050.0,0.1,ZnO(g),1.51e-16,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,H2(g),8.14e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,C(g),1.16e-40,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,N(g),2.33e-22,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,CH4(g),1.42e-22,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,H2O(g),0.258,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,CO(g),1.79e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,O2(g),7.63e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,H2S(g),5.42e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,NaOH(g),2.31e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,KH(g),1.08e-20,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,CO2(g),0.0813,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,N2(g),0.618,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,Fe(g),8.64e-21,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,H(g),6.47e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,SO2(g),0.0431,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,Ni(g),2.07e-17,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,SiO(g),7.31e-24,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,Na(g),1.01e-13,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,OH(g),4.53e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,O(g),4.34e-16,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,SO(g),3.09e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,S2(g),2.27e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,KCl(g),5.31e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,HF(g),1.32e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,NaCl(g),7.08e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,Co(g),7.87e-19,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,K(g),9.38e-15,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,CrO2(g),1.6e-19,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,FeO(g),1.08e-20,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,Mg(g),3.86e-24,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,Mn(g),4.06e-20,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,PO2(g),8.97e-21,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,PO(g),1.25e-24,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,Ar(g),0.0,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,Zn(g),6.59e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,ZnS(g),1.16e-18,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,ZnOH(g),5.02e-15,Murch-50airZn-GAS.csv
intermediate_oxidizing,1000.0,0.1,ZnO(g),7.09e-18,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,H2(g),8.66e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,C(g),2.61e-42,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,N(g),1.1399999999999999e-23,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,CH4(g),6.03e-22,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,H2O(g),0.258,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,CO(g),1.53e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,O2(g),2.95e-13,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,H2S(g),2.46e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,NaOH(g),3.34e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,KH(g),8.57e-22,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,CO2(g),0.0816,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,N2(g),0.62,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,Fe(g),5.84e-22,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,H(g),1.64e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,SO2(g),0.0396,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,Ni(g),1.6e-18,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,SiO(g),2.31e-25,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,Na(g),1.13e-14,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,OH(g),7.2e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,O(g),1.72e-17,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,SO(g),2.13e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,S2(g),1.32e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,KCl(g),1.9e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,HF(g),4.48e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,NaCl(g),2.67e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,Co(g),4.91e-20,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,K(g),9.07e-16,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,CrO2(g),3.9900000000000005e-21,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,FeO(g),3.88e-22,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,Mg(g),1.48e-25,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,Mn(g),2.6900000000000002e-21,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,PO2(g),3.44e-22,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,PO(g),4.85e-26,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,Ar(g),0.0,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,Zn(g),1.18e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,ZnS(g),4.53e-19,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,ZnOH(g),5.13e-16,Murch-50airZn-GAS.csv
intermediate_oxidizing,950.0,0.1,ZnO(g),2.4e-19,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,H2(g),9.61e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,C(g),4.07e-44,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,N(g),4.03e-25,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,CH4(g),3.4e-21,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,H2O(g),0.261,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,CO(g),1.32e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,O2(g),7.54e-15,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,H2S(g),1.2e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,NaOH(g),3.46e-13,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,KH(g),4.6899999999999994e-23,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,CO2(g),0.0824,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,N2(g),0.626,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,Fe(g),2.9999999999999994e-23,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,H(g),3.62e-13,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,SO2(g),0.0303,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,Ni(g),9.53e-20,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,SiO(g),5.050000000000001e-27,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,Na(g),8.9e-16,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,OH(g),9.23e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,O(g),4.67e-19,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,SO(g),1.21e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,S2(g),7.21e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,KCl(g),5.35e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,HF(g),1.81e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,NaCl(g),7.98e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,Co(g),1.8000000000000003e-21,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,K(g),6.07e-17,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,CrO2(g),6.489999999999999e-23,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,FeO(g),9.639999999999999e-24,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,Mg(g),4.020000000000001e-27,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,Mn(g),1.34e-22,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,PO2(g),2.07e-23,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,PO(g),3.0400000000000004e-27,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,Ar(g),0.0,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,Zn(g),1.77e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,ZnS(g),1.44e-19,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,ZnOH(g),4.12e-17,Murch-50airZn-GAS.csv
intermediate_oxidizing,900.0,0.1,ZnO(g),5.540000000000001e-21,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,H2(g),1.09e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,C(g),4e-46,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,N(g),9.56e-27,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,CH4(g),2.45e-20,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,H2O(g),0.261,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,CO(g),1.13e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,O2(g),1.21e-16,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,H2S(g),9.94e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,NaOH(g),3.61e-14,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,KH(g),2.45e-24,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,CO2(g),0.0824,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,N2(g),0.626,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,Fe(g),1.1e-24,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,H(g),6.76e-14,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,SO2(g),0.0303,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,Ni(g),4.19e-21,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,SiO(g),6.9e-29,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,Na(g),6.9e-17,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,OH(g),9.17e-13,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,O(g),8.14e-21,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,SO(g),8.9e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,S2(g),9.46e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,KCl(g),1.71e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,HF(g),7.7e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,NaCl(g),2.71e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,Co(g),6.5e-23,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,K(g),3.94e-18,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,CrO2(g),6.3499999999999995e-25,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,FeO(g),1.54e-25,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,Mg(g),7.39e-29,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,Mn(g),4.92e-24,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,PO2(g),1.3999999999999999e-24,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,PO(g),2.18e-28,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,Ar(g),0.0,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,Zn(g),2.2e-13,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,ZnS(g),5.83e-20,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,ZnOH(g),2.5e-18,Murch-50airZn-GAS.csv
intermediate_oxidizing,850.0,0.1,ZnO(g),8.309999999999999e-23,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,H2(g),1.23e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,C(g),2.1199999999999998e-48,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,N(g),1.42e-28,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,CH4(g),2.08e-19,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,H2O(g),0.261,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,CO(g),9.22e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,O2(g),1.21e-18,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,H2S(g),9.5e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,NaOH(g),2.17e-15,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,KH(g),4.28e-26,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,CO2(g),0.0826,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,N2(g),0.627,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,Fe(g),2.5500000000000002e-26,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,H(g),1.02e-14,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,SO2(g),0.0284,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,Ni(g),7e-23,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,SiO(g),5.34e-31,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,Na(g),2.94e-18,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,OH(g),6.91e-14,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,O(g),8.76e-23,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,SO(g),5.77e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,S2(g),1.39e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,KCl(g),2.33e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,HF(g),2.95e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,NaCl(g),6.16e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,Co(g),8.72e-25,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,K(g),8.89e-20,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,CrO2(g),4.6000000000000006e-27,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,FeO(g),1.4400000000000001e-27,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,Mg(g),8.020000000000001e-31,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,Mn(g),1.15e-25,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,PO2(g),6.280000000000001e-26,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,PO(g),1.0300000000000001e-29,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,Ar(g),0.0,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,Zn(g),1.19e-14,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,ZnS(g),1.07e-20,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,ZnOH(g),6.1e-20,Murch-50airZn-GAS.csv
intermediate_oxidizing,800.0,0.1,ZnO(g),4.24e-25,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,H2(g),7.6e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,C(g),1.58e-51,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,N(g),1.22e-30,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,CH4(g),1.9e-19,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,H2O(g),0.264,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,CO(g),3.92e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,O2(g),2.32e-20,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,H2S(g),1.37e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,NaOH(g),7.47e-17,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,KH(g),6.57e-29,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,CO2(g),0.0833,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,N2(g),0.633,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,Fe(g),1.36e-28,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,H(g),8.72e-16,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,SO2(g),0.0197,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,Ni(g),2.4e-25,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,SiO(g),1.13e-33,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,Na(g),4.92e-20,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,OH(g),5.09e-15,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,O(g),9.74e-25,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,SO(g),1.39e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,S2(g),1.27e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,KCl(g),6.91e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,HF(g),1.2e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,NaCl(g),9.47e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,Co(g),2.3300000000000004e-27,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,K(g),2.49e-22,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,CrO2(g),2.85e-29,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,FeO(g),5.1399999999999994e-30,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,Mg(g),2.51e-33,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,Mn(g),8.53e-28,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,PO2(g),2.28e-27,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,PO(g),2.09e-31,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,Ar(g),0.0,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,Zn(g),1.55e-16,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,ZnS(g),1.18e-22,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,ZnOH(g),4.49e-22,Murch-50airZn-GAS.csv
intermediate_oxidizing,750.0,0.1,ZnO(g),7.23e-28,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,H2(g),3.12e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,C(g),2.1399999999999998e-55,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,N(g),5.2800000000000004e-33,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,CH4(g),4.37e-20,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,H2O(g),0.265,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,CO(g),1.05e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,O2(g),4.97e-22,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,H2S(g),9.96e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,NaOH(g),9.81e-19,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,KH(g),1.15e-32,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,CO2(g),0.0835,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,N2(g),0.635,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,Fe(g),2.04e-31,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,H(g),4.46e-17,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,SO2(g),0.0171,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,Ni(g),5.35e-28,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,SiO(g),7.270000000000001e-37,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,Na(g),2.41e-22,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,OH(g),3.05e-16,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,O(g),7.980000000000001e-27,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,SO(g),2.59e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,S2(g),5.22e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,KCl(g),4.96e-13,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,HF(g),5.93e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,NaCl(g),6.86e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,Co(g),5.4e-30,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,K(g),1.02e-25,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,CrO2(g),7.080000000000001e-32,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,FeO(g),6.84e-33,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,Mg(g),2.38e-36,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,Mn(g),2.0599999999999998e-30,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,PO2(g),1.1e-28,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,PO(g),3.73e-33,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,Ar(g),0.0,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,Zn(g),1.55e-18,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,ZnS(g),6.63e-25,Murch-50airZn-GAS.csv
