scenario,temperature_k,pressure_mpa,species,mole_fraction,source_file
intermediate_oxidizing,700.0,0.1,ZnOH(g),2.75e-24,Murch-50airZn-GAS.csv
intermediate_oxidizing,700.0,0.1,ZnO(g),9.86e-31,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,H2(g),2.91e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,C(g),4.930000000000001e-59,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,N(g),9.97e-36,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,CH4(g),3.59e-19,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,H2O(g),0.267,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,CO(g),5.88e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,O2(g),8.88e-25,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,H2S(g),6.18e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,NaOH(g),1.45e-20,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,KH(g),2.2200000000000001e-35,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,CO2(g),0.0843,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,N2(g),0.641,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,Fe(g),4.58e-34,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,H(g),2.34e-18,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,SO2(g),0.00759,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,Ni(g),1.34e-31,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,SiO(g),5.8e-40,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,Na(g),1.82e-24,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,OH(g),7.42e-18,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,O(g),1.2200000000000001e-29,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,SO(g),4.98e-11,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,S2(g),2.24e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,KCl(g),2.7e-14,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,HF(g),1.2e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,NaCl(g),7.25e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,Co(g),5.35e-33,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,K(g),3.29e-28,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,CrO2(g),3.42e-35,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,FeO(g),5.1900000000000004e-36,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,Mg(g),1.3e-39,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,Mn(g),2.72e-33,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,PO2(g),4.9400000000000005e-31,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,PO(g),1.36e-35,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,Ar(g),0.0,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,Zn(g),3.08e-20,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,ZnS(g),2.3600000000000002e-26,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,ZnOH(g),1.9500000000000002e-26,Murch-50airZn-GAS.csv
intermediate_oxidizing,650.0,0.1,ZnO(g),7.66e-34,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,H2(g),1.85e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,C(g),1.4500000000000001e-63,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,N(g),6.67e-39,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,CH4(g),1.01e-18,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,H2O(g),0.259,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,CO(g),2.16e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,O2(g),1.09e-27,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,H2S(g),4.2e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,NaOH(g),1.37e-22,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,KH(g),2.64e-38,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,CO2(g),0.086,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,N2(g),0.654,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,Fe(g),2.2e-37,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,H(g),6.27e-20,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,SO2(g),0.000679,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,Ni(g),6.48e-35,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,SiO(g),4.66e-44,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,Na(g),6.72e-27,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,OH(g),1.13e-19,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,O(g),8.86e-33,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,SO(g),1.2e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,S2(g),1.69e-08,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,KCl(g),2.3e-15,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,HF(g),1.05e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,NaCl(g),7.07e-13,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,Co(g),1.57e-36,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,K(g),8.520000000000001e-31,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,CrO2(g),5.92e-39,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,FeO(g),9.87e-40,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,Mg(g),3.0700000000000004e-43,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,Mn(g),2.5500000000000002e-36,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,PO2(g),1.41e-34,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,PO(g),2.18e-39,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,Ar(g),0.0,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,Zn(g),1.88e-22,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,ZnS(g),3.37e-29,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,ZnOH(g),4.17e-29,Murch-50airZn-GAS.csv
intermediate_oxidizing,600.0,0.1,ZnO(g),1.49e-37,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,H2(g),1.04e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,C(g),7.089999999999999e-69,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,N(g),1.1999999999999999e-42,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,CH4(g),3.43e-18,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,H2O(g),0.229,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,CO(g),7.02e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,O2(g),3.62e-31,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,H2S(g),2.11e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,NaOH(g),3.19e-25,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,KH(g),1.06e-41,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,CO2(g),0.0896,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,N2(g),0.681,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,Fe(g),2.75e-41,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,H(g),8.59e-22,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,SO2(g),2.99e-05,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,Ni(g),9.31e-39,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,SiO(g),3.82e-49,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,Na(g),5.48e-30,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,OH(g),7.56e-22,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,O(g),1.67e-36,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,SO(g),1.17e-14,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,S2(g),5.5e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,KCl(g),4.69e-17,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,HF(g),4.84e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,NaCl(g),8.8e-15,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,Co(g),1.51e-40,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,K(g),8.739999999999999e-34,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,CrO2(g),2.04e-43,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,FeO(g),3.9500000000000003e-44,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,Mg(g),2.2e-47,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,Mn(g),9.26e-40,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,PO2(g),5.95e-39,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,PO(g),4.85e-44,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,Ar(g),0.0,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,Zn(g),4.74e-25,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,ZnS(g),1.27e-32,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,ZnOH(g),2.85e-32,Murch-50airZn-GAS.csv
intermediate_oxidizing,550.0,0.1,ZnO(g),6.13e-42,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,H2(g),5.69e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,C(g),2.51e-75,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,N(g),3.7700000000000003e-47,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,CH4(g),1.44e-17,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,H2O(g),0.229,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,CO(g),1.62e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,O2(g),2.79e-35,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,H2S(g),9.91e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,NaOH(g),3e-28,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,KH(g),7.91e-46,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,CO2(g),0.0896,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,N2(g),0.681,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,Fe(g),5.03e-46,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,H(g),5.24e-24,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,SO2(g),8.04e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,Ni(g),2.2600000000000002e-43,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,SiO(g),3.1199999999999998e-55,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,Na(g),1.3e-33,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,OH(g),2.08e-24,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,O(g),6.11e-41,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,SO(g),4.84e-17,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,S2(g),8.95e-12,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,KCl(g),2.22e-19,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,HF(g),1.44e-13,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,NaCl(g),3.26e-17,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,Co(g),2.25e-45,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,K(g),1.94e-37,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,CrO2(g),9.38e-49,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,FeO(g),1.97e-49,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,Mg(g),1.74e-52,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,Mn(g),5.08e-44,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,PO2(g),4.44e-44,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,PO(g),1.57e-49,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,Ar(g),0.0,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,Zn(g),3.16e-28,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,ZnS(g),8.730000000000001e-37,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,ZnOH(g),4.46e-36,Murch-50airZn-GAS.csv
intermediate_oxidizing,500.0,0.1,ZnO(g),3.14e-47,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,H2(g),2.77e-07,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,C(g),3.2899999999999998e-83,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,N(g),1.1999999999999999e-52,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,CH4(g),8.22e-17,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,H2O(g),0.229,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,CO(g),2.67e-10,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,O2(g),2.5999999999999997e-40,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,H2S(g),3.94e-06,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,NaOH(g),5.91e-32,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,KH(g),7.14e-51,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,CO2(g),0.0884,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,N2(g),0.682,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,Fe(g),8e-52,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,H(g),1.05e-26,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,SO2(g),9.52e-09,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,Ni(g),5.13e-49,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,SiO(g),1.11e-62,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,Na(g),4.76e-38,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,OH(g),1.5500000000000001e-27,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,O(g),2.32e-46,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,SO(g),5.83e-20,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,S2(g),5.77e-14,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,KCl(g),3.09e-22,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,HF(g),1.95e-15,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,NaCl(g),3.35e-20,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,Co(g),2.83e-51,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,K(g),6.53e-42,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,CrO2(g),2.05e-55,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,FeO(g),6.37e-56,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,Mg(g),1.01e-58,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,Mn(g),2.47e-50,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,PO2(g),2.38e-50,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,PO(g),3.07e-56,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,Ar(g),0.0,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,Zn(g),7.3e-32,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,ZnS(g),1.25e-41,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,ZnOH(g),1.76e-40,Murch-50airZn-GAS.csv
intermediate_oxidizing,450.0,0.1,ZnO(g),1.88e-53,Murch-50airZn-GAS.csv
strong_oxidizing,2000.0,0.1,H2(g),0.000132,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,C(g),6.47e-22,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,N(g),7.47e-10,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,CH4(g),1.61e-22,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,H2O(g),0.142,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,CO(g),0.000193,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,O2(g),0.0946,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,H2S(g),4.78e-11,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,NaOH(g),0.00102,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,KH(g),5.26e-10,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,CO2(g),0.0451,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,N2(g),0.685,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,Fe(g),9.03e-08,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,H(g),1.87e-05,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,SO2(g),0.0239,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,Ni(g),1.76e-05,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,SiO(g),1.82e-08,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,Na(g),0.000422,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,OH(g),0.00199,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,O(g),0.000206,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,SO(g),1.19e-05,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,S2(g),3.56e-13,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,KCl(g),1.15e-05,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,HF(g),4.66e-05,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,NaCl(g),0.000113,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,Co(g),2.14e-06,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,K(g),1.24e-05,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,CrO2(g),2.97e-05,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,FeO(g),1e-06,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,Mg(g),5.04e-09,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,Mn(g),2.97e-07,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,PO2(g),1.98e-06,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,PO(g),1.12e-08,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,Ar(g),0.0,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,Zn(g),6.65e-05,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,ZnS(g),4.65e-13,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,ZnOH(g),1.24e-07,Murch-100airZn-GAS.csv
strong_oxidizing,2000.0,0.1,ZnO(g),1.13e-06,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,H2(g),8.98e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,C(g),1.16e-22,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,N(g),3.57e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,CH4(g),4.6199999999999997e-23,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,H2O(g),0.142,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,CO(g),0.000126,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,O2(g),0.095,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,H2S(g),2.13e-11,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,NaOH(g),0.000581,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,KH(g),2.99e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,CO2(g),0.0452,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,N2(g),0.686,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,Fe(g),3.06e-08,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,H(g),1.09e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,SO2(g),0.024,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,Ni(g),7.69e-06,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,SiO(g),6.87e-09,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,Na(g),0.000186,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,OH(g),0.00155,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,O(g),0.000139,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,SO(g),7.46e-06,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,S2(g),1.16e-13,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,KCl(g),1.82e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,HF(g),5.22e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,NaCl(g),0.000105,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,Co(g),8.95e-07,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,K(g),9.1e-06,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,CrO2(g),1.39e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,FeO(g),4.32e-07,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,Mg(g),1.4e-09,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,Mn(g),9.37e-08,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,PO2(g),8.87e-07,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,PO(g),3.37e-09,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,Ar(g),0.0,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,Zn(g),6.65e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,ZnS(g),2.56e-13,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,ZnOH(g),1.31e-07,Murch-100airZn-GAS.csv
strong_oxidizing,1950.0,0.1,ZnO(g),1.13e-06,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,H2(g),5.98e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,C(g),1.8999999999999998e-23,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,N(g),1.64e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,CH4(g),1.2399999999999999e-23,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,H2O(g),0.143,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,CO(g),8.02e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,O2(g),0.0954,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,H2S(g),9.13e-12,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,NaOH(g),0.000307,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,KH(g),1.61e-10,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,CO2(g),0.0453,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,N2(g),0.687,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,Fe(g),9.77e-09,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,H(g),6.14e-06,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,SO2(g),0.024,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,Ni(g),2.72e-06,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,SiO(g),2.45e-09,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,Na(g),7.47e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,OH(g),0.0012,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,O(g),9.21e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,SO(g),4.56e-06,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,S2(g),3.57e-14,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,KCl(g),2.86e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,HF(g),5.71e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,NaCl(g),9.31e-05,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,Co(g),3.26e-07,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,K(g),6.39e-06,Murch-100airZn-GAS.csv
strong_oxidizing,1900.0,0.1,CrO2(g),6.82e-06,Murch-100airZn-GAS.csv
