source_file,condition,generation,well,well_index,n,initial,maximum,final,linear_slope_per_hour,peak_gain,post_peak_loss
UR_inc.xlsx,UR,gen2,well_020,20,103,0.876,0.876,0.656,-0.008291415894214244,0.0,0.21999999999999997
UR_inc.xlsx,UR,gen2,well_021,21,103,0.734,0.734,0.51,-0.010039318191802473,0.0,0.22399999999999998
UR_inc.xlsx,UR,gen2,well_022,22,103,0.625,0.707,0.493,-0.010907305715415327,0.08199999999999996,0.21399999999999997
UR_inc.xlsx,UR,gen2,well_023,23,103,0.811,0.811,0.538,-0.013604314018363104,0.0,0.273
UR_inc.xlsx,UR,gen2,well_024,24,103,0.899,0.899,0.633,-0.013557725255897693,0.0,0.266
UR_inc.xlsx,UR,gen2,well_025,25,103,0.621,0.621,0.425,-0.008507490225365706,0.0,0.196
UR_inc.xlsx,UR,gen2,well_026,26,103,0.752,0.752,0.44,-0.015874379475464537,0.0,0.312
UR_inc.xlsx,UR,gen2,well_027,27,103,0.79,0.79,0.377,-0.017217941396125258,0.0,0.41300000000000003
UR_inc.xlsx,UR,gen2,well_028,28,103,0.623,0.636,0.493,-0.00889819004524885,0.013000000000000012,0.14300000000000002
UR_inc.xlsx,UR,gen2,well_029,29,103,0.758,0.758,0.388,-0.017360936607652727,0.0,0.37
UR_inc.xlsx,UR,gen2,well_030,30,103,0.691,0.77,0.498,-0.012365197908887215,0.07900000000000007,0.272
UR_inc.xlsx,UR,gen2,well_031,31,103,0.68,0.703,0.463,-0.014553815402187736,0.02299999999999991,0.23999999999999994
UR_inc.xlsx,UR,gen2,well_032,32,103,0.767,0.767,0.537,-0.014354017484514321,0.0,0.22999999999999998
UR_inc.xlsx,UR,gen2,well_033,33,103,0.787,0.787,0.526,-0.012875104335983802,0.0,0.261
UR_inc.xlsx,UR,gen2,well_034,34,103,0.594,0.728,0.504,-0.013970698062645465,0.134,0.22399999999999998
UR_inc.xlsx,UR,gen2,well_035,35,103,0.93,0.93,0.553,-0.01581711549444271,0.0,0.377
UR_inc.xlsx,UR,gen2,well_036,36,103,0.586,0.586,0.259,-0.01454590783288669,0.0,0.32699999999999996
UR_inc.xlsx,UR,gen2,well_037,37,103,0.678,0.678,0.335,-0.013078658349075241,0.0,0.343
UR_inc.xlsx,UR,gen2,well_038,38,103,0.717,0.717,0.475,-0.012700149365197864,0.0,0.242
UR_inc.xlsx,UR,gen2,well_039,39,103,0.769,0.769,0.471,-0.013875609541800261,0.0,0.29800000000000004
UR_inc.xlsx,UR,gen2,well_040,40,103,0.672,0.681,0.481,-0.012338180380441922,0.009000000000000008,0.20000000000000007
UR_inc.xlsx,UR,gen2,well_041,41,103,0.665,0.665,0.524,-0.006580745068751874,0.0,0.14100000000000001
UR_inc.xlsx,UR,gen2,well_042,42,103,0.676,0.676,0.367,-0.013573276808856472,0.0,0.30900000000000005
UR_inc.xlsx,UR,gen2,well_043,43,103,0.797,0.797,0.53,-0.012995628871414087,0.0,0.267
UR_inc.xlsx,UR,gen2,well_044,44,103,0.739,0.739,0.576,-0.006932500109827346,0.0,0.16300000000000003
UR_inc.xlsx,UR,gen2,well_045,45,103,0.805,0.805,0.596,-0.008262685059087088,0.0,0.20900000000000007
UR_inc.xlsx,UR,gen2,well_046,46,103,0.572,0.572,0.356,-0.011604819224179571,0.0,0.21599999999999997
UR_inc.xlsx,UR,gen2,well_047,47,103,0.648,0.749,0.56,-0.011311053024645235,0.10099999999999998,0.18899999999999995
UR_inc.xlsx,UR,gen2,well_048,48,103,0.693,0.704,0.418,-0.015223652418398233,0.01100000000000001,0.286
UU_inc.xlsx,UU,gen1,well_001,1,103,0.262,0.301,0.231,-0.003781267846944589,0.03899999999999998,0.06999999999999998
UU_inc.xlsx,UU,gen1,well_002,2,103,0.22,0.236,0.209,-0.0013691297280674713,0.015999999999999986,0.026999999999999996
UU_inc.xlsx,UU,gen1,well_003,3,103,0.215,0.224,0.197,-0.0016286297939638755,0.009000000000000008,0.026999999999999996
UU_inc.xlsx,UU,gen1,well_004,4,103,0.195,0.195,0.146,-0.0019084259543996791,0.0,0.049000000000000016
UU_inc.xlsx,UU,gen1,well_005,5,103,0.258,0.258,0.192,-0.003317620700259183,0.0,0.066
UU_inc.xlsx,UU,gen1,well_006,6,103,0.291,0.297,0.257,-0.0020980099283925573,0.006000000000000005,0.03999999999999998
UU_inc.xlsx,UU,gen1,well_007,7,103,0.312,0.329,0.252,-0.004263036506611586,0.017000000000000015,0.07700000000000001
UU_inc.xlsx,UU,gen1,well_008,8,103,0.185,0.185,0.151,-0.0016737029389799153,0.0,0.034
UU_inc.xlsx,UU,gen1,well_009,9,103,0.191,0.191,0.171,-0.001076681456749981,0.0,0.01999999999999999
UU_inc.xlsx,UU,gen1,well_010,10,103,0.165,0.165,0.144,-0.0008504590783288647,0.0,0.02100000000000002
UU_inc.xlsx,UU,gen1,well_011,11,103,0.217,0.231,0.197,0.0002538329745639921,0.014000000000000012,0.034
UU_inc.xlsx,UU,gen1,well_012,12,103,0.148,0.164,0.151,-0.00043728858234854263,0.016000000000000014,0.013000000000000012
UU_inc.xlsx,UU,gen1,well_013,13,103,0.209,0.213,0.192,-0.0010872907788955625,0.0040000000000000036,0.02099999999999999
UU_inc.xlsx,UU,gen1,well_014,14,103,0.235,0.235,0.207,-0.0015595703554013034,0.0,0.027999999999999997
UU_inc.xlsx,UU,gen1,well_015,15,103,0.194,0.195,0.18,-0.0008918420243377322,0.0010000000000000009,0.015000000000000013
UU_inc.xlsx,UU,gen1,well_016,16,103,0.213,0.213,0.178,-0.0012393137987084194,0.0,0.035
UU_inc.xlsx,UU,gen1,well_017,17,103,0.199,0.204,0.185,-0.0011769757940517424,0.004999999999999977,0.01899999999999999
UU_inc.xlsx,UU,gen1,well_018,18,103,0.214,0.214,0.192,-0.0012719325220752883,0.0,0.021999999999999992
UU_inc.xlsx,UU,gen1,well_019,19,103,0.257,0.262,0.212,-0.0031690242938101146,0.0050000000000000044,0.05000000000000002
UU_inc.xlsx,UU,gen1,well_020,20,103,0.224,0.224,0.186,-0.0022192593243421234,0.0,0.038000000000000006
UU_inc.xlsx,UU,gen1,well_021,21,103,0.233,0.253,0.189,-0.0029988138646048312,0.01999999999999999,0.064
UU_inc.xlsx,UU,gen1,well_022,22,103,0.183,0.183,0.153,-0.0012260686201291508,0.0,0.03
UU_inc.xlsx,UU,gen1,well_023,23,103,0.161,0.164,0.16,0.0002185783947634379,0.0030000000000000027,0.0040000000000000036
UU_inc.xlsx,UU,gen1,well_024,24,103,0.166,0.166,0.151,-0.000467205552870876,0.0,0.015000000000000013
UU_inc.xlsx,UU,gen1,well_025,25,103,0.184,0.184,0.149,-0.0006044018802442489,0.0,0.035
UU_inc.xlsx,UU,gen1,well_026,26,103,0.292,0.294,0.253,-0.0025401748451434098,0.0020000000000000018,0.04099999999999998
UU_inc.xlsx,UU,gen1,well_027,27,103,0.235,0.251,0.192,-0.0030744629442516188,0.016000000000000014,0.059
UU_inc.xlsx,UU,gen1,well_028,28,103,0.251,0.251,0.193,-0.0027447832008083224,0.0,0.057999999999999996
UU_inc.xlsx,UU,gen1,well_029,29,103,0.176,0.182,0.182,0.0007570838641655361,0.006000000000000005,0.0
UU_inc.xlsx,UU,gen1,well_030,30,103,0.319,0.329,0.283,-0.0027558537978298004,0.010000000000000009,0.04600000000000004
UU_inc.xlsx,UU,gen1,well_031,31,103,0.307,0.326,0.248,-0.004160304002108669,0.019000000000000017,0.07800000000000001
UU_inc.xlsx,UU,gen1,well_032,32,103,0.26,0.26,0.187,-0.002017352721521763,0.0,0.07300000000000001
UU_inc.xlsx,UU,gen1,well_033,33,103,0.155,0.155,0.135,-0.0004243069894126359,0.0,0.01999999999999999
UU_inc.xlsx,UU,gen1,well_034,34,103,0.14,0.14,0.123,-0.0004884900935728958,0.0,0.017000000000000015
UU_inc.xlsx,UU,gen1,well_035,35,103,0.16,0.16,0.115,-0.0008387954136097945,0.0,0.045
UU_inc.xlsx,UU,gen1,well_036,36,103,0.211,0.229,0.208,-0.0009873259236480145,0.018000000000000016,0.02100000000000002
UU_inc.xlsx,UU,gen1,well_037,37,103,0.244,0.244,0.159,-0.0012581601722092743,0.0,0.08499999999999999
UU_inc.xlsx,UU,gen1,well_038,38,103,0.215,0.215,0.179,-0.001113583446821593,0.0,0.036000000000000004
UU_inc.xlsx,UU,gen1,well_039,39,103,0.176,0.176,0.151,-0.0007022580503448529,0.0,0.024999999999999994
UU_inc.xlsx,UU,gen1,well_040,40,103,0.153,0.153,0.142,-0.0005216359882264971,0.0,0.01100000000000001
UU_inc.xlsx,UU,gen1,well_041,41,103,0.18,0.18,0.127,-0.001632254096560197,0.0,0.05299999999999999
UU_inc.xlsx,UU,gen1,well_042,42,103,0.256,0.257,0.198,-0.0037895707947107,0.0010000000000000009,0.059
UU_inc.xlsx,UU,gen1,well_043,43,103,0.164,0.164,0.137,-0.0010700259192549212,0.0,0.026999999999999996
UU_inc.xlsx,UU,gen1,well_044,44,103,0.266,0.266,0.176,-0.0024014629003206926,0.0,0.09000000000000002
UU_inc.xlsx,UU,gen1,well_045,45,103,0.216,0.216,0.171,-0.0019989676228967935,0.0,0.044999999999999984
UU_inc.xlsx,UU,gen1,well_046,46,103,0.163,0.163,0.138,-0.0011953608926767029,0.0,0.024999999999999994
UU_inc.xlsx,UU,gen1,well_047,47,103,0.178,0.178,0.132,-0.002609761454992739,0.0,0.045999999999999985
UU_inc.xlsx,UU,gen1,well_048,48,103,0.152,0.152,0.138,-0.0007598515134208933,0.0,0.013999999999999985
UU_inc.xlsx,UU,gen2,well_001,1,103,0.246,0.246,0.148,-0.0033573562359970046,0.0,0.098
UU_inc.xlsx,UU,gen2,well_002,2,103,0.269,0.269,0.163,-0.002437244651407982,0.0,0.10600000000000001
UU_inc.xlsx,UU,gen2,well_003,3,103,0.252,0.252,0.218,-0.0020476650705091477,0.0,0.034
UU_inc.xlsx,UU,gen2,well_004,4,103,0.206,0.206,0.18,-0.0013806615999648521,0.0,0.025999999999999995
UU_inc.xlsx,UU,gen2,well_005,5,103,0.271,0.271,0.208,-0.001731230505645114,0.0,0.06300000000000003
UU_inc.xlsx,UU,gen2,well_006,6,103,0.274,0.274,0.24,-0.0016753503492509649,0.0,0.03400000000000003
UU_inc.xlsx,UU,gen2,well_007,7,103,0.347,0.347,0.289,-0.0032667486710890228,0.0,0.057999999999999996
UU_inc.xlsx,UU,gen2,well_008,8,103,0.192,0.192,0.152,-0.0014902473311953505,0.0,0.04000000000000001
UU_inc.xlsx,UU,gen2,well_009,9,103,0.193,0.193,0.142,-0.0014115011202389743,0.0,0.05100000000000002
UU_inc.xlsx,UU,gen2,well_010,10,103,0.265,0.272,0.227,-0.0026436981065764524,0.007000000000000006,0.04500000000000001
UU_inc.xlsx,UU,gen2,well_011,11,103,0.267,0.267,0.196,-0.0023832754909282544,0.0,0.07100000000000001
UU_inc.xlsx,UU,gen2,well_012,12,103,0.252,0.252,0.176,-0.002633022888020024,0.0,0.07600000000000001
UU_inc.xlsx,UU,gen2,well_013,13,103,0.287,0.287,0.173,-0.0026182620919913747,0.0,0.11399999999999999
UU_inc.xlsx,UU,gen2,well_014,14,103,0.315,0.315,0.194,-0.003318213767956754,0.0,0.121
UU_inc.xlsx,UU,gen2,well_015,15,103,0.229,0.229,0.129,-0.002715393401572719,0.0,0.1
UU_inc.xlsx,UU,gen2,well_016,16,103,0.313,0.313,0.242,-0.0037781048192241616,0.0,0.07100000000000001
UU_inc.xlsx,UU,gen2,well_017,17,103,0.281,0.281,0.221,-0.002795852919210999,0.0,0.060000000000000026
UU_inc.xlsx,UU,gen2,well_018,18,103,0.201,0.201,0.158,-0.001585138162808058,0.0,0.04300000000000001
UU_inc.xlsx,UU,gen2,well_019,19,103,0.269,0.269,0.154,-0.0037155032289241273,0.0,0.11500000000000002
UU_inc.xlsx,UU,gen2,well_020,20,103,0.296,0.296,0.222,-0.0027167772262004027,0.0,0.07399999999999998
UU_inc.xlsx,UU,gen2,well_021,21,103,0.272,0.272,0.208,-0.002114484031103094,0.0,0.06400000000000003
UU_inc.xlsx,UU,gen2,well_022,22,103,0.264,0.264,0.227,-0.001986447304836778,0.0,0.037000000000000005
UU_inc.xlsx,UU,gen2,well_023,23,103,0.205,0.205,0.14,-0.0017889557615428484,0.0,0.06499999999999997
UU_inc.xlsx,UU,gen2,well_024,24,103,0.272,0.272,0.175,-0.0032675394280191395,0.0,0.09700000000000003
UU_inc.xlsx,UU,gen2,well_025,25,103,0.227,0.227,0.162,-0.0015515968896893965,0.0,0.065
UU_inc.xlsx,UU,gen2,well_026,26,103,0.331,0.331,0.271,-0.00312408294161576,0.0,0.06
UU_inc.xlsx,UU,gen2,well_027,27,103,0.288,0.288,0.151,-0.0034768264288538345,0.0,0.13699999999999998
UU_inc.xlsx,UU,gen2,well_028,28,103,0.166,0.166,0.091,-0.0020077977419496484,0.0,0.07500000000000001
UU_inc.xlsx,UU,gen2,well_029,29,103,0.247,0.256,0.221,-0.0020267100118613423,0.009000000000000008,0.035
UU_inc.xlsx,UU,gen2,well_030,30,103,0.336,0.364,0.306,-0.0029534771339454176,0.02799999999999997,0.057999999999999996
UU_inc.xlsx,UU,gen2,well_031,31,103,0.279,0.279,0.24,-0.0022089135878399046,0.0,0.039000000000000035
UU_inc.xlsx,UU,gen2,well_032,32,103,0.224,0.224,0.172,-0.0017013794315336238,0.0,0.05200000000000002
UU_inc.xlsx,UU,gen2,well_033,33,103,0.241,0.241,0.203,-0.0015564732240917164,0.0,0.03799999999999998
UU_inc.xlsx,UU,gen2,well_034,34,103,0.188,0.188,0.168,-0.0009691385142555766,0.0,0.01999999999999999
UU_inc.xlsx,UU,gen2,well_035,35,103,0.171,0.171,0.142,-0.0008568510301805524,0.0,0.029000000000000026
UU_inc.xlsx,UU,gen2,well_036,36,103,0.236,0.236,0.182,-0.0016058955322233348,0.0,0.05399999999999999
UU_inc.xlsx,UU,gen2,well_037,37,103,0.275,0.275,0.204,-0.002104335983833397,0.0,0.07100000000000004
UU_inc.xlsx,UU,gen2,well_038,38,103,0.268,0.268,0.195,-0.0027428063084830533,0.0,0.07300000000000001
UU_inc.xlsx,UU,gen2,well_039,39,103,0.227,0.227,0.176,-0.0014234942670122523,0.0,0.05100000000000002
UU_inc.xlsx,UU,gen2,well_040,40,103,0.234,0.25,0.194,-0.0021507929534771244,0.015999999999999986,0.055999999999999994
UU_inc.xlsx,UU,gen2,well_041,41,103,0.175,0.175,0.147,-0.0009431094319729356,0.0,0.027999999999999997
UU_inc.xlsx,UU,gen2,well_042,42,103,0.263,0.263,0.208,-0.0028908096472345427,0.0,0.05500000000000002
UU_inc.xlsx,UU,gen2,well_043,43,103,0.287,0.287,0.207,-0.0018472081887273067,0.0,0.07999999999999999
UU_inc.xlsx,UU,gen2,well_044,44,103,0.221,0.224,0.202,-0.0013485041514738792,0.0030000000000000027,0.021999999999999992
UU_inc.xlsx,UU,gen2,well_045,45,103,0.247,0.247,0.189,-0.0017741290691033556,0.0,0.057999999999999996
UU_inc.xlsx,UU,gen2,well_046,46,103,0.222,0.222,0.182,-0.0020092474629881747,0.0,0.04000000000000001
UU_inc.xlsx,UU,gen2,well_047,47,103,0.24,0.24,0.201,-0.001789153450775367,0.0,0.03899999999999998
UU_inc.xlsx,UU,gen2,well_048,48,103,0.233,0.233,0.188,-0.0021007116812370888,0.0,0.04500000000000001
