source_file,sheet,condition,arm,generation,well,measurement,value,header_original
UU2_log.xlsx,drdata,UU,drift,5,B12,food_vesicle_turbidity_A400,0.068,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,C1,food_vesicle_turbidity_A400,0.099,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,C2,food_vesicle_turbidity_A400,0.064,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,C3,food_vesicle_turbidity_A400,0.086,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,C4,food_vesicle_turbidity_A400,0.06,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,C5,food_vesicle_turbidity_A400,0.068,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,C6,food_vesicle_turbidity_A400,0.097,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,C7,food_vesicle_turbidity_A400,0.076,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,C8,food_vesicle_turbidity_A400,0.053,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,C9,food_vesicle_turbidity_A400,0.061,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,C10,food_vesicle_turbidity_A400,0.058,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,C11,food_vesicle_turbidity_A400,0.083,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,C12,food_vesicle_turbidity_A400,0.072,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,D1,food_vesicle_turbidity_A400,0.076,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,D2,food_vesicle_turbidity_A400,0.075,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,D3,food_vesicle_turbidity_A400,0.07,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,D4,food_vesicle_turbidity_A400,0.084,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,D5,food_vesicle_turbidity_A400,0.087,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,D6,food_vesicle_turbidity_A400,0.091,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,D7,food_vesicle_turbidity_A400,0.061,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,D8,food_vesicle_turbidity_A400,0.088,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,D9,food_vesicle_turbidity_A400,0.071,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,D10,food_vesicle_turbidity_A400,0.067,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,D11,food_vesicle_turbidity_A400,0.053,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,D12,food_vesicle_turbidity_A400,0.075,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,E1,food_vesicle_turbidity_A400,0.1,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,E2,food_vesicle_turbidity_A400,0.049,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,E3,food_vesicle_turbidity_A400,0.079,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,E4,food_vesicle_turbidity_A400,0.066,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,E5,food_vesicle_turbidity_A400,0.061,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,E6,food_vesicle_turbidity_A400,0.062,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,E7,food_vesicle_turbidity_A400,0.083,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,E8,food_vesicle_turbidity_A400,0.054,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,E9,food_vesicle_turbidity_A400,0.07,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,E10,food_vesicle_turbidity_A400,0.054,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,E11,food_vesicle_turbidity_A400,0.058,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,E12,food_vesicle_turbidity_A400,0.067,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,F1,food_vesicle_turbidity_A400,0.107,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,F2,food_vesicle_turbidity_A400,0.072,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,F3,food_vesicle_turbidity_A400,0.075,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,F4,food_vesicle_turbidity_A400,0.091,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,F5,food_vesicle_turbidity_A400,0.074,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,F6,food_vesicle_turbidity_A400,0.096,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,F7,food_vesicle_turbidity_A400,0.085,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,F8,food_vesicle_turbidity_A400,0.065,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,F9,food_vesicle_turbidity_A400,0.06,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,F10,food_vesicle_turbidity_A400,0.071,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,F11,food_vesicle_turbidity_A400,0.065,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,F12,food_vesicle_turbidity_A400,0.085,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,G1,food_vesicle_turbidity_A400,0.099,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,G2,food_vesicle_turbidity_A400,0.052,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,G3,food_vesicle_turbidity_A400,0.076,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,G4,food_vesicle_turbidity_A400,0.077,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,G5,food_vesicle_turbidity_A400,0.072,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,G6,food_vesicle_turbidity_A400,0.073,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,G7,food_vesicle_turbidity_A400,0.067,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,G8,food_vesicle_turbidity_A400,0.072,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,G9,food_vesicle_turbidity_A400,0.088,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,G10,food_vesicle_turbidity_A400,0.065,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,G11,food_vesicle_turbidity_A400,0.073,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,G12,food_vesicle_turbidity_A400,0.074,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,H1,food_vesicle_turbidity_A400,0.096,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,H2,food_vesicle_turbidity_A400,0.095,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,H3,food_vesicle_turbidity_A400,0.064,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,H4,food_vesicle_turbidity_A400,0.11,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,H5,food_vesicle_turbidity_A400,0.061,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,H6,food_vesicle_turbidity_A400,0.1,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,H7,food_vesicle_turbidity_A400,0.08,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,H8,food_vesicle_turbidity_A400,0.076,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,H9,food_vesicle_turbidity_A400,0.085,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,H10,food_vesicle_turbidity_A400,0.108,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,H11,food_vesicle_turbidity_A400,0.089,23G5D-F
UU2_log.xlsx,drdata,UU,drift,5,H12,food_vesicle_turbidity_A400,0.073,23G5D-F
UU2_log.xlsx,drdata,UU,drift,6,A1,food_vesicle_turbidity_A400,0.071,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,A2,food_vesicle_turbidity_A400,0.067,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,A3,food_vesicle_turbidity_A400,0.07,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,A4,food_vesicle_turbidity_A400,0.094,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,A5,food_vesicle_turbidity_A400,0.083,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,A6,food_vesicle_turbidity_A400,0.076,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,A7,food_vesicle_turbidity_A400,0.065,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,A8,food_vesicle_turbidity_A400,0.116,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,A9,food_vesicle_turbidity_A400,0.063,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,A10,food_vesicle_turbidity_A400,0.075,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,A11,food_vesicle_turbidity_A400,0.064,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,A12,food_vesicle_turbidity_A400,0.066,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,B1,food_vesicle_turbidity_A400,0.06,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,B2,food_vesicle_turbidity_A400,0.068,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,B3,food_vesicle_turbidity_A400,0.073,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,B4,food_vesicle_turbidity_A400,0.08,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,B5,food_vesicle_turbidity_A400,0.076,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,B6,food_vesicle_turbidity_A400,0.081,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,B7,food_vesicle_turbidity_A400,0.076,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,B8,food_vesicle_turbidity_A400,0.136,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,B9,food_vesicle_turbidity_A400,0.065,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,B10,food_vesicle_turbidity_A400,0.066,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,B11,food_vesicle_turbidity_A400,0.079,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,B12,food_vesicle_turbidity_A400,0.065,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,C1,food_vesicle_turbidity_A400,0.074,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,C2,food_vesicle_turbidity_A400,0.074,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,C3,food_vesicle_turbidity_A400,0.073,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,C4,food_vesicle_turbidity_A400,0.071,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,C5,food_vesicle_turbidity_A400,0.082,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,C6,food_vesicle_turbidity_A400,0.064,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,C7,food_vesicle_turbidity_A400,0.076,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,C8,food_vesicle_turbidity_A400,0.069,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,C9,food_vesicle_turbidity_A400,0.081,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,C10,food_vesicle_turbidity_A400,0.074,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,C11,food_vesicle_turbidity_A400,0.064,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,C12,food_vesicle_turbidity_A400,0.066,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,D1,food_vesicle_turbidity_A400,0.076,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,D2,food_vesicle_turbidity_A400,0.076,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,D3,food_vesicle_turbidity_A400,0.058,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,D4,food_vesicle_turbidity_A400,0.099,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,D5,food_vesicle_turbidity_A400,0.072,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,D6,food_vesicle_turbidity_A400,0.067,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,D7,food_vesicle_turbidity_A400,0.069,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,D8,food_vesicle_turbidity_A400,0.063,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,D9,food_vesicle_turbidity_A400,0.061,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,D10,food_vesicle_turbidity_A400,0.069,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,D11,food_vesicle_turbidity_A400,0.064,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,D12,food_vesicle_turbidity_A400,0.086,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,E1,food_vesicle_turbidity_A400,0.075,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,E2,food_vesicle_turbidity_A400,0.074,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,E3,food_vesicle_turbidity_A400,0.075,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,E4,food_vesicle_turbidity_A400,0.058,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,E5,food_vesicle_turbidity_A400,0.079,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,E6,food_vesicle_turbidity_A400,0.065,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,E7,food_vesicle_turbidity_A400,0.054,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,E8,food_vesicle_turbidity_A400,0.052,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,E9,food_vesicle_turbidity_A400,0.061,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,E10,food_vesicle_turbidity_A400,0.064,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,E11,food_vesicle_turbidity_A400,0.078,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,E12,food_vesicle_turbidity_A400,0.118,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,F1,food_vesicle_turbidity_A400,0.093,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,F2,food_vesicle_turbidity_A400,0.071,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,F3,food_vesicle_turbidity_A400,0.058,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,F4,food_vesicle_turbidity_A400,0.076,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,F5,food_vesicle_turbidity_A400,0.071,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,F6,food_vesicle_turbidity_A400,0.113,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,F7,food_vesicle_turbidity_A400,0.064,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,F8,food_vesicle_turbidity_A400,0.077,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,F9,food_vesicle_turbidity_A400,0.08,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,F10,food_vesicle_turbidity_A400,0.101,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,F11,food_vesicle_turbidity_A400,0.059,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,F12,food_vesicle_turbidity_A400,0.058,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,G1,food_vesicle_turbidity_A400,0.078,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,G2,food_vesicle_turbidity_A400,0.073,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,G3,food_vesicle_turbidity_A400,0.084,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,G4,food_vesicle_turbidity_A400,0.08,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,G5,food_vesicle_turbidity_A400,0.065,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,G6,food_vesicle_turbidity_A400,0.07,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,G7,food_vesicle_turbidity_A400,0.082,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,G8,food_vesicle_turbidity_A400,0.055,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,G9,food_vesicle_turbidity_A400,0.073,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,G10,food_vesicle_turbidity_A400,0.075,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,G11,food_vesicle_turbidity_A400,0.069,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,G12,food_vesicle_turbidity_A400,0.067,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,H1,food_vesicle_turbidity_A400,0.076,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,H2,food_vesicle_turbidity_A400,0.126,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,H3,food_vesicle_turbidity_A400,0.081,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,H4,food_vesicle_turbidity_A400,0.103,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,H5,food_vesicle_turbidity_A400,0.073,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,H6,food_vesicle_turbidity_A400,0.079,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,H7,food_vesicle_turbidity_A400,0.068,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,H8,food_vesicle_turbidity_A400,0.072,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,H9,food_vesicle_turbidity_A400,0.063,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,H10,food_vesicle_turbidity_A400,0.062,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,H11,food_vesicle_turbidity_A400,0.089,23G6D-F
UU2_log.xlsx,drdata,UU,drift,6,H12,food_vesicle_turbidity_A400,0.069,23G6D-F
UU2_log.xlsx,drdata,UU,drift,7,A1,food_vesicle_turbidity_A400,0.084,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,A2,food_vesicle_turbidity_A400,0.076,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,A3,food_vesicle_turbidity_A400,0.063,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,A4,food_vesicle_turbidity_A400,0.057,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,A5,food_vesicle_turbidity_A400,0.068,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,A6,food_vesicle_turbidity_A400,0.075,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,A7,food_vesicle_turbidity_A400,0.07,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,A8,food_vesicle_turbidity_A400,0.074,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,A9,food_vesicle_turbidity_A400,0.054,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,A10,food_vesicle_turbidity_A400,0.063,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,A11,food_vesicle_turbidity_A400,0.068,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,A12,food_vesicle_turbidity_A400,0.071,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,B1,food_vesicle_turbidity_A400,0.069,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,B2,food_vesicle_turbidity_A400,0.076,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,B3,food_vesicle_turbidity_A400,0.085,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,B4,food_vesicle_turbidity_A400,0.081,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,B5,food_vesicle_turbidity_A400,0.082,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,B6,food_vesicle_turbidity_A400,0.065,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,B7,food_vesicle_turbidity_A400,0.059,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,B8,food_vesicle_turbidity_A400,0.068,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,B9,food_vesicle_turbidity_A400,0.056,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,B10,food_vesicle_turbidity_A400,0.058,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,B11,food_vesicle_turbidity_A400,0.061,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,B12,food_vesicle_turbidity_A400,0.065,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,C1,food_vesicle_turbidity_A400,0.059,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,C2,food_vesicle_turbidity_A400,0.058,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,C3,food_vesicle_turbidity_A400,0.066,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,C4,food_vesicle_turbidity_A400,0.056,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,C5,food_vesicle_turbidity_A400,0.063,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,C6,food_vesicle_turbidity_A400,0.065,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,C7,food_vesicle_turbidity_A400,0.059,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,C8,food_vesicle_turbidity_A400,0.054,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,C9,food_vesicle_turbidity_A400,0.079,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,C10,food_vesicle_turbidity_A400,0.063,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,C11,food_vesicle_turbidity_A400,0.063,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,C12,food_vesicle_turbidity_A400,0.066,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,D1,food_vesicle_turbidity_A400,0.057,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,D2,food_vesicle_turbidity_A400,0.054,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,D3,food_vesicle_turbidity_A400,0.058,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,D4,food_vesicle_turbidity_A400,0.058,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,D5,food_vesicle_turbidity_A400,0.065,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,D6,food_vesicle_turbidity_A400,0.059,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,D7,food_vesicle_turbidity_A400,0.063,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,D8,food_vesicle_turbidity_A400,0.055,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,D9,food_vesicle_turbidity_A400,0.057,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,D10,food_vesicle_turbidity_A400,0.064,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,D11,food_vesicle_turbidity_A400,0.053,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,D12,food_vesicle_turbidity_A400,0.061,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,E1,food_vesicle_turbidity_A400,0.055,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,E2,food_vesicle_turbidity_A400,0.057,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,E3,food_vesicle_turbidity_A400,0.06,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,E4,food_vesicle_turbidity_A400,0.063,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,E5,food_vesicle_turbidity_A400,0.053,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,E6,food_vesicle_turbidity_A400,0.07,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,E7,food_vesicle_turbidity_A400,0.054,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,E8,food_vesicle_turbidity_A400,0.056,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,E9,food_vesicle_turbidity_A400,0.06,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,E10,food_vesicle_turbidity_A400,0.064,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,E11,food_vesicle_turbidity_A400,0.057,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,E12,food_vesicle_turbidity_A400,0.059,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,F1,food_vesicle_turbidity_A400,0.088,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,F2,food_vesicle_turbidity_A400,0.065,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,F3,food_vesicle_turbidity_A400,0.054,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,F4,food_vesicle_turbidity_A400,0.057,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,F5,food_vesicle_turbidity_A400,0.051,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,F6,food_vesicle_turbidity_A400,0.066,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,F7,food_vesicle_turbidity_A400,0.051,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,F8,food_vesicle_turbidity_A400,0.056,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,F9,food_vesicle_turbidity_A400,0.061,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,F10,food_vesicle_turbidity_A400,0.053,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,F11,food_vesicle_turbidity_A400,0.057,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,F12,food_vesicle_turbidity_A400,0.07,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,G1,food_vesicle_turbidity_A400,0.065,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,G2,food_vesicle_turbidity_A400,0.061,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,G3,food_vesicle_turbidity_A400,0.054,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,G4,food_vesicle_turbidity_A400,0.058,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,G5,food_vesicle_turbidity_A400,0.066,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,G6,food_vesicle_turbidity_A400,0.059,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,G7,food_vesicle_turbidity_A400,0.053,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,G8,food_vesicle_turbidity_A400,0.057,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,G9,food_vesicle_turbidity_A400,0.066,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,G10,food_vesicle_turbidity_A400,0.063,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,G11,food_vesicle_turbidity_A400,0.061,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,G12,food_vesicle_turbidity_A400,0.067,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,H1,food_vesicle_turbidity_A400,0.06,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,H2,food_vesicle_turbidity_A400,0.069,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,H3,food_vesicle_turbidity_A400,0.055,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,H4,food_vesicle_turbidity_A400,0.056,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,H5,food_vesicle_turbidity_A400,0.055,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,H6,food_vesicle_turbidity_A400,0.058,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,H7,food_vesicle_turbidity_A400,0.077,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,H8,food_vesicle_turbidity_A400,0.062,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,H9,food_vesicle_turbidity_A400,0.062,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,H10,food_vesicle_turbidity_A400,0.058,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,H11,food_vesicle_turbidity_A400,0.053,23G7D-F
UU2_log.xlsx,drdata,UU,drift,7,H12,food_vesicle_turbidity_A400,0.068,23G7D-F
UU2_log.xlsx,drdata,UU,drift,8,A1,food_vesicle_turbidity_A400,0.086,23G8D-F
UU2_log.xlsx,drdata,UU,drift,8,A2,food_vesicle_turbidity_A400,0.075,23G8D-F
UU2_log.xlsx,drdata,UU,drift,8,A3,food_vesicle_turbidity_A400,0.075,23G8D-F
