sample_id,tracer,final_value,uncertainty,candidate_source,unit,compilation,reference
s_17DGS-12-2 [26907],MO,0.412894,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[26907]
s_22DGS-2-3 [26907],MO,0.33205,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[26907]
s_PB17 [27183],MO,0.72,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[27183]
s_ML-1 [28619],MO,0.49,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[28619]
s_ML-2 [28619],MO,0.47,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[28619]
s_ML-3 [28619],MO,0.46,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[28619]
s_ML-4 [28619],MO,0.39,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[28619]
s_ML-5 [28619],MO,0.62,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[28619]
s_ML-6 [28619],MO,0.28,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[28619]
s_ML-7 [28619],MO,0.46,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[28619]
s_ML-8 [28619],MO,0.44,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[28619]
s_ML-9 [28619],MO,0.33,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[28619]
s_DX-15R [28698],MO,3.412,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[28698]
s_CPV-12-01 [28910],MO,0.59,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[28910]
s_CHE-1 [7839],MO,0.5,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CH-11 [7839],MO,1.0,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CH-34 [7839],MO,0.5,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CH-43 [7839],MO,0.2,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CH-47 [7839],MO,0.7,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CH-54 [7839],MO,0.5,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_BM-4 [7839],MO,0.5,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CC-14 [7839],MO,0.2,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CB-6/1 [7839],MO,0.3,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CB-6/6 [7839],MO,1.3,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CC-13 [7839],MO,0.6,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CC-15 [7839],MO,0.3,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CC-18 [7839],MO,0.7,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CC-19 [7839],MO,0.3,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CEC-1 [7839],MO,0.3,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CC-15 [7839],MO,1.4,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CC-41 [7839],MO,1.4,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CB-56 [7839],MO,0.9,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CB-9/9 [7839],MO,1.3,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CB-41 [7839],MO,0.9,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CEC-4 [7839],MO,1.1,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CC-2 [7839],MO,0.9,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CC-5 [7839],MO,0.9,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CC-6 [7839],MO,1.0,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_CC-12 [7839],MO,0.8,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_AL-16 [7839],MO,0.9,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_LUB-1 [7839],MO,0.6,,PLU | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7839]
s_21JX06A [29452],MO,1.629939,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29452]
s_21JX06B [29452],MO,1.391549,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29452]
s_21JX06C [29452],MO,1.411471,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29452]
s_21JX06D [29452],MO,1.364684,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29452]
s_21JX07A [29452],MO,1.488781,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29452]
s_21JX10A [29452],MO,1.042015,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29452]
s_21JX10B [29452],MO,1.35398,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29452]
s_21JX11A [29452],MO,1.217454,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29452]
s_21JX11B [29452],MO,1.247362,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29452]
s_21JX27A [29452],MO,0.855247,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29452]
s_21JX27B [29452],MO,0.814371,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29452]
s_21JX30 [29452],MO,0.899102,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29452]
s_ENED01 [29619],MO,0.5,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29619]
s_NED01 [29619],MO,0.6,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29619]
s_ENED02 [29619],MO,0.4,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29619]
s_S01 [29619],MO,0.2,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29619]
s_AS 505 [7841],MO,4.0,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[7841]
s_YUS108/6 [7753],MO,0.7,,VOL | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7753]
s_P369/11B [7753],MO,0.8,,VOL | CONVERGENT MARGIN,ppm,georoc_types_de_roches,[7753]
s_KR83 [12955],MO,0.5483,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[12955][13959]
s_D1-070 [29892],MO,0.270613,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K23-1 [29892],MO,0.93,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K23-2 [29892],MO,1.14,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K23-4 [29892],MO,0.83,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K23-24 [29892],MO,0.36,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K23-29 [29892],MO,1.4,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K23-30 [29892],MO,0.93,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K23-31 [29892],MO,2.9,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K23-35 [29892],MO,0.2,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K23-36 [29892],MO,0.45,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K23-40 [29892],MO,0.18,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K23-43 [29892],MO,0.16,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K23-44 [29892],MO,0.25,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K23-55 [29892],MO,0.15,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K23-56 [29892],MO,0.37,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K23-62 [29892],MO,0.27,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K23-66 [29892],MO,0.3,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K18-58 [29892],MO,0.2,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K18-63 [29892],MO,0.22,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K18-64 [29892],MO,0.18,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K18-65 [29892],MO,0.91,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K18-66 [29892],MO,0.32,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K18-68 [29892],MO,0.67,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_D4-12 [29892],MO,0.038,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K18-82 [29892],MO,0.35,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K18-85 [29892],MO,0.38,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K18-87 [29892],MO,0.42,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K22-45 [29892],MO,0.55,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K18-88 [29892],MO,0.16,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K23-102A [29892],MO,0.37,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K23-102B [29892],MO,0.56,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K18-45 [29892],MO,0.41,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K18-35 [29892],MO,0.25,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K18-37 [29892],MO,0.6,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_K23-96 [29892],MO,0.58,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[29892]
s_79-3-158.0 [20998],MO,4.434545,,PLU | OCEAN ISLAND,ppm,georoc_types_de_roches,[20998]
s_75-1-75.2 [20998],MO,1.45,,PLU | OCEAN ISLAND,ppm,georoc_types_de_roches,[20998][24835]
s_AT74 [13959],MO,0.3,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[13959]
s_99KR192 [13959],MO,0.56,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[13959]
s_99KR218 [13959],MO,0.26,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[13959]
s_MS19A [15266],MO,0.78,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[15266]
s_MW004 [15266],MO,1.34,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[15266]
s_IC9910 [15266],MO,0.7,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[15266]
s_IC9912 [15266],MO,0.5,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[15266]
s_CM1 [15266],MO,0.15,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[15266]
s_CM30 [15266],MO,0.27,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[15266]
s_IC9916 [15266],MO,0.2,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[15266]
s_DXD-02 [25202],MO,2.13,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25202]
s_DXD-03 [25202],MO,3.78,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25202]
s_DXD-05 [25202],MO,2.08,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25202]
s_DXD-11 [25202],MO,4.19,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25202]
s_DXD-16 [25202],MO,3.36,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25202]
s_DXD-23 [25202] / s_DX-23 [28698],MO,1.981,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25202][28698]
s_DXD-25 [25202],MO,4.41,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25202]
s_DXD-26 [25202],MO,2.37,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25202]
s_DX-15 [25202],MO,3.107,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25202][28698]
s_DX-17 [25202],MO,3.26,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25202][28698]
s_DX-18 [25202],MO,3.59,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25202]
s_DX-19 [25202],MO,4.11,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25202]
s_DX-20 [25202],MO,4.34,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25202]
s_DX-21 [25202],MO,2.73,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25202]
s_DX-23 [25202],MO,2.61,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25202]
s_DX-24 [25202],MO,2.74,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25202][28698]
s_DX-28 [25202],MO,3.462,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25202][28698]
s_DX-29 [25202],MO,3.157,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25202][28698]
s_14TX010-2 [25512],MO,0.373,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25512][28698]
s_14TX010-3 [25512],MO,0.959,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25512][28698]
s_19WN05-7 [25512],MO,0.399,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25512][28698]
s_19WN05-11 [25512],MO,0.416,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[25512][28698]
s_DM411C-1969 [17504],MO,0.5,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_types_de_roches,[17504]
s_DMA248-1967 [17504],MO,0.3,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_types_de_roches,[17504]
s_DMA298-1967 [17504],MO,1.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_types_de_roches,[17504]
s_DMA399B-1967 [17504],MO,0.6,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_types_de_roches,[17504]
s_DMA400-1967 [17504],MO,2.3,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_types_de_roches,[17504]
s_DMA7-1967 [17504],MO,0.6,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_types_de_roches,[17504]
s_DMR104-1967 [17504],MO,0.6,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_types_de_roches,[17504]
s_DMR113-1967 [17504],MO,0.6,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_types_de_roches,[17504]
s_DMR155-1967 [17504],MO,1.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_types_de_roches,[17504]
s_DMR264-1-1967 [17504],MO,0.5,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_types_de_roches,[17504]
s_FDE01-25-7 [16371],MO,1.07,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[16371]
s_FDE01-25-7R [16371],MO,0.29,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[16371]
s_JEN01-4-4C [16371],MO,1.24,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[16371]
s_JEN01-4-4CR [16371],MO,1.27,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[16371]
s_JEN01-16-4 [16371],MO,0.48,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[16371]
s_JEN02-8-3 [16371],MO,0.57,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[16371]
s_MMI01-2-1 [16371],MO,0.46,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[16371]
s_MMI01-6-9 [16371],MO,2.8,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[16371]
s_H4 [15434],MO,0.6,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[15434]
s_K14 [15434],MO,0.5,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[15434]
s_K15 [15434],MO,0.7,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[15434]
s_K16 [15434],MO,0.6,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[15434]
s_ELC- [15077],MO,2.3,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[15077]
s_ELC-4 [15077],MO,0.93,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[15077]
s_ELC-9 [15077],MO,0.3,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[15077]
s_ELC-10 [15077],MO,0.39,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[15077]
s_ELC-8 [15077],MO,1.37,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[15077]
s_17/10 [15295],MO,0.68,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[15295]
s_511577 [19180],MO,2.06,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19180]
s_508201 [19180],MO,0.65,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19180]
s_508214 [19180],MO,1.12,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19180]
s_508242 [19180],MO,1.36,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19180]
s_508213 [19180],MO,1.22,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19180]
s_06XH02-4 [19240],MO,1.16,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19240]
s_XH40-3 [19240],MO,0.23,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19240]
s_06XH03-3 [19240],MO,0.27,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19240]
s_XH02-12 [19240],MO,0.6,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19240]
s_XH02-13 [19240],MO,0.54,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19240]
s_XH03-8 [19240],MO,0.28,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19240]
s_XH40-2 [19240],MO,0.16,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19240]
s_06XH02-1 [19240],MO,0.22,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19240]
s_OD118 [19934],MO,1.0,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_OD850 [19934],MO,1.13,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_OD849 [19934],MO,0.96,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_OD84 [19934],MO,0.8,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_OD1 [19934],MO,0.9,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_OD82 [19934],MO,1.48,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_OD81-2 [19934],MO,0.7,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_OD80D [19934],MO,1.0,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_OD79 [19934],MO,1.03,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_OD952 [19934],MO,0.85,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_OD958 [19934],MO,0.81,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8152 [19934],MO,8.4,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8155 [19934],MO,1.5,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8156 [19934],MO,0.5,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8157 [19934],MO,4.7,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8158 [19934],MO,0.8,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8159 [19934],MO,0.6,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8160 [19934],MO,0.1,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8161 [19934],MO,0.9,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8163 [19934],MO,0.5,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8164 [19934],MO,1.2,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8168 [19934],MO,0.5,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8169 [19934],MO,0.7,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8170 [19934],MO,0.5,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8171 [19934],MO,0.7,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8172 [19934],MO,0.5,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8173 [19934],MO,1.1,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8174 [19934],MO,0.3,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8175 [19934],MO,0.5,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8176 [19934],MO,0.3,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8177 [19934],MO,0.7,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8178 [19934],MO,0.8,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8179 [19934],MO,0.7,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8180 [19934],MO,0.5,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8181 [19934],MO,0.5,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8182 [19934],MO,0.2,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8183 [19934],MO,5.0,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8211 [19934],MO,0.9,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8212 [19934],MO,0.9,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8213 [19934],MO,0.9,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8214 [19934],MO,0.7,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8215 [19934],MO,0.9,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8216 [19934],MO,1.0,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8217 [19934],MO,0.7,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8218 [19934],MO,1.1,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8219 [19934],MO,0.8,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8220 [19934],MO,1.5,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8221 [19934],MO,0.9,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8222 [19934],MO,0.8,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8223 [19934],MO,0.8,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8224 [19934],MO,0.8,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8225 [19934],MO,0.8,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8226 [19934],MO,0.8,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8227 [19934],MO,0.9,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8228 [19934],MO,1.1,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8229 [19934],MO,0.7,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8230 [19934],MO,0.8,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8231 [19934],MO,0.8,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8232 [19934],MO,0.8,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8233 [19934],MO,0.8,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8234 [19934],MO,0.7,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8235 [19934],MO,0.7,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
s_RX 8236 [19934],MO,0.5,,PLU | INTRAPLATE VOLCANICS,ppm,georoc_types_de_roches,[19934]
