obliquity_deg,eccentricity,temperature,ice,co2,regolith,memory,direction,mode
40.0,0.08,0.270599103835425,0.0009846934699164352,314.9039312860275,0.1316044011013104,0.2636134525977558,reverse,M2P_corrige
40.0,0.09,0.3050175533516632,0.0005730496425754048,313.9299751020769,0.1316044011013104,0.2636134525977558,reverse,M2P_corrige
40.0,0.1,0.3428781652086694,0.0003260514731543976,312.8620932306802,0.1316044011013104,0.2636134525977558,reverse,M2P_corrige
40.0,0.11,0.38442277627143656,0.00018117732662320784,311.69448139189797,0.1316044011013104,0.2636134525977558,reverse,M2P_corrige
40.0,0.12,0.4298230207191984,9.82186538221855e-05,310.42348930270646,0.1316044011013104,0.2636134525977558,reverse,M2P_corrige
40.0,0.13,0.47920496414152636,5.189379622975175e-05,309.0469122142272,0.1316044011013104,0.2636134525977558,reverse,M2P_corrige
40.0,0.14,0.5326663321724836,2.669467336259412e-05,307.56349745413866,0.1316044011013104,0.2636134525977558,reverse,M2P_corrige
40.0,0.15,0.5902883627000528,1.3355681523058654e-05,305.97260719281456,0.1316044011013104,0.2636134525977558,reverse,M2P_corrige
40.0,0.16,0.652143787011464,6.491808204776564e-06,304.27399377000177,0.1316044011013104,0.2636134525977558,reverse,M2P_corrige
40.0,0.17,0.7183020826616417,3.062143477208268e-06,302.4676544062363,0.1316044011013104,0.2636134525977558,reverse,M2P_corrige
40.0,0.18,0.7888328585814087,1.3999730787990169e-06,300.55374032387147,0.1316044011013104,0.2636134525977558,reverse,M2P_corrige
40.0,0.19,0.8638080040621503,6.195705090174622e-07,298.5325019754338,0.1316044011013104,0.2636134525977558,reverse,M2P_corrige
40.0,0.2,0.9433030498098381,2.6506154305773467e-07,296.4042574329701,0.1316044011013104,0.2636134525977558,reverse,M2P_corrige
